emp_id,cbi1,cbi2,cbi3,cbi4,cbi5,cbi6,cbi7,cbi8,cbi9,cbi10,cbi11,cbi12,cbi13,cbi14,cbi15,cbi16,cbi17,cbi18,cbi19
EI1101955ES,4,2,1,2,5,4,4,3,3,2,5,4,2,2,2,3,4,1,3
EI1500169ES,2,3,4,4,2,2,1,2,4,2,1,4,2,2,5,2,4,5,2
EI9801415ES,2,5,2,1,4,5,2,4,2,4,4,1,2,5,3,4,1,4,4
EI2306319ES,2,3,2,4,3,3,4,1,4,1,4,1,1,4,2,3,2,1,1
EI1000707ES,3,2,4,5,4,3,1,1,1,1,4,1,3,4,1,3,3,3,2
EI0501672ES,5,2,1,4,2,2,3,2,4,2,5,2,2,2,4,5,1,1,1
EI1704202ES,2,4,5,1,1,1,4,1,5,5,5,4,1,4,4,2,3,1,1
EI2004527ES,1,5,2,3,5,2,5,4,2,1,4,4,4,3,2,1,3,1,4
EI1105565ES,3,1,3,2,2,3,3,5,2,1,1,3,2,5,4,4,2,2,3
EI0503196ES,1,1,1,4,3,2,3,5,3,2,2,2,2,3,1,2,5,4,4
EI0801730ES,2,2,4,1,1,5,3,4,3,2,1,5,5,1,5,1,1,3,1
EI2606644ES,4,1,1,4,1,1,4,1,4,3,2,4,1,3,3,2,1,1,1
EI1100436ES,4,2,1,1,5,4,1,2,2,1,3,4,3,2,2,4,5,2,2
EI0003575ES,5,2,1,4,1,5,4,1,5,2,3,3,3,4,3,1,1,1,3
EI0902760ES,3,2,1,2,2,1,4,1,1,1,3,2,2,2,1,2,5,4,1
EI1700512ES,2,3,2,3,1,2,1,1,2,1,4,5,3,3,1,1,5,5,3
EI9601579ES,2,1,1,2,3,3,3,5,2,3,1,3,3,1,1,1,2,3,3
EI1702482ES,1,2,3,2,4,1,1,5,1,3,5,2,3,2,5,4,4,1,2
EI9905966ES,1,2,1,1,2,3,1,3,5,1,1,2,4,4,5,4,2,4,3
EI9706219ES,1,2,2,1,2,1,2,2,1,2,2,3,1,3,2,4,4,2,1
EI2500812ES,2,3,4,3,2,3,4,3,4,1,1,3,2,1,2,2,1,2,1
EI2501278ES,3,1,2,4,4,4,1,2,5,3,1,1,1,2,5,4,4,2,3
EI1104831ES,2,2,4,3,3,2,1,2,3,1,1,2,2,2,1,3,4,5,2
EI0904920ES,1,1,5,2,2,2,3,2,1,1,1,2,2,2,2,3,2,2,1
EI0501859ES,5,5,3,3,4,2,2,3,1,5,3,3,2,1,3,3,5,2,4
EI0101653ES,3,1,2,1,2,2,2,4,5,2,1,3,2,2,3,1,3,4,3
EI0403338ES,2,3,4,1,5,5,4,1,1,2,2,1,1,2,2,4,1,2,1
EI0803863ES,2,4,2,3,4,3,5,5,2,3,5,3,1,2,5,4,1,2,4
EI0601091ES,2,1,3,3,2,5,1,1,1,2,5,5,2,2,1,2,5,2,1
EI0702418ES,1,2,1,1,3,2,3,1,5,2,2,4,2,1,2,5,1,1,2
EI1203647ES,1,3,2,5,4,2,5,2,3,1,1,2,1,2,3,1,4,5,1
EI9703976ES,3,2,3,4,4,1,2,1,2,5,1,2,4,3,1,3,1,2,4
EI1904255ES,4,5,3,4,2,5,2,4,3,4,3,2,1,1,3,2,1,2,1
EI9801444ES,4,2,3,2,3,4,4,1,5,3,5,3,2,2,2,2,2,2,2
EI9301633ES,4,2,3,3,1,1,1,2,5,3,4,4,2,1,1,2,2,4,3
EI0801376ES,4,4,5,5,3,1,3,1,3,2,3,3,4,2,2,4,2,2,3
EI0906056ES,3,3,2,2,2,1,4,2,3,1,4,4,2,4,5,2,2,3,1
EI1906875ES,3,1,2,4,1,5,5,4,1,4,1,2,2,2,5,2,3,5,2
EI0106329ES,2,3,3,2,2,1,2,4,1,2,2,1,2,1,1,3,2,2,3
EI2500081ES,4,5,2,1,5,5,2,3,3,3,1,2,3,1,5,2,1,2,4
EI1503096ES,2,5,5,2,1,2,2,3,3,3,2,2,1,4,4,2,1,2,2
EI1606486ES,2,2,4,2,2,3,1,2,5,2,2,5,1,1,4,2,2,2,2
EI0804984ES,1,2,1,4,2,2,1,4,4,5,1,3,2,3,2,2,2,2,3
EI9801818ES,2,3,1,2,4,1,1,1,2,5,2,1,5,2,2,1,2,2,2
EI0500096ES,1,4,1,2,4,2,1,3,2,2,4,2,2,3,2,1,1,2,4
EI2304348ES,2,2,1,3,4,2,5,4,3,1,3,1,1,4,1,1,1,4,2
EI2106390ES,2,4,3,2,1,1,1,3,4,2,2,3,5,1,2,2,2,4,2
EI1701892ES,4,2,4,1,4,1,2,2,3,3,5,2,2,1,4,2,4,3,2
EI1006244ES,1,1,3,1,3,1,1,3,1,2,4,4,2,3,2,2,2,1,1
EI2504424ES,2,1,2,1,5,1,3,2,2,1,3,2,2,2,1,3,2,3,4
EI1806869ES,2,1,1,1,4,2,2,2,2,3,1,4,1,2,1,2,4,3,5
EI9804114ES,3,2,1,2,2,1,2,1,2,2,1,1,3,1,2,1,4,5,3
EI0901079ES,2,2,2,5,4,3,5,2,3,5,1,5,2,3,2,2,4,3,5
EI2605521ES,1,4,3,2,4,5,3,3,5,2,1,4,5,3,3,1,1,2,5
EI2302909ES,4,2,3,2,1,1,2,4,1,5,2,2,1,2,2,4,2,1,1
EI1605657ES,2,1,3,2,1,2,5,1,3,1,4,3,2,4,1,1,1,4,1
EI1801375ES,4,2,5,1,5,1,2,1,1,3,3,5,2,1,1,2,3,3,2
EI1704029ES,2,2,2,5,1,1,3,2,3,1,3,2,3,3,2,1,2,1,2
EI2103883ES,5,2,5,5,2,3,2,4,2,3,4,1,4,1,1,3,2,4,5
EI2603806ES,2,3,3,2,1,1,4,5,2,5,3,5,3,2,1,3,4,1,1
EI1301006ES,1,1,3,1,4,1,5,2,3,2,4,3,2,2,2,1,4,3,4
EI9000497ES,2,3,4,3,3,1,1,5,2,3,3,1,2,5,2,4,2,2,2
EI9000409ES,2,2,5,4,4,3,1,3,1,5,2,1,3,1,1,3,3,2,2
EI9901756ES,2,2,2,3,5,2,1,1,5,1,1,4,2,2,1,2,3,1,2
EI0303902ES,5,2,3,3,4,5,1,4,2,2,2,1,3,4,3,4,2,4,3
EI1203387ES,1,4,4,4,2,5,1,3,2,3,2,3,2,3,1,2,2,5,2
EI9801220ES,5,2,1,5,5,1,2,2,2,2,2,4,4,1,2,4,2,4,1
EI1802532ES,5,2,1,5,4,4,5,4,3,3,2,4,4,3,2,2,1,5,2
EI0001745ES,1,1,1,5,2,1,4,5,1,2,3,1,1,4,1,2,5,3,3
EI0004468ES,4,4,4,2,3,2,3,2,4,3,4,1,2,3,3,5,5,4,3
EI9504952ES,4,4,3,1,4,2,4,1,1,4,1,1,4,5,1,1,2,5,2
EI2103427ES,4,5,4,2,2,4,4,2,2,1,2,5,3,2,2,5,1,3,2
EI9201298ES,4,2,1,2,4,4,2,3,1,3,2,1,1,2,1,3,3,3,2
EI1202679ES,2,4,1,1,1,4,3,4,2,2,1,5,2,2,2,3,1,3,1
EI9302433ES,4,1,2,2,1,3,1,1,4,1,4,5,1,5,1,2,2,5,2
EI9602128ES,1,2,1,2,5,5,1,1,3,5,4,3,1,2,3,2,3,3,2
EI0502358ES,3,3,1,4,1,4,1,3,3,2,2,4,1,4,4,1,4,2,2
EI9904268ES,4,4,2,1,4,1,5,3,1,1,1,1,5,2,1,4,2,4,3
EI9505062ES,3,1,2,4,2,4,1,2,1,2,2,1,1,2,2,2,1,1,4
EI0206765ES,1,3,4,3,1,3,2,2,3,2,2,2,4,3,2,3,3,2,2
EI0603419ES,4,4,1,2,2,5,3,1,3,5,1,1,3,1,4,3,5,1,4
EI1505134ES,2,1,1,4,4,1,2,2,3,3,3,4,2,5,1,2,1,2,3
EI1404435ES,2,5,5,5,3,1,5,5,1,2,2,1,2,3,4,1,1,4,1
EI1803309ES,3,2,1,4,2,1,5,2,5,2,2,1,3,1,3,2,5,5,1
EI9106466ES,3,1,2,2,1,2,2,5,3,5,1,4,3,1,5,2,2,4,1
EI1101408ES,3,4,1,3,1,2,2,3,4,2,3,1,3,2,1,3,4,4,5
EI9901010ES,1,4,2,3,2,2,1,4,2,1,1,1,2,4,2,1,4,2,1
EI2206152ES,1,1,4,4,3,5,5,3,2,2,2,3,2,2,2,4,5,2,4
EI2404130ES,3,3,4,5,1,4,1,1,1,1,4,1,5,2,1,4,2,2,4
EI1806769ES,3,2,2,5,4,3,3,2,5,5,4,3,3,1,2,3,5,1,1
EI1104992ES,5,3,1,2,1,1,1,2,3,3,4,2,2,2,2,2,2,5,4
EI9301738ES,2,5,4,2,2,1,1,3,4,1,2,3,4,4,2,4,3,1,3
EI9200757ES,1,2,2,4,5,3,4,1,5,1,2,2,5,5,4,3,1,1,2
EI0100713ES,3,1,5,2,4,5,2,3,2,1,1,5,1,4,4,2,4,5,3
EI2404225ES,1,2,1,2,1,3,1,5,2,2,4,1,1,1,5,2,3,3,2
EI0403753ES,5,5,2,3,4,3,4,4,3,2,3,3,4,5,5,2,1,2,2
EI0906741ES,3,3,5,2,1,3,1,3,2,2,1,1,1,1,4,2,3,1,1
EI2300062ES,2,4,3,2,2,1,1,1,2,3,3,3,3,3,2,1,4,4,3
EI1403996ES,3,2,2,4,5,3,2,4,1,5,4,4,4,1,4,2,2,3,4
EI2101371ES,3,2,3,4,4,3,1,5,2,1,1,2,1,4,3,3,3,3,2
EI1206558ES,4,5,4,4,3,2,4,1,2,1,2,2,1,4,4,1,4,4,1
EI0404857ES,5,4,2,4,1,2,2,2,2,3,3,2,1,5,2,1,1,3,1
EI1602518ES,2,2,1,2,3,3,3,2,2,2,3,2,2,4,2,4,2,3,3
EI1501331ES,3,3,1,3,2,3,2,1,2,1,2,2,2,2,4,2,3,4,1
EI1403721ES,1,2,2,2,4,1,5,2,2,1,3,3,3,2,2,3,1,2,2
EI2206923ES,3,2,4,2,5,3,4,4,2,1,2,4,3,3,5,5,3,2,1
EI9505939ES,1,4,2,2,4,3,3,1,1,4,3,1,4,1,4,2,2,3,2
EI2603998ES,4,1,2,1,2,1,2,5,1,5,3,3,2,4,2,2,1,4,4
EI9100843ES,5,1,2,1,3,3,2,5,2,2,5,1,2,3,1,5,1,1,2
EI0203461ES,4,5,4,1,4,1,2,2,4,4,4,5,4,2,1,1,3,1,2
EI2400020ES,1,1,4,3,2,4,1,1,4,1,1,2,2,2,2,3,3,3,3
EI1006217ES,5,2,2,1,3,2,1,2,1,1,1,4,4,1,5,1,2,5,3
EI1903308ES,5,2,5,4,5,5,2,3,1,2,2,4,1,3,1,3,2,2,2
EI9701222ES,2,1,4,2,3,4,4,4,1,3,2,3,2,4,5,3,4,1,3
EI0201104ES,2,2,1,5,1,3,2,4,1,1,1,3,4,4,4,1,2,5,4
EI9104997ES,2,3,3,2,2,2,3,3,4,5,2,1,4,4,5,3,2,1,4
EI1004020ES,1,3,4,3,3,3,1,2,1,3,2,1,4,4,4,3,1,1,3
EI2301303ES,1,2,3,2,2,3,1,4,4,3,2,5,4,3,1,1,1,3,4
EI2603571ES,2,2,2,2,3,3,1,4,1,1,4,2,4,3,5,2,3,4,1
EI0300643ES,3,4,2,3,4,3,4,3,3,1,5,1,2,4,1,2,1,2,4
EI9706826ES,3,5,1,3,4,3,4,2,1,2,4,2,1,3,4,5,1,2,1
EI0506161ES,3,4,1,1,2,1,1,1,2,2,5,5,3,2,3,5,2,5,3
EI9700853ES,4,3,1,1,5,1,4,3,4,1,1,2,3,1,5,4,1,2,3
EI0505065ES,2,1,3,1,2,1,1,3,4,5,1,2,2,4,3,2,2,3,1
EI9801164ES,4,5,3,2,5,3,1,4,2,3,2,1,4,2,5,2,2,4,3
EI1900801ES,2,3,2,3,5,1,5,2,2,1,2,3,3,3,1,3,5,2,3
EI0305438ES,2,3,3,1,5,1,5,1,1,3,1,1,2,2,2,3,1,2,1
EI0903803ES,3,1,1,1,5,3,1,2,1,2,1,2,1,2,3,1,4,1,1
EI2004354ES,1,2,2,3,3,3,1,1,4,4,5,2,3,3,5,2,4,3,2
EI1704982ES,4,2,2,2,3,3,2,1,3,1,3,2,1,1,3,1,4,3,2
EI2301374ES,4,3,3,2,2,4,4,2,1,4,1,1,2,1,4,1,3,2,2
EI0000938ES,3,4,1,3,4,1,2,2,1,4,2,3,3,2,1,3,5,2,3
EI0502240ES,2,5,2,2,4,1,1,1,3,1,1,2,4,2,2,2,4,2,5
EI0000248ES,4,3,3,2,4,4,1,4,4,2,2,2,1,5,3,1,1,1,3
EI0201098ES,4,1,2,4,4,1,3,5,1,1,1,4,5,1,1,2,3,4,3
EI1505604ES,3,3,4,1,4,1,3,1,1,4,1,1,3,1,4,2,3,2,1
EI9605627ES,4,2,2,2,5,4,5,2,1,1,2,1,1,2,1,1,1,2,5
EI2405693ES,3,2,1,2,2,2,1,4,4,1,1,3,2,1,2,4,5,2,5
EI1403347ES,3,1,2,5,1,1,3,2,5,2,2,2,1,5,4,5,2,1,2
EI0905963ES,4,2,5,5,3,4,2,4,3,1,5,5,3,5,4,3,5,1,3
EI1606077ES,4,3,2,3,2,3,2,1,2,2,3,3,2,2,2,1,4,5,2
EI2006963ES,5,2,2,1,4,3,3,2,2,4,1,2,3,2,2,2,3,5,5
EI1601790ES,1,2,2,5,3,3,5,1,2,1,1,1,5,2,3,3,4,1,2
EI9601554ES,1,2,4,2,1,2,3,2,2,3,2,1,5,3,2,2,3,4,2
EI1100544ES,3,3,1,1,2,5,1,4,3,2,3,1,4,2,2,4,5,1,1
EI1504111ES,5,4,5,3,1,5,2,1,2,2,3,2,5,1,4,2,1,3,3
EI2604958ES,5,3,2,4,2,2,2,3,1,4,2,3,1,3,1,1,1,1,1
EI0805341ES,3,2,4,4,3,2,3,4,4,2,2,3,1,5,2,2,1,5,2
EI9000473ES,1,1,1,3,1,4,2,4,5,5,3,4,4,3,2,3,2,1,1
EI9000229ES,4,1,2,2,5,3,1,1,4,1,1,2,2,1,1,2,2,2,2
EI9303822ES,3,2,3,1,4,2,2,4,3,1,3,2,2,3,1,3,2,5,4
EI1605334ES,2,3,3,2,2,5,4,4,2,2,4,2,3,5,4,1,2,4,1
EI9503529ES,2,1,1,5,5,2,5,1,2,4,2,1,5,2,3,2,2,1,3
EI1705071ES,5,3,5,2,5,5,4,4,1,5,2,2,2,1,3,2,4,2,2
EI0503251ES,4,4,2,1,1,3,2,3,1,2,1,2,2,4,1,5,2,3,2
EI2201806ES,2,2,2,4,4,5,3,4,2,4,4,2,2,1,3,4,1,3,4
EI9006990ES,4,5,2,1,3,1,2,3,2,1,3,1,2,2,4,1,2,2,3
EI9604335ES,2,3,4,5,4,4,3,3,2,1,4,5,2,5,3,3,2,2,2
EI9103150ES,4,1,5,2,2,3,3,4,2,1,1,1,5,2,5,1,2,3,2
EI1204657ES,4,2,4,2,3,3,4,4,1,2,2,3,4,1,1,1,2,4,5
EI9902917ES,4,1,1,2,2,1,2,4,3,1,5,3,3,2,3,3,2,1,2
EI9303627ES,2,2,3,3,1,3,2,2,5,1,4,2,1,4,2,2,1,3,3
EI1302535ES,3,3,2,2,2,2,2,2,5,1,2,2,2,1,2,2,3,1,1
EI2404321ES,2,3,3,2,5,4,2,2,2,3,1,3,3,3,2,2,2,4,1
EI0803594ES,5,1,2,1,2,2,2,2,4,1,2,2,1,1,4,1,2,3,2
EI2601671ES,1,5,1,4,3,5,1,1,4,4,5,2,3,4,3,2,1,3,2
EI2004562ES,1,2,5,5,1,2,2,3,2,1,1,3,2,2,4,2,2,2,4
EI0305447ES,3,1,4,5,1,3,4,1,3,1,5,5,3,2,1,2,2,2,4
EI0905319ES,1,2,3,5,1,4,4,5,2,5,3,1,3,3,5,4,2,2,1
EI9006327ES,5,2,1,5,2,3,2,1,2,2,2,5,1,1,2,2,2,3,2
EI9200032ES,4,2,3,3,1,5,2,1,3,1,3,5,5,2,3,2,1,1,3
EI2000765ES,5,2,4,2,2,2,4,3,4,5,3,1,4,2,1,2,3,3,1
EI1000961ES,4,2,2,3,3,1,3,2,5,1,3,2,2,4,3,4,1,1,1
EI0701966ES,3,1,3,2,3,2,1,3,1,3,1,4,5,1,2,1,2,2,2
EI0200539ES,2,3,2,4,1,5,5,2,4,2,3,1,4,1,2,2,1,2,4
EI9102891ES,5,2,3,1,3,1,1,3,3,2,1,2,2,1,5,3,3,3,1
EI0601085ES,4,4,3,5,2,2,4,5,5,2,3,2,1,2,3,1,2,2,2
EI1701600ES,2,3,3,1,4,1,3,2,3,3,1,2,1,2,1,3,2,2,5
EI2003186ES,5,5,5,3,4,2,2,1,3,2,2,3,1,2,5,1,3,3,1
EI1602576ES,2,5,2,4,2,2,1,2,3,1,2,3,5,3,4,2,3,5,3
EI0406519ES,2,1,1,1,1,5,1,5,2,1,2,1,2,2,4,5,1,3,5
EI1404033ES,2,4,4,1,4,2,1,2,2,1,3,2,1,1,2,3,1,1,3
EI9802465ES,2,2,1,4,4,2,1,5,1,2,5,2,5,4,3,4,3,4,2
EI1406598ES,2,4,4,4,1,3,4,1,1,4,1,4,1,2,1,1,3,2,3
EI0300018ES,2,5,2,1,5,1,2,5,2,4,4,1,3,1,4,2,5,2,4
EI9700097ES,5,1,1,3,3,2,3,4,3,2,2,2,2,1,3,2,3,2,3
EI1506514ES,4,1,4,4,2,3,3,1,1,2,2,3,2,3,5,1,4,3,2
EI2104349ES,1,2,4,1,5,1,4,2,2,1,1,1,1,1,2,2,1,4,2
EI1001927ES,5,1,3,4,2,1,3,2,5,4,3,1,2,2,5,1,1,5,3
EI9100157ES,3,3,2,2,3,2,2,1,2,4,3,3,5,4,3,2,1,2,5
EI1603102ES,2,2,1,2,1,1,1,5,5,1,1,5,4,2,1,5,1,2,1
EI9602485ES,2,1,3,2,2,1,3,5,3,2,2,2,1,5,4,3,3,2,2
EI1401923ES,1,1,4,1,4,5,1,3,2,1,2,1,5,5,3,1,3,2,2
EI1405552ES,1,2,5,1,2,2,1,4,4,3,1,1,1,5,2,2,1,3,2
EI9200320ES,2,4,2,3,4,3,1,4,1,1,5,4,4,2,3,2,1,4,1
EI2006349ES,1,2,1,3,1,1,2,2,2,4,1,1,4,1,3,4,1,5,4
EI2306505ES,2,2,2,4,4,5,4,3,2,5,2,4,1,1,2,5,1,1,1
EI1305279ES,4,3,3,2,1,3,3,4,1,2,1,2,2,1,5,2,2,2,4
EI9601035ES,5,5,2,1,3,3,2,2,3,1,4,5,1,4,3,5,1,4,4
EI0300322ES,5,5,3,1,1,1,2,2,2,3,4,3,1,1,4,2,2,2,1
EI9601316ES,2,5,1,3,3,2,4,3,1,1,1,2,3,2,3,3,4,3,3
EI9900426ES,2,1,1,2,2,2,3,2,3,5,3,2,3,4,2,2,2,1,1
EI9401887ES,1,4,4,1,2,3,2,2,1,4,2,2,1,5,4,3,2,1,1
EI1105261ES,3,1,1,1,1,3,2,1,4,3,2,1,1,2,2,1,2,2,2
EI9004615ES,2,3,1,5,5,4,3,1,1,1,5,1,5,1,2,5,1,4,2
EI1103451ES,1,5,5,3,4,5,4,5,4,5,4,2,5,2,2,2,3,1,2
EI1404697ES,5,3,4,3,2,5,1,1,3,2,3,2,5,1,2,1,3,3,2
EI1503169ES,3,4,2,2,2,2,2,5,2,1,1,5,5,3,2,3,2,2,1
EI2301468ES,5,5,2,2,2,1,2,4,2,3,1,2,2,4,2,3,1,2,4
EI1600448ES,3,2,3,1,1,3,1,2,2,1,2,3,1,2,2,3,4,2,2
EI9301871ES,2,4,5,4,2,2,1,1,2,3,3,4,5,3,3,1,1,1,1
EI1906513ES,2,2,3,2,3,3,1,5,2,2,1,3,3,1,3,4,5,5,3
EI1503264ES,5,4,5,2,3,3,5,5,3,3,3,5,3,1,2,3,3,5,4
EI2303758ES,3,2,3,1,5,4,1,1,2,1,4,2,3,1,4,3,1,1,3
EI9001394ES,4,1,5,3,1,2,1,1,3,5,2,3,2,3,1,2,1,4,3
EI1903922ES,4,2,3,1,1,2,3,3,3,2,2,5,2,4,4,1,4,1,1
EI0506258ES,1,2,4,1,4,5,2,3,1,4,2,1,1,3,2,2,1,1,2
EI9701424ES,3,3,2,4,5,1,2,2,2,4,5,3,1,4,5,1,3,3,2
EI1001534ES,5,2,2,2,1,1,2,3,3,3,5,1,2,1,3,1,2,2,1
EI2206576ES,1,2,1,4,2,3,2,4,3,3,1,2,2,1,2,2,3,4,5
EI1705968ES,2,3,1,1,5,4,2,2,4,2,2,2,3,1,3,3,5,2,1
EI9306808ES,1,5,2,2,2,2,4,3,1,1,3,1,2,1,3,2,1,2,4
EI0306899ES,5,4,5,2,2,1,3,1,2,1,3,5,3,2,2,2,2,4,2
EI2304141ES,3,2,4,2,1,2,1,3,4,2,2,1,1,2,3,5,3,4,3
EI9803324ES,3,1,3,1,2,2,1,5,1,1,1,4,5,2,1,3,2,2,1
EI2302579ES,2,4,3,2,5,2,1,3,1,1,3,1,4,2,2,4,1,3,3
EI1606109ES,2,2,5,2,2,5,3,1,1,2,1,3,2,1,4,2,5,1,2
EI1405744ES,1,3,5,1,1,4,2,1,1,1,2,1,1,5,4,2,2,4,1
EI1100094ES,4,1,3,3,4,1,3,2,3,1,4,2,1,3,5,2,4,3,2
EI9504783ES,3,3,2,2,1,2,2,1,1,1,2,5,4,3,2,2,2,1,1
EI9000577ES,3,3,1,1,2,2,4,5,2,2,1,1,2,2,3,1,1,4,1
EI0905720ES,5,5,2,5,4,2,1,1,2,2,2,4,1,3,3,1,3,5,1
EI2605346ES,5,1,3,3,2,4,2,3,3,3,2,4,5,2,5,4,4,1,2
EI9505775ES,2,5,3,5,2,5,1,1,1,2,3,2,3,2,4,4,1,2,4
EI2105662ES,3,1,3,2,3,2,1,2,1,4,1,4,2,3,3,3,1,5,5
EI2603378ES,5,2,1,1,4,1,3,4,3,3,1,2,2,2,2,5,3,3,4
EI2200477ES,3,4,2,1,3,2,3,1,3,2,3,3,4,4,2,1,3,5,5
EI1306713ES,1,4,1,2,2,1,1,2,2,5,1,3,2,5,4,5,3,1,1
EI1902405ES,2,3,4,5,1,4,3,2,4,5,2,2,2,2,3,1,3,2,2
EI1504216ES,4,2,1,2,5,4,2,3,4,2,5,3,4,2,1,3,5,2,2
EI0503297ES,5,1,4,3,1,1,4,4,1,5,2,4,2,2,1,4,1,5,1
EI1404862ES,2,1,3,1,2,1,1,1,1,1,1,2,2,4,3,4,3,2,1
EI1105639ES,1,2,1,2,1,2,1,3,4,1,2,4,2,3,1,2,2,2,4
EI2003152ES,2,4,1,5,2,2,1,3,1,4,2,2,3,2,2,3,3,1,1
EI9404883ES,2,3,5,3,2,2,1,1,1,2,3,2,2,3,1,2,2,4,2
EI0806080ES,1,4,1,5,4,4,5,1,3,2,1,1,1,2,3,3,2,4,2
EI1802524ES,4,1,4,3,2,5,2,4,3,5,1,3,1,3,5,1,1,2,3
EI0204669ES,2,1,1,2,2,3,3,1,4,2,4,1,3,3,3,4,2,3,1
EI9306369ES,2,2,4,2,3,5,1,4,5,3,3,2,4,1,1,5,5,3,1
EI2200488ES,3,1,4,5,4,1,1,2,3,3,3,2,3,4,1,4,2,4,3
EI0805828ES,2,1,4,2,1,2,3,5,1,2,2,2,2,3,2,3,2,3,3
EI2500593ES,3,5,2,1,2,1,2,4,4,1,2,4,3,1,5,3,1,3,3
EI9502570ES,2,2,1,2,4,3,3,3,4,3,3,2,1,3,2,4,3,3,4
EI2501057ES,2,4,1,2,2,1,4,2,3,2,1,4,1,2,4,2,5,4,3
EI0901434ES,3,2,3,4,4,1,5,5,1,3,2,3,3,2,4,4,4,3,1
EI2004395ES,2,3,2,3,1,2,2,3,4,2,5,1,4,1,1,2,2,1,1
EI2600335ES,4,1,5,4,3,2,1,3,2,4,2,4,1,2,2,3,2,3,4
EI0101919ES,4,4,2,2,3,2,2,2,3,1,4,2,1,1,1,1,3,2,1
EI9803054ES,3,3,1,3,2,4,3,3,1,1,1,2,1,1,2,1,2,2,4
EI1806456ES,2,2,3,2,3,2,4,1,2,1,2,1,1,3,5,1,2,1,2
EI9500024ES,3,2,4,3,3,5,5,1,1,3,4,4,5,4,4,3,4,4,1
EI9902190ES,1,4,4,1,2,3,2,5,2,2,2,4,4,2,3,5,2,5,1
EI0101513ES,4,4,2,5,5,2,1,3,1,4,2,3,3,2,2,1,1,3,2
EI1502043ES,4,2,2,1,2,2,1,4,2,1,3,3,2,5,2,4,5,5,1
EI0506128ES,1,1,3,4,2,4,1,3,2,2,2,4,3,3,5,4,2,3,2
EI0305694ES,2,2,5,3,2,1,1,1,4,1,2,1,3,2,2,2,1,1,3
EI1303140ES,1,2,1,3,5,1,2,1,4,4,1,4,4,3,4,2,5,3,2
EI9405683ES,2,1,2,1,1,2,3,2,1,1,4,3,2,3,3,2,2,2,4
EI2001282ES,5,5,2,5,4,3,2,2,4,2,1,2,1,4,1,4,3,1,1
EI9802649ES,1,3,5,2,1,2,2,2,1,5,4,5,3,5,5,5,5,3,4
EI0404476ES,2,3,3,5,4,4,4,1,4,5,2,2,3,2,4,5,3,3,1
EI1003908ES,3,4,5,2,1,2,5,5,1,2,2,3,1,2,1,1,5,4,3
EI2001039ES,1,4,1,2,3,1,1,5,1,2,2,5,2,3,5,3,1,2,3
EI9603170ES,2,2,3,2,2,3,1,4,3,2,4,1,2,1,3,3,4,3,1
EI0306113ES,3,1,1,1,1,1,2,1,3,1,1,2,2,4,1,2,5,1,2
EI2606660ES,5,5,1,2,3,2,3,4,1,1,3,2,1,1,3,2,2,5,3
EI0606792ES,4,1,5,2,2,2,5,3,2,4,2,4,1,3,4,3,3,2,3
EI9601245ES,5,2,4,4,2,1,5,3,5,4,4,2,3,2,1,3,2,3,3
EI0302878ES,2,1,5,1,1,4,5,2,2,1,3,3,4,1,1,4,3,2,1
EI9903246ES,1,2,4,1,3,2,2,3,3,2,2,5,1,1,4,4,4,1,5
EI9603543ES,2,4,3,3,1,4,1,3,3,1,1,3,1,3,2,2,4,3,3
EI9400697ES,5,2,1,2,4,2,2,2,5,4,1,5,1,2,1,4,5,2,2
EI9605817ES,2,1,1,3,1,3,4,1,1,2,2,2,2,2,2,4,2,2,5
EI1003847ES,1,3,1,5,3,1,1,1,4,2,2,1,2,4,2,2,1,2,1
EI0401836ES,2,4,2,2,2,2,4,1,4,4,3,2,2,2,2,1,5,4,2
EI0805699ES,1,5,1,5,1,5,1,2,2,3,1,2,3,4,1,3,5,1,2
EI2403298ES,4,3,2,1,4,2,2,1,2,2,2,1,3,3,4,1,2,1,4
EI9504012ES,4,1,4,1,2,5,1,1,1,1,2,3,1,1,3,2,2,4,1
EI1704483ES,4,3,4,2,2,1,1,4,1,5,2,2,4,1,1,4,5,4,3
EI0003613ES,1,4,4,2,1,3,3,2,3,4,4,3,1,5,1,2,1,2,4
EI2504563ES,4,5,2,3,3,2,2,5,1,2,2,1,3,4,2,3,2,1,2
EI1003579ES,2,2,3,2,5,3,5,3,2,1,1,5,2,1,2,5,3,2,3
EI0305821ES,1,1,3,1,1,4,2,3,3,1,5,1,4,1,1,2,3,2,3
EI9400379ES,1,1,1,3,2,1,1,3,2,4,2,2,1,3,3,1,3,2,5
EI0106773ES,3,4,2,2,4,4,4,2,1,2,2,4,3,3,3,1,3,3,2
EI9406337ES,2,5,3,1,3,5,2,1,3,2,2,2,1,5,5,1,1,1,1
EI9200200ES,2,4,1,2,2,2,3,1,4,5,5,4,1,2,2,1,2,1,3
EI9402684ES,1,2,2,5,1,5,1,4,3,2,2,1,2,1,4,2,4,2,2
EI2305066ES,1,2,2,3,3,1,3,2,3,5,1,3,3,1,2,2,4,3,3
EI9903617ES,4,5,4,2,3,4,2,1,2,1,5,3,2,3,4,3,3,1,1
EI9905362ES,1,1,4,1,4,1,4,3,2,1,5,3,3,5,5,1,3,1,4
EI9902120ES,1,2,1,4,4,2,2,1,1,1,1,1,2,5,1,2,1,2,1
