numero_empleado,periodo,horas_laborales_normales,horas_extras,ausencias_justificadas,ausencias_no_justificadas,llegadas_tardias,evaluacion_desempeno
EI2100042ES,2025-02,161,1,0,0,0,Meets
EI2100042ES,2025-03,164,15,1,0,0,Meets
EI2100042ES,2025-04,147,1,0,0,0,Meets
EI2100042ES,2025-05,168,0,1,0,0,Outstanding
EI2100042ES,2025-06,161,16,1,0,1,Meets
EI2100042ES,2025-07,166,9,3,0,1,Exceeds
EI2100042ES,2025-08,164,7,1,0,1,Meets
EI2100042ES,2025-09,149,2,1,0,0,Exceeds
EI2100042ES,2025-10,160,4,3,0,1,Meets
EI2100042ES,2025-11,159,1,0,0,0,Outstanding
EI2100042ES,2025-12,160,6,4,1,1,Needs Improvement
EI2100042ES,2026-01,169,15,0,0,1,Meets
EI1000043ES,2025-02,157,9,1,0,0,Meets
EI1000043ES,2025-03,155,6,2,0,1,Meets
EI1000043ES,2025-04,154,5,3,0,1,Meets
EI1000043ES,2025-05,164,3,1,1,1,Exceeds
EI1000043ES,2025-06,157,1,1,0,0,Exceeds
EI1000043ES,2025-07,161,14,0,0,1,Exceeds
EI1000043ES,2025-08,156,2,2,0,0,Meets
EI1000043ES,2025-09,159,0,1,1,0,Needs Improvement
EI1000043ES,2025-10,172,10,1,0,1,Exceeds
EI1000043ES,2025-11,163,3,2,0,1,Meets
EI1000043ES,2025-12,155,6,1,0,1,Meets
EI1000043ES,2026-01,157,10,0,1,1,Exceeds
EI1100044ES,2025-02,150,6,1,0,3,Needs Improvement
EI1100044ES,2025-03,153,6,0,0,2,Meets
EI1100044ES,2025-04,158,2,0,0,0,Meets
EI1100044ES,2025-05,162,8,0,0,0,Exceeds
EI1100044ES,2025-06,165,1,1,0,2,Exceeds
EI1100044ES,2025-07,154,1,2,0,0,Meets
EI1100044ES,2025-08,173,0,0,0,0,Meets
EI1100044ES,2025-09,162,11,1,0,0,Outstanding
EI1100044ES,2025-10,154,9,1,1,3,Meets
EI1100044ES,2025-11,153,5,1,0,1,Exceeds
EI1100044ES,2025-12,156,2,0,0,1,Exceeds
EI1100044ES,2026-01,157,2,0,0,2,Exceeds
EI1000045ES,2025-02,165,3,1,0,0,Meets
EI1000045ES,2025-03,168,3,2,0,0,Meets
EI1000045ES,2025-04,152,15,1,0,1,Exceeds
EI1000045ES,2025-05,180,3,2,0,0,Exceeds
EI1000045ES,2025-06,166,5,0,0,0,Exceeds
EI1000045ES,2025-07,157,1,0,0,2,Exceeds
EI1000045ES,2025-08,160,3,1,0,2,Meets
EI1000045ES,2025-09,163,3,1,0,0,Meets
EI1000045ES,2025-10,172,3,1,0,3,Exceeds
EI1000045ES,2025-11,160,5,1,0,1,Exceeds
EI1000045ES,2025-12,165,3,1,0,0,Meets
EI1000045ES,2026-01,162,2,0,0,1,Meets
EI1700046ES,2025-02,153,8,0,0,0,Meets
EI1700046ES,2025-03,150,7,0,2,0,Exceeds
EI1700046ES,2025-04,160,5,0,0,1,Meets
EI1700046ES,2025-05,147,6,0,1,2,Exceeds
EI1700046ES,2025-06,138,6,1,0,3,Meets
EI1700046ES,2025-07,159,0,0,0,2,Exceeds
EI1700046ES,2025-08,157,6,3,0,1,Meets
EI1700046ES,2025-09,166,6,1,1,3,Meets
EI1700046ES,2025-10,144,5,1,0,2,Exceeds
EI1700046ES,2025-11,149,5,0,0,1,Meets
EI1700046ES,2025-12,159,7,0,0,1,Meets
EI1700046ES,2026-01,161,7,0,1,0,Outstanding
EI9400047ES,2025-02,164,3,0,2,0,Needs Improvement
EI9400047ES,2025-03,164,6,0,0,1,Meets
EI9400047ES,2025-04,160,5,1,0,1,Exceeds
EI9400047ES,2025-05,168,9,0,0,0,Outstanding
EI9400047ES,2025-06,143,2,0,0,2,Meets
EI9400047ES,2025-07,166,7,1,0,0,Needs Improvement
EI9400047ES,2025-08,156,5,0,0,0,Exceeds
EI9400047ES,2025-09,158,3,1,1,0,Exceeds
EI9400047ES,2025-10,169,0,0,1,2,Meets
EI9400047ES,2025-11,164,4,0,1,3,Exceeds
EI9400047ES,2025-12,155,5,1,0,0,Exceeds
EI9400047ES,2026-01,158,6,1,0,1,Exceeds
EI1400048ES,2025-02,157,1,1,0,1,Needs Improvement
EI1400048ES,2025-03,176,2,0,0,0,Exceeds
EI1400048ES,2025-04,152,0,0,0,1,Exceeds
EI1400048ES,2025-05,148,6,1,0,0,Outstanding
EI1400048ES,2025-06,163,5,0,1,3,Meets
EI1400048ES,2025-07,151,8,0,0,1,Meets
EI1400048ES,2025-08,168,12,0,0,2,Exceeds
EI1400048ES,2025-09,162,7,1,1,1,Exceeds
EI1400048ES,2025-10,168,2,0,0,4,Needs Improvement
EI1400048ES,2025-11,162,9,0,0,2,Meets
EI1400048ES,2025-12,156,3,0,1,0,Outstanding
EI1400048ES,2026-01,151,0,0,0,1,Meets
EI1300049ES,2025-02,169,1,0,1,2,Meets
EI1300049ES,2025-03,152,7,2,0,0,Meets
EI1300049ES,2025-04,166,2,0,0,0,Meets
EI1300049ES,2025-05,157,9,0,0,1,Meets
EI1300049ES,2025-06,151,3,0,0,0,Meets
EI1300049ES,2025-07,151,3,1,0,0,Outstanding
EI1300049ES,2025-08,156,7,0,0,2,Meets
EI1300049ES,2025-09,160,3,0,0,2,Exceeds
EI1300049ES,2025-10,171,4,1,1,0,Meets
EI1300049ES,2025-11,167,6,0,0,0,Meets
EI1300049ES,2025-12,178,10,1,0,1,Meets
EI1300049ES,2026-01,159,1,1,0,1,Meets
EI0800050ES,2025-02,154,3,0,1,1,Exceeds
EI0800050ES,2025-03,163,3,1,0,2,Exceeds
EI0800050ES,2025-04,156,6,1,0,1,Meets
EI0800050ES,2025-05,162,3,0,1,0,Meets
EI0800050ES,2025-06,165,2,2,1,2,Needs Improvement
EI0800050ES,2025-07,165,5,0,0,3,Meets
EI0800050ES,2025-08,164,5,0,0,2,Exceeds
EI0800050ES,2025-09,155,1,1,0,1,Meets
EI0800050ES,2025-10,149,7,2,0,1,Exceeds
EI0800050ES,2025-11,144,0,0,0,0,Meets
EI0800050ES,2025-12,154,3,2,1,1,Meets
EI0800050ES,2026-01,156,6,0,0,1,Meets
EI1100051ES,2025-02,151,3,0,0,0,Meets
EI1100051ES,2025-03,167,8,0,0,1,Exceeds
EI1100051ES,2025-04,168,7,0,1,1,Exceeds
EI1100051ES,2025-05,163,7,0,0,0,Exceeds
EI1100051ES,2025-06,152,0,1,0,2,Meets
EI1100051ES,2025-07,156,1,3,0,0,Exceeds
EI1100051ES,2025-08,177,8,1,0,0,Meets
EI1100051ES,2025-09,162,7,1,0,2,Needs Improvement
EI1100051ES,2025-10,160,6,0,0,1,Meets
EI1100051ES,2025-11,168,13,1,0,1,Meets
EI1100051ES,2025-12,154,15,0,1,2,Meets
EI1100051ES,2026-01,162,7,0,0,1,Meets
EI9900052ES,2025-02,157,11,1,0,1,Outstanding
EI9900052ES,2025-03,169,1,0,0,1,Exceeds
EI9900052ES,2025-04,159,0,2,0,3,Meets
EI9900052ES,2025-05,164,0,0,0,1,Meets
EI9900052ES,2025-06,161,12,0,0,1,Meets
EI9900052ES,2025-07,162,4,0,0,2,Meets
EI9900052ES,2025-08,153,9,1,0,1,Outstanding
EI9900052ES,2025-09,148,5,1,0,0,Outstanding
EI9900052ES,2025-10,164,11,0,1,4,Meets
EI9900052ES,2025-11,159,14,1,0,0,Outstanding
EI9900052ES,2025-12,177,4,1,0,0,Needs Improvement
EI9900052ES,2026-01,164,5,1,0,2,Meets
EI1500053ES,2025-02,157,1,1,0,0,Outstanding
EI1500053ES,2025-03,174,7,1,1,0,Meets
EI1500053ES,2025-04,162,12,2,0,1,Outstanding
EI1500053ES,2025-05,168,2,0,0,0,Outstanding
EI1500053ES,2025-06,168,3,0,0,1,Meets
EI1500053ES,2025-07,165,3,0,0,1,Exceeds
EI1500053ES,2025-08,164,12,2,0,1,Meets
EI1500053ES,2025-09,178,2,0,0,1,Meets
EI1500053ES,2025-10,158,5,0,1,2,Meets
EI1500053ES,2025-11,141,1,0,0,1,Exceeds
EI1500053ES,2025-12,143,5,0,0,1,Exceeds
EI1500053ES,2026-01,150,2,0,0,2,Meets
EI2100054ES,2025-02,165,4,0,0,0,Meets
EI2100054ES,2025-03,161,12,1,0,0,Meets
EI2100054ES,2025-04,154,4,1,2,0,Meets
EI2100054ES,2025-05,165,1,0,0,1,Outstanding
EI2100054ES,2025-06,150,5,2,0,0,Exceeds
EI2100054ES,2025-07,165,3,0,1,1,Outstanding
EI2100054ES,2025-08,159,2,0,0,0,Meets
EI2100054ES,2025-09,155,0,1,0,1,Exceeds
EI2100054ES,2025-10,153,7,0,1,1,Meets
EI2100054ES,2025-11,149,8,1,1,2,Exceeds
EI2100054ES,2025-12,163,0,1,0,1,Exceeds
EI2100054ES,2026-01,157,5,1,1,4,Needs Improvement
EI2000055ES,2025-02,155,7,1,0,1,Exceeds
EI2000055ES,2025-03,154,6,0,0,1,Exceeds
EI2000055ES,2025-04,155,4,0,0,2,Meets
EI2000055ES,2025-05,142,10,1,0,1,Outstanding
EI2000055ES,2025-06,154,6,0,1,0,Outstanding
EI2000055ES,2025-07,152,9,0,0,1,Meets
EI2000055ES,2025-08,158,4,1,0,1,Meets
EI2000055ES,2025-09,159,2,1,1,0,Exceeds
EI2000055ES,2025-10,153,8,4,0,2,Meets
EI2000055ES,2025-11,157,6,0,0,0,Meets
EI2000055ES,2025-12,164,8,1,0,0,Outstanding
EI2000055ES,2026-01,157,7,0,0,2,Meets
EI1600056ES,2025-02,156,1,1,0,0,Meets
EI1600056ES,2025-03,154,7,0,0,0,Meets
EI1600056ES,2025-04,162,13,1,0,2,Needs Improvement
EI1600056ES,2025-05,160,6,2,0,0,Exceeds
EI1600056ES,2025-06,162,7,1,0,0,Meets
EI1600056ES,2025-07,169,4,0,0,0,Meets
EI1600056ES,2025-08,155,3,0,1,0,Outstanding
EI1600056ES,2025-09,158,2,0,0,2,Meets
EI1600056ES,2025-10,160,1,0,0,2,Outstanding
EI1600056ES,2025-11,162,3,1,0,0,Meets
EI1600056ES,2025-12,146,8,0,0,3,Meets
EI1600056ES,2026-01,170,3,0,0,0,Exceeds
EI1400057ES,2025-02,162,23,0,0,1,Meets
EI1400057ES,2025-03,162,3,2,0,0,Meets
EI1400057ES,2025-04,170,8,0,0,1,Exceeds
EI1400057ES,2025-05,160,8,1,1,0,Exceeds
EI1400057ES,2025-06,154,7,2,0,1,Meets
EI1400057ES,2025-07,163,3,0,0,0,Exceeds
EI1400057ES,2025-08,162,3,0,0,2,Meets
EI1400057ES,2025-09,154,3,1,1,1,Meets
EI1400057ES,2025-10,162,4,2,0,2,Meets
EI1400057ES,2025-11,164,3,0,0,2,Exceeds
EI1400057ES,2025-12,161,2,1,0,1,Meets
EI1400057ES,2026-01,158,12,1,0,0,Meets
EI9700058ES,2025-02,163,1,1,0,1,Meets
EI9700058ES,2025-03,168,4,1,0,0,Exceeds
EI9700058ES,2025-04,172,1,0,0,2,Meets
EI9700058ES,2025-05,168,6,1,0,0,Exceeds
EI9700058ES,2025-06,149,6,2,0,1,Outstanding
EI9700058ES,2025-07,162,4,1,1,0,Meets
EI9700058ES,2025-08,151,13,4,0,1,Meets
EI9700058ES,2025-09,149,9,0,0,0,Exceeds
EI9700058ES,2025-10,169,13,1,0,1,Outstanding
EI9700058ES,2025-11,160,4,1,0,0,Outstanding
EI9700058ES,2025-12,160,7,1,1,1,Meets
EI9700058ES,2026-01,152,1,1,0,2,Meets
EI1600059ES,2025-02,152,11,0,1,0,Meets
EI1600059ES,2025-03,161,6,0,0,0,Exceeds
EI1600059ES,2025-04,158,7,0,0,3,Meets
EI1600059ES,2025-05,155,3,0,0,0,Meets
EI1600059ES,2025-06,164,10,1,0,0,Exceeds
EI1600059ES,2025-07,168,6,0,0,1,Meets
EI1600059ES,2025-08,165,1,1,0,0,Meets
EI1600059ES,2025-09,182,10,0,0,1,Exceeds
EI1600059ES,2025-10,152,3,0,0,1,Meets
EI1600059ES,2025-11,177,1,1,0,0,Exceeds
EI1600059ES,2025-12,153,5,0,0,1,Exceeds
EI1600059ES,2026-01,157,0,0,0,1,Outstanding
EI1200060ES,2025-02,164,16,0,0,1,Meets
EI1200060ES,2025-03,150,4,1,1,1,Outstanding
EI1200060ES,2025-04,151,3,0,0,3,Exceeds
EI1200060ES,2025-05,172,7,0,0,1,Meets
EI1200060ES,2025-06,155,4,1,0,2,Meets
EI1200060ES,2025-07,164,5,0,0,1,Meets
EI1200060ES,2025-08,166,1,0,0,0,Meets
EI1200060ES,2025-09,155,22,0,1,0,Meets
EI1200060ES,2025-10,153,13,0,0,2,Outstanding
EI1200060ES,2025-11,152,6,1,0,1,Meets
EI1200060ES,2025-12,156,2,0,2,3,Meets
EI1200060ES,2026-01,165,3,0,0,0,Exceeds
EI2600061ES,2025-02,177,1,0,0,3,Meets
EI2600061ES,2025-03,153,7,1,1,0,Meets
EI2600061ES,2025-04,161,4,1,1,1,Exceeds
EI2600061ES,2025-05,155,1,2,0,1,Meets
EI2600061ES,2025-06,157,6,1,1,2,Meets
EI2600061ES,2025-07,156,6,0,0,1,Exceeds
EI2600061ES,2025-08,153,7,0,0,2,Outstanding
EI2600061ES,2025-09,158,12,1,0,3,Meets
EI2600061ES,2025-10,161,15,0,0,0,Outstanding
EI2600061ES,2025-11,156,4,2,3,1,Exceeds
EI2600061ES,2025-12,161,3,1,0,3,Meets
EI2600061ES,2026-01,151,11,1,0,1,Exceeds
EI2300062ES,2025-02,156,2,1,0,1,Needs Improvement
EI2300062ES,2025-03,166,12,1,0,0,Meets
EI2300062ES,2025-04,146,4,2,0,2,Meets
EI2300062ES,2025-05,150,4,1,0,2,Meets
EI2300062ES,2025-06,157,4,1,0,0,Meets
EI2300062ES,2025-07,153,3,1,1,0,Meets
EI2300062ES,2025-08,148,1,0,0,0,Exceeds
EI2300062ES,2025-09,163,6,1,0,0,Meets
EI2300062ES,2025-10,156,1,0,0,1,Meets
EI2300062ES,2025-11,159,1,0,1,1,Meets
EI2300062ES,2025-12,154,12,1,0,1,Exceeds
EI2300062ES,2026-01,160,8,0,0,2,Meets
EI1000063ES,2025-02,160,15,1,0,3,Meets
EI1000063ES,2025-03,156,1,0,0,1,Meets
EI1000063ES,2025-04,166,6,1,0,1,Exceeds
EI1000063ES,2025-05,152,11,0,1,0,Outstanding
EI1000063ES,2025-06,148,6,1,0,0,Outstanding
EI1000063ES,2025-07,172,9,0,1,0,Meets
EI1000063ES,2025-08,183,2,0,0,2,Needs Improvement
EI1000063ES,2025-09,156,3,2,0,2,Needs Improvement
EI1000063ES,2025-10,159,3,0,1,2,Meets
EI1000063ES,2025-11,160,7,0,0,1,Exceeds
EI1000063ES,2025-12,168,3,0,0,1,Meets
EI1000063ES,2026-01,159,0,0,0,0,Meets
EI1700064ES,2025-02,156,5,0,0,1,Exceeds
EI1700064ES,2025-03,133,2,0,0,1,Meets
EI1700064ES,2025-04,158,4,2,0,1,Meets
EI1700064ES,2025-05,152,6,2,0,1,Meets
EI1700064ES,2025-06,165,1,2,0,2,Meets
EI1700064ES,2025-07,160,6,1,0,4,Meets
EI1700064ES,2025-08,157,4,0,0,1,Meets
EI1700064ES,2025-09,173,9,2,0,0,Meets
EI1700064ES,2025-10,158,1,3,0,0,Exceeds
EI1700064ES,2025-11,149,4,1,0,1,Meets
EI1700064ES,2025-12,160,2,0,0,2,Exceeds
EI1700064ES,2026-01,163,2,0,0,2,Meets
EI9900065ES,2025-02,162,22,0,1,0,Meets
EI9900065ES,2025-03,167,8,0,0,0,Exceeds
EI9900065ES,2025-04,154,4,0,0,1,Exceeds
EI9900065ES,2025-05,143,13,1,0,2,Meets
EI9900065ES,2025-06,157,3,0,0,3,Exceeds
EI9900065ES,2025-07,162,3,0,0,0,Meets
EI9900065ES,2025-08,161,1,1,0,0,Outstanding
EI9900065ES,2025-09,160,1,0,0,0,Needs Improvement
EI9900065ES,2025-10,170,10,0,3,0,Meets
EI9900065ES,2025-11,152,4,0,2,1,Outstanding
EI9900065ES,2025-12,173,10,1,1,1,Meets
EI9900065ES,2026-01,166,16,0,0,1,Meets
EI2500066ES,2025-02,144,1,0,1,2,Meets
EI2500066ES,2025-03,171,1,0,0,2,Exceeds
EI2500066ES,2025-04,170,5,0,0,3,Meets
EI2500066ES,2025-05,159,6,2,0,0,Meets
EI2500066ES,2025-06,175,4,0,0,0,Exceeds
EI2500066ES,2025-07,167,5,1,0,1,Meets
EI2500066ES,2025-08,158,2,1,0,1,Meets
EI2500066ES,2025-09,168,1,1,0,1,Exceeds
EI2500066ES,2025-10,155,3,1,0,0,Meets
EI2500066ES,2025-11,167,8,1,0,1,Meets
EI2500066ES,2025-12,164,10,0,0,1,Meets
EI2500066ES,2026-01,153,9,0,0,0,Meets
EI0500067ES,2025-02,163,7,0,0,1,Exceeds
EI0500067ES,2025-03,158,7,0,0,1,Meets
EI0500067ES,2025-04,162,3,0,0,0,Outstanding
EI0500067ES,2025-05,163,19,0,0,2,Meets
EI0500067ES,2025-06,172,7,1,0,0,Meets
EI0500067ES,2025-07,161,6,1,0,0,Exceeds
EI0500067ES,2025-08,154,2,1,0,3,Needs Improvement
EI0500067ES,2025-09,154,3,0,0,2,Meets
EI0500067ES,2025-10,161,8,0,0,0,Meets
EI0500067ES,2025-11,155,5,2,0,0,Meets
EI0500067ES,2025-12,173,0,0,1,0,Exceeds
EI0500067ES,2026-01,167,2,1,0,3,Meets
EI1200068ES,2025-02,155,0,1,1,0,Meets
EI1200068ES,2025-03,160,4,1,0,3,Meets
EI1200068ES,2025-04,154,6,0,0,2,Meets
EI1200068ES,2025-05,155,9,0,1,1,Outstanding
EI1200068ES,2025-06,155,3,1,0,0,Outstanding
EI1200068ES,2025-07,168,1,1,0,0,Exceeds
EI1200068ES,2025-08,166,1,0,0,0,Meets
EI1200068ES,2025-09,162,2,2,0,1,Meets
EI1200068ES,2025-10,163,0,0,0,3,Exceeds
EI1200068ES,2025-11,169,5,2,0,2,Needs Improvement
EI1200068ES,2025-12,172,1,1,0,0,Needs Improvement
EI1200068ES,2026-01,140,7,2,0,0,Exceeds
EI9200069ES,2025-02,167,1,1,1,2,Meets
EI9200069ES,2025-03,155,5,2,0,0,Exceeds
EI9200069ES,2025-04,157,14,1,1,0,Meets
EI9200069ES,2025-05,157,17,0,0,1,Exceeds
EI9200069ES,2025-06,154,1,2,0,0,Meets
EI9200069ES,2025-07,163,10,0,0,2,Meets
EI9200069ES,2025-08,154,2,0,0,0,Exceeds
EI9200069ES,2025-09,157,4,1,0,0,Outstanding
EI9200069ES,2025-10,165,0,2,0,0,Exceeds
EI9200069ES,2025-11,171,5,1,0,3,Meets
EI9200069ES,2025-12,167,10,1,0,2,Meets
EI9200069ES,2026-01,159,3,1,0,1,Exceeds
EI2100070ES,2025-02,152,4,1,0,1,Meets
EI2100070ES,2025-03,173,1,1,0,0,Exceeds
EI2100070ES,2025-04,163,4,0,0,1,Meets
EI2100070ES,2025-05,169,9,1,0,0,Exceeds
EI2100070ES,2025-06,180,3,0,0,1,Meets
EI2100070ES,2025-07,162,7,1,0,2,Meets
EI2100070ES,2025-08,152,4,0,0,0,Meets
EI2100070ES,2025-09,159,6,2,0,1,Exceeds
EI2100070ES,2025-10,160,2,2,0,0,Meets
EI2100070ES,2025-11,163,6,1,0,0,Outstanding
EI2100070ES,2025-12,155,7,3,0,3,Meets
EI2100070ES,2026-01,159,2,0,0,2,Meets
EI0200071ES,2025-02,157,3,0,0,0,Outstanding
EI0200071ES,2025-03,160,5,1,0,3,Meets
EI0200071ES,2025-04,159,9,1,0,1,Meets
EI0200071ES,2025-05,173,5,1,0,0,Exceeds
EI0200071ES,2025-06,152,7,0,0,0,Meets
EI0200071ES,2025-07,175,16,1,0,0,Exceeds
EI0200071ES,2025-08,170,16,0,1,0,Exceeds
EI0200071ES,2025-09,169,13,1,0,1,Exceeds
EI0200071ES,2025-10,162,7,1,0,2,Exceeds
EI0200071ES,2025-11,157,5,0,0,2,Outstanding
EI0200071ES,2025-12,158,8,0,0,1,Meets
EI0200071ES,2026-01,158,8,0,0,1,Meets
EI2100072ES,2025-02,158,4,2,0,1,Meets
EI2100072ES,2025-03,150,3,0,0,1,Meets
EI2100072ES,2025-04,155,3,0,0,1,Outstanding
EI2100072ES,2025-05,160,3,0,0,0,Outstanding
EI2100072ES,2025-06,174,2,1,1,2,Meets
EI2100072ES,2025-07,155,6,1,1,0,Meets
EI2100072ES,2025-08,141,1,0,2,0,Meets
EI2100072ES,2025-09,164,12,1,0,1,Needs Improvement
EI2100072ES,2025-10,160,11,1,0,1,Outstanding
EI2100072ES,2025-11,141,2,1,1,2,Meets
EI2100072ES,2025-12,168,5,0,0,3,Meets
EI2100072ES,2026-01,156,8,0,0,0,Meets
EI0400073ES,2025-02,170,2,0,0,2,Exceeds
EI0400073ES,2025-03,157,7,0,0,2,Exceeds
EI0400073ES,2025-04,155,6,0,0,2,Exceeds
EI0400073ES,2025-05,163,4,0,1,0,Exceeds
EI0400073ES,2025-06,143,2,1,0,0,Exceeds
EI0400073ES,2025-07,159,5,2,0,0,Outstanding
EI0400073ES,2025-08,165,2,1,0,1,Meets
EI0400073ES,2025-09,170,1,1,0,0,Meets
EI0400073ES,2025-10,163,1,1,0,0,Exceeds
EI0400073ES,2025-11,168,6,0,1,0,Exceeds
EI0400073ES,2025-12,157,1,2,0,2,Meets
EI0400073ES,2026-01,148,4,0,0,4,Needs Improvement
EI0900074ES,2025-02,157,4,1,0,2,Outstanding
EI0900074ES,2025-03,166,4,0,0,0,Exceeds
EI0900074ES,2025-04,155,4,0,0,0,Needs Improvement
EI0900074ES,2025-05,163,10,1,0,1,Exceeds
EI0900074ES,2025-06,161,1,1,0,1,Needs Improvement
EI0900074ES,2025-07,154,3,2,0,4,Meets
EI0900074ES,2025-08,168,3,0,0,0,Outstanding
EI0900074ES,2025-09,148,7,0,0,2,Meets
EI0900074ES,2025-10,161,5,0,1,3,Meets
EI0900074ES,2025-11,159,14,0,0,0,Meets
EI0900074ES,2025-12,159,2,0,0,0,Meets
EI0900074ES,2026-01,152,6,0,0,2,Meets
EI9700075ES,2025-02,161,7,0,0,2,Exceeds
EI9700075ES,2025-03,167,4,0,0,1,Exceeds
EI9700075ES,2025-04,131,2,0,0,0,Exceeds
EI9700075ES,2025-05,193,5,0,0,2,Meets
EI9700075ES,2025-06,146,4,1,0,0,Outstanding
EI9700075ES,2025-07,172,8,0,0,0,Meets
EI9700075ES,2025-08,145,3,1,1,1,Needs Improvement
EI9700075ES,2025-09,175,7,1,0,0,Meets
EI9700075ES,2025-10,159,5,1,0,3,Meets
EI9700075ES,2025-11,152,0,1,1,0,Needs Improvement
EI9700075ES,2025-12,168,2,0,0,1,Exceeds
EI9700075ES,2026-01,145,5,0,0,0,Outstanding
EI1400076ES,2025-02,145,3,1,0,2,Meets
EI1400076ES,2025-03,160,6,0,0,1,Meets
EI1400076ES,2025-04,161,1,0,0,1,Exceeds
EI1400076ES,2025-05,174,2,3,0,1,Meets
EI1400076ES,2025-06,171,3,0,1,1,Exceeds
EI1400076ES,2025-07,163,1,1,0,2,Meets
EI1400076ES,2025-08,156,3,0,1,0,Exceeds
EI1400076ES,2025-09,157,9,1,0,1,Exceeds
EI1400076ES,2025-10,150,9,1,0,2,Meets
EI1400076ES,2025-11,164,1,0,0,3,Exceeds
EI1400076ES,2025-12,157,4,0,0,0,Meets
EI1400076ES,2026-01,156,4,0,0,3,Exceeds
EI9600077ES,2025-02,160,14,1,1,0,Meets
EI9600077ES,2025-03,166,5,3,0,0,Needs Improvement
EI9600077ES,2025-04,157,9,0,0,2,Exceeds
EI9600077ES,2025-05,160,15,1,0,0,Meets
EI9600077ES,2025-06,165,5,2,0,0,Needs Improvement
EI9600077ES,2025-07,167,9,1,0,2,Meets
EI9600077ES,2025-08,162,11,1,0,4,Meets
EI9600077ES,2025-09,151,15,0,0,2,Meets
EI9600077ES,2025-10,156,7,2,0,0,Exceeds
EI9600077ES,2025-11,156,4,1,0,1,Outstanding
EI9600077ES,2025-12,159,9,0,0,2,Meets
EI9600077ES,2026-01,152,1,0,0,1,Meets
EI9000078ES,2025-02,166,2,0,0,1,Meets
EI9000078ES,2025-03,158,8,1,0,1,Meets
EI9000078ES,2025-04,142,1,1,0,1,Needs Improvement
EI9000078ES,2025-05,158,3,0,0,2,Exceeds
EI9000078ES,2025-06,167,5,0,0,1,Meets
EI9000078ES,2025-07,177,3,1,0,2,Meets
EI9000078ES,2025-08,143,8,0,0,1,Meets
EI9000078ES,2025-09,155,5,0,1,0,Meets
EI9000078ES,2025-10,164,11,1,2,1,Exceeds
EI9000078ES,2025-11,159,2,0,0,2,Meets
EI9000078ES,2025-12,144,2,0,0,1,Meets
EI9000078ES,2026-01,159,5,0,1,0,Meets
EI2200079ES,2025-02,139,2,1,0,0,Meets
EI2200079ES,2025-03,148,4,0,0,1,Meets
EI2200079ES,2025-04,167,8,0,0,0,Outstanding
EI2200079ES,2025-05,158,9,0,0,1,Exceeds
EI2200079ES,2025-06,168,6,3,0,0,Meets
EI2200079ES,2025-07,154,9,1,1,1,Meets
EI2200079ES,2025-08,158,4,0,0,1,Exceeds
EI2200079ES,2025-09,170,6,0,1,1,Meets
EI2200079ES,2025-10,158,15,1,0,0,Outstanding
EI2200079ES,2025-11,154,12,0,0,2,Meets
EI2200079ES,2025-12,169,8,1,0,1,Meets
EI2200079ES,2026-01,159,9,0,0,1,Exceeds
EI9300080ES,2025-02,156,1,1,0,1,Meets
EI9300080ES,2025-03,169,2,1,0,2,Meets
EI9300080ES,2025-04,167,0,1,0,1,Exceeds
EI9300080ES,2025-05,164,2,0,0,1,Exceeds
EI9300080ES,2025-06,164,5,1,0,1,Meets
EI9300080ES,2025-07,169,2,1,0,0,Meets
EI9300080ES,2025-08,163,3,0,0,0,Meets
EI9300080ES,2025-09,159,6,0,0,3,Meets
EI9300080ES,2025-10,152,2,0,0,2,Exceeds
EI9300080ES,2025-11,148,1,0,1,0,Exceeds
EI9300080ES,2025-12,164,2,0,1,1,Meets
EI9300080ES,2026-01,163,8,0,0,2,Exceeds
EI2500081ES,2025-02,155,8,0,0,0,Meets
EI2500081ES,2025-03,159,9,0,0,1,Exceeds
EI2500081ES,2025-04,156,1,0,0,2,Meets
EI2500081ES,2025-05,165,1,0,1,1,Meets
EI2500081ES,2025-06,149,6,0,0,0,Meets
EI2500081ES,2025-07,174,7,1,0,1,Needs Improvement
EI2500081ES,2025-08,158,7,2,0,0,Meets
EI2500081ES,2025-09,157,5,1,0,0,Meets
EI2500081ES,2025-10,160,5,1,0,0,Meets
EI2500081ES,2025-11,153,1,2,1,0,Meets
EI2500081ES,2025-12,155,6,2,0,2,Meets
EI2500081ES,2026-01,165,16,1,0,1,Exceeds
EI9800082ES,2025-02,175,15,0,1,1,Meets
EI9800082ES,2025-03,158,1,0,0,0,Outstanding
EI9800082ES,2025-04,153,1,0,0,0,Meets
EI9800082ES,2025-05,166,6,1,0,0,Exceeds
EI9800082ES,2025-06,152,8,0,0,1,Exceeds
EI9800082ES,2025-07,146,3,1,0,0,Exceeds
EI9800082ES,2025-08,167,9,1,0,1,Meets
EI9800082ES,2025-09,167,4,1,0,1,Meets
EI9800082ES,2025-10,170,7,0,0,0,Exceeds
EI9800082ES,2025-11,145,2,0,0,1,Meets
EI9800082ES,2025-12,160,6,0,0,1,Meets
EI9800082ES,2026-01,159,4,1,0,1,Meets
EI2600083ES,2025-02,166,6,0,0,2,Meets
EI2600083ES,2025-03,166,3,0,1,2,Meets
EI2600083ES,2025-04,153,10,0,1,0,Outstanding
EI2600083ES,2025-05,146,7,0,0,0,Exceeds
EI2600083ES,2025-06,159,8,1,0,1,Exceeds
