numero_empleado,periodo,feedback_clientes,reconocimientos_desempeno_merito,apoyo_supervisor,apoyo_equipo
EI9503478ES,2025-03,4,5,4,5
EI9503478ES,2025-04,1,2,5,4
EI9503478ES,2025-05,4,4,2,4
EI9503478ES,2025-06,3,3,2,4
EI9503478ES,2025-07,5,4,5,3
EI9503478ES,2025-08,2,2,4,4
EI9503478ES,2025-09,5,2,4,5
EI9503478ES,2025-10,1,5,3,5
EI9503478ES,2025-11,5,3,4,1
EI9503478ES,2025-12,4,5,3,4
EI9503478ES,2026-01,4,5,5,5
EI0605068ES,2025-02,1,4,5,5
EI0605068ES,2025-03,3,4,3,2
EI0605068ES,2025-04,5,3,5,3
EI0605068ES,2025-05,4,5,5,4
EI0605068ES,2025-06,4,2,5,1
EI0605068ES,2025-07,2,4,3,4
EI0605068ES,2025-08,3,5,4,3
EI0605068ES,2025-09,4,5,4,5
EI0605068ES,2025-10,5,3,5,2
EI0605068ES,2025-11,5,5,4,1
EI0605068ES,2025-12,5,4,4,4
EI0605068ES,2026-01,5,4,4,3
EI1801345ES,2025-02,4,4,3,5
EI1801345ES,2025-03,4,5,4,2
EI1801345ES,2025-04,1,5,4,3
EI1801345ES,2025-05,4,5,5,4
EI1801345ES,2025-06,1,3,2,5
EI1801345ES,2025-07,3,4,3,3
EI1801345ES,2025-08,1,2,2,4
EI1801345ES,2025-09,5,5,5,4
EI1801345ES,2025-10,4,5,1,5
EI1801345ES,2025-11,5,1,5,3
EI1801345ES,2025-12,4,2,3,5
EI1801345ES,2026-01,5,2,4,1
EI9305028ES,2025-02,1,5,3,3
EI9305028ES,2025-03,5,1,5,2
EI9305028ES,2025-04,3,3,4,3
EI9305028ES,2025-05,5,3,4,5
EI9305028ES,2025-06,3,4,4,4
EI9305028ES,2025-07,4,4,4,2
EI9305028ES,2025-08,5,3,4,5
EI9305028ES,2025-09,4,3,3,5
EI9305028ES,2025-10,5,3,5,5
EI9305028ES,2025-11,4,3,4,4
EI9305028ES,2025-12,4,1,4,5
EI9305028ES,2026-01,4,4,2,3
EI0702506ES,2025-02,3,4,4,4
EI0702506ES,2025-03,4,4,4,5
EI0702506ES,2025-04,5,5,4,4
EI0702506ES,2025-05,4,5,3,4
EI0702506ES,2025-06,4,2,4,4
EI0702506ES,2025-07,4,5,4,4
EI0702506ES,2025-08,4,3,3,4
EI0702506ES,2025-09,4,3,4,5
EI0702506ES,2025-10,4,5,5,3
EI0702506ES,2025-11,4,4,4,3
EI0702506ES,2025-12,5,4,4,5
EI0702506ES,2026-01,5,3,5,2
EI9904915ES,2025-02,5,3,4,4
EI9904915ES,2025-03,2,3,5,3
EI9904915ES,2025-04,5,5,4,3
EI9904915ES,2025-05,4,3,5,5
EI9904915ES,2025-06,5,5,2,3
EI9904915ES,2025-07,4,5,4,4
EI9904915ES,2025-08,1,1,2,4
EI9904915ES,2025-09,3,4,4,2
EI9904915ES,2025-10,4,4,3,5
EI9904915ES,2025-11,4,5,5,4
EI9904915ES,2025-12,4,4,2,5
EI9904915ES,2026-01,4,3,5,1
EI1502858ES,2025-02,2,5,5,5
EI1502858ES,2025-03,4,4,4,5
EI1502858ES,2025-04,3,1,4,5
EI1502858ES,2025-05,4,4,5,5
EI1502858ES,2025-06,2,5,5,1
EI1502858ES,2025-07,4,4,5,5
EI1502858ES,2025-08,2,4,3,5
EI1502858ES,2025-09,1,3,4,2
EI1502858ES,2025-10,1,5,2,4
EI1502858ES,2025-11,5,2,3,4
EI1502858ES,2025-12,3,2,5,3
EI1502858ES,2026-01,1,3,2,4
EI0706344ES,2025-02,4,4,3,1
EI0706344ES,2025-03,5,3,1,4
EI0706344ES,2025-04,3,4,4,5
EI0706344ES,2025-05,5,3,1,3
EI0706344ES,2025-06,4,4,2,4
EI0706344ES,2025-07,5,2,5,5
EI0706344ES,2025-08,2,5,4,1
EI0706344ES,2025-09,3,2,2,4
EI0706344ES,2025-10,5,5,4,4
EI0706344ES,2025-11,1,5,5,4
EI0706344ES,2025-12,1,3,5,2
EI0706344ES,2026-01,2,5,5,2
EI0905365ES,2025-02,3,5,4,4
EI0905365ES,2025-03,2,4,4,4
EI0905365ES,2025-04,5,3,4,4
EI0905365ES,2025-05,5,5,3,4
EI0905365ES,2025-06,3,4,4,3
EI0905365ES,2025-07,3,4,3,4
EI0905365ES,2025-08,2,4,3,3
EI0905365ES,2025-09,4,5,3,5
EI0905365ES,2025-10,4,3,4,3
EI0905365ES,2025-11,5,5,3,3
EI0905365ES,2025-12,2,5,4,5
EI0905365ES,2026-01,3,5,4,2
EI0403956ES,2025-02,5,4,5,5
EI0403956ES,2025-03,4,3,3,3
EI0403956ES,2025-04,4,5,3,5
EI0403956ES,2025-05,5,3,4,5
EI0403956ES,2025-06,2,5,4,4
EI0403956ES,2025-07,2,5,5,4
EI0403956ES,2025-08,2,4,5,5
EI0403956ES,2025-09,2,3,4,3
EI0403956ES,2025-10,2,2,5,4
EI0403956ES,2025-11,3,4,4,3
EI0403956ES,2025-12,2,4,4,3
EI0403956ES,2026-01,3,3,3,4
EI9802723ES,2025-02,5,1,4,5
EI9802723ES,2025-03,4,4,2,5
EI9802723ES,2025-04,5,2,4,2
EI9802723ES,2025-05,5,3,5,4
EI9802723ES,2025-06,3,3,5,3
EI9802723ES,2025-07,4,5,2,5
EI9802723ES,2025-08,5,5,5,2
EI9802723ES,2025-09,4,4,3,2
EI9802723ES,2025-10,4,4,5,4
EI9802723ES,2025-11,4,3,5,4
EI9802723ES,2025-12,3,5,1,3
EI9802723ES,2026-01,5,4,4,5
EI1603029ES,2025-02,3,4,1,4
EI1603029ES,2025-03,4,5,5,5
EI1603029ES,2025-04,4,4,4,3
EI1603029ES,2025-05,1,4,4,5
EI1603029ES,2025-06,3,5,4,5
EI1603029ES,2025-07,3,5,2,3
EI1603029ES,2025-08,3,5,3,2
EI1603029ES,2025-09,4,5,3,5
EI1603029ES,2025-10,4,4,2,5
EI1603029ES,2025-11,3,2,5,3
EI1603029ES,2025-12,5,1,5,4
EI1603029ES,2026-01,3,5,4,4
EI1500277ES,2025-02,4,3,5,5
EI1500277ES,2025-03,5,4,4,5
EI1500277ES,2025-04,4,3,4,3
EI1500277ES,2025-05,3,5,4,4
EI1500277ES,2025-06,4,3,4,4
EI1500277ES,2025-07,4,2,4,3
EI1500277ES,2025-08,5,2,5,5
EI1500277ES,2025-09,4,4,4,3
EI1500277ES,2025-10,4,4,5,3
EI1500277ES,2025-11,1,5,3,3
EI1500277ES,2025-12,4,4,4,3
EI1500277ES,2026-01,5,4,5,5
EI1100214ES,2025-02,3,4,4,5
EI1100214ES,2025-03,1,5,3,4
EI1100214ES,2025-04,1,3,4,4
EI1100214ES,2025-05,2,5,5,4
EI1100214ES,2025-06,5,5,2,5
EI1100214ES,2025-07,5,5,1,1
EI1100214ES,2025-08,5,4,4,3
EI1100214ES,2025-09,4,4,3,5
EI1100214ES,2025-10,5,4,4,2
EI1100214ES,2025-11,5,3,3,3
EI1100214ES,2025-12,3,3,4,5
EI1100214ES,2026-01,4,4,3,5
EI1001534ES,2025-02,4,4,4,2
EI1001534ES,2025-03,4,4,4,3
EI1001534ES,2025-04,2,5,3,5
EI1001534ES,2025-05,5,3,4,3
EI1001534ES,2025-06,4,4,4,3
EI1001534ES,2025-07,4,2,2,2
EI1001534ES,2025-08,4,3,2,3
EI1001534ES,2025-09,4,4,5,3
EI1001534ES,2025-10,2,3,4,5
EI1001534ES,2025-11,3,3,4,4
EI1001534ES,2025-12,4,4,5,2
EI1001534ES,2026-01,4,4,4,4
EI2601058ES,2025-02,2,5,1,5
EI2601058ES,2025-03,4,4,2,3
EI2601058ES,2025-04,3,4,3,5
EI2601058ES,2025-05,4,4,4,3
EI2601058ES,2025-06,4,4,2,3
EI2601058ES,2025-07,5,4,3,2
EI2601058ES,2025-08,3,4,3,1
EI2601058ES,2025-09,5,5,4,2
EI2601058ES,2025-10,4,3,5,2
EI2601058ES,2025-11,4,3,4,4
EI2601058ES,2025-12,5,2,4,5
EI2601058ES,2026-01,1,3,2,4
EI0303902ES,2025-02,4,5,5,5
EI0303902ES,2025-03,4,5,3,4
EI0303902ES,2025-04,4,2,2,5
EI0303902ES,2025-05,3,5,3,4
EI0303902ES,2025-06,4,5,3,4
EI0303902ES,2025-07,4,4,5,4
EI0303902ES,2025-08,4,2,3,4
EI0303902ES,2025-09,3,5,3,3
EI0303902ES,2025-10,1,3,5,3
EI0303902ES,2025-11,1,3,4,2
EI0303902ES,2025-12,4,5,5,3
EI0303902ES,2026-01,5,5,3,3
EI9803306ES,2025-02,3,5,4,1
EI9803306ES,2025-03,2,5,5,5
EI9803306ES,2025-04,5,4,5,4
EI9803306ES,2025-05,4,4,5,2
EI9803306ES,2025-06,4,3,4,4
EI9803306ES,2025-07,2,3,4,3
EI9803306ES,2025-08,3,2,5,5
EI9803306ES,2025-09,2,3,5,3
EI9803306ES,2025-10,5,5,5,5
EI9803306ES,2025-11,3,5,5,5
EI9803306ES,2025-12,3,4,4,5
EI9803306ES,2026-01,3,5,4,5
EI0500645ES,2025-02,3,4,3,4
EI0500645ES,2025-03,4,4,5,4
EI0500645ES,2025-04,5,5,5,4
EI0500645ES,2025-05,4,1,3,5
EI0500645ES,2025-06,4,3,4,5
EI0500645ES,2025-07,4,2,3,4
EI0500645ES,2025-08,4,3,4,2
EI0500645ES,2025-09,5,2,3,4
EI0500645ES,2025-10,4,4,3,3
EI0500645ES,2025-11,4,1,5,3
EI0500645ES,2025-12,3,5,4,5
EI0500645ES,2026-01,4,3,4,4
EI1002783ES,2025-02,4,5,5,4
EI1002783ES,2025-03,4,3,3,4
EI1002783ES,2025-04,4,5,3,5
EI1002783ES,2025-05,4,3,2,3
EI1002783ES,2025-06,5,5,4,3
EI1002783ES,2025-07,4,5,3,4
EI1002783ES,2025-08,4,4,5,5
EI1002783ES,2025-09,4,4,4,4
EI1002783ES,2025-10,5,3,4,3
EI1002783ES,2025-11,5,3,2,5
EI1002783ES,2025-12,4,4,3,3
EI1002783ES,2026-01,4,2,5,5
EI1805494ES,2025-02,1,5,2,4
EI1805494ES,2025-03,4,4,4,3
EI1805494ES,2025-04,5,4,3,3
EI1805494ES,2025-05,3,4,5,4
EI1805494ES,2025-06,1,5,5,5
EI1805494ES,2025-07,4,3,1,4
EI1805494ES,2025-08,2,5,3,4
EI1805494ES,2025-09,4,5,4,3
EI1805494ES,2025-10,1,5,1,3
EI1805494ES,2025-11,5,4,4,3
EI1805494ES,2025-12,4,5,4,3
EI1805494ES,2026-01,2,4,5,4
EI9001136ES,2025-02,5,4,5,5
EI9001136ES,2025-03,4,5,5,4
EI9001136ES,2025-04,3,2,5,2
EI9001136ES,2025-05,3,4,4,4
EI9001136ES,2025-06,4,3,5,3
EI9001136ES,2025-07,4,5,4,2
EI9001136ES,2025-08,3,1,5,3
EI9001136ES,2025-09,4,5,2,3
EI9001136ES,2025-10,4,3,3,1
EI9001136ES,2025-11,4,4,2,4
EI9001136ES,2025-12,2,3,2,5
EI9001136ES,2026-01,4,5,3,2
EI9304276ES,2025-02,4,2,4,4
EI9304276ES,2025-03,4,5,1,4
EI9304276ES,2025-04,5,2,4,5
EI9304276ES,2025-05,4,5,5,5
EI9304276ES,2025-06,2,4,4,3
EI9304276ES,2025-07,5,5,4,3
EI9304276ES,2025-08,3,4,5,5
EI9304276ES,2025-09,1,4,5,4
EI9304276ES,2025-10,4,4,4,5
EI9304276ES,2025-11,3,4,4,4
EI9304276ES,2025-12,3,5,5,4
EI9304276ES,2026-01,4,5,5,3
EI2302159ES,2025-02,3,4,5,3
EI2302159ES,2025-03,4,4,4,4
EI2302159ES,2025-04,5,5,3,5
EI2302159ES,2025-05,4,4,5,3
EI2302159ES,2025-06,4,4,3,3
EI2302159ES,2025-07,5,5,4,4
EI2302159ES,2025-08,4,4,4,5
EI2302159ES,2025-09,5,3,5,4
EI2302159ES,2025-10,5,3,4,5
EI2302159ES,2025-11,5,5,5,4
EI2302159ES,2025-12,4,5,3,4
EI2302159ES,2026-01,4,3,1,2
EI1505387ES,2025-02,3,3,4,4
EI1505387ES,2025-03,3,5,4,5
EI1505387ES,2025-04,5,5,3,4
EI1505387ES,2025-05,1,2,5,4
EI1505387ES,2025-06,5,2,1,4
EI1505387ES,2025-07,4,5,3,2
EI1505387ES,2025-08,3,2,5,4
EI1505387ES,2025-09,2,5,4,3
EI1505387ES,2025-10,5,4,5,5
EI1505387ES,2025-11,4,1,3,5
EI1505387ES,2025-12,5,3,1,5
EI1505387ES,2026-01,2,2,5,4
EI1105782ES,2025-02,5,4,5,4
EI1105782ES,2025-03,4,5,5,5
EI1105782ES,2025-04,5,4,5,3
EI1105782ES,2025-05,3,2,2,4
EI1105782ES,2025-06,4,3,4,5
EI1105782ES,2025-07,3,4,3,3
EI1105782ES,2025-08,4,4,5,2
EI1105782ES,2025-09,3,4,4,2
EI1105782ES,2025-10,2,5,3,4
EI1105782ES,2025-11,5,4,5,1
EI1105782ES,2025-12,5,2,4,4
EI1105782ES,2026-01,5,4,4,5
EI9806341ES,2025-02,1,2,2,3
EI9806341ES,2025-03,4,4,4,4
EI9806341ES,2025-04,3,2,4,5
EI9806341ES,2025-05,2,3,4,3
EI9806341ES,2025-06,3,4,3,4
EI9806341ES,2025-07,4,4,5,5
EI9806341ES,2025-08,3,5,5,3
EI9806341ES,2025-09,3,3,2,5
EI9806341ES,2025-10,4,4,5,3
EI9806341ES,2025-11,4,3,4,5
EI9806341ES,2025-12,4,5,5,4
EI9806341ES,2026-01,4,3,3,4
EI0900606ES,2025-02,4,2,5,4
EI0900606ES,2025-03,5,4,3,4
EI0900606ES,2025-04,5,2,3,5
EI0900606ES,2025-05,3,5,4,4
EI0900606ES,2025-06,5,3,5,5
EI0900606ES,2025-07,3,5,4,4
EI0900606ES,2025-08,5,4,5,5
EI0900606ES,2025-09,5,4,3,3
EI0900606ES,2025-10,4,3,4,3
EI0900606ES,2025-11,3,2,3,5
EI0900606ES,2025-12,4,3,2,2
EI0900606ES,2026-01,2,5,5,4
EI0800614ES,2025-02,1,4,4,1
EI0800614ES,2025-03,5,2,2,3
EI0800614ES,2025-04,2,3,2,2
EI0800614ES,2025-05,5,2,3,4
EI0800614ES,2025-06,4,2,4,4
EI0800614ES,2025-07,2,3,4,2
EI0800614ES,2025-08,5,2,5,3
EI0800614ES,2025-09,1,4,5,4
EI0800614ES,2025-10,4,2,3,4
EI0800614ES,2025-11,2,5,3,5
EI0800614ES,2025-12,4,3,3,2
EI0800614ES,2026-01,3,5,5,2
EI1702080ES,2025-02,5,3,5,5
EI1702080ES,2025-03,5,3,5,3
EI1702080ES,2025-04,3,4,2,5
EI1702080ES,2025-05,5,2,2,5
EI1702080ES,2025-06,3,3,5,5
EI1702080ES,2025-07,3,4,4,4
EI1702080ES,2025-08,4,2,5,4
EI1702080ES,2025-09,3,4,4,5
EI1702080ES,2025-10,2,5,4,5
EI1702080ES,2025-11,4,5,5,3
EI1702080ES,2025-12,2,3,5,4
EI1702080ES,2026-01,1,5,5,3
EI2202432ES,2025-02,4,3,4,3
EI2202432ES,2025-03,5,4,5,4
EI2202432ES,2025-04,5,5,4,3
EI2202432ES,2025-05,3,4,3,5
EI2202432ES,2025-06,5,4,3,3
EI2202432ES,2025-07,4,1,3,5
EI2202432ES,2025-08,3,4,4,4
EI2202432ES,2025-09,4,2,5,4
EI2202432ES,2025-10,2,2,4,3
EI2202432ES,2025-11,4,2,5,4
EI2202432ES,2025-12,4,1,4,4
EI2202432ES,2026-01,2,3,4,5
EI9003302ES,2025-02,4,4,5,1
EI9003302ES,2025-03,4,2,4,4
EI9003302ES,2025-04,1,4,4,3
EI9003302ES,2025-05,4,3,5,4
EI9003302ES,2025-06,3,2,5,5
EI9003302ES,2025-07,4,4,3,5
EI9003302ES,2025-08,5,5,1,4
EI9003302ES,2025-09,2,5,4,5
EI9003302ES,2025-10,5,3,3,5
EI9003302ES,2025-11,2,3,3,2
EI9003302ES,2025-12,4,5,5,5
EI9003302ES,2026-01,1,5,5,1
EI9103804ES,2025-02,5,2,5,4
EI9103804ES,2025-03,3,5,4,2
EI9103804ES,2025-04,4,3,3,3
EI9103804ES,2025-05,4,1,5,3
EI9103804ES,2025-06,3,3,5,2
EI9103804ES,2025-07,3,3,3,5
EI9103804ES,2025-08,4,2,4,4
EI9103804ES,2025-09,4,3,4,4
EI9103804ES,2025-10,4,3,5,4
EI9103804ES,2025-11,5,3,4,5
EI9103804ES,2025-12,5,4,4,1
EI9103804ES,2026-01,4,4,3,4
EI0203070ES,2025-02,5,5,3,2
EI0203070ES,2025-03,5,4,5,4
EI0203070ES,2025-04,4,4,1,3
EI0203070ES,2025-05,3,5,3,5
EI0203070ES,2025-06,1,3,4,4
EI0203070ES,2025-07,1,5,2,2
EI0203070ES,2025-08,5,5,4,5
EI0203070ES,2025-09,4,2,3,2
EI0203070ES,2025-10,3,2,3,2
EI0203070ES,2025-11,4,4,1,4
EI0203070ES,2025-12,4,3,5,3
EI0203070ES,2026-01,3,4,3,5
EI9706186ES,2025-02,5,5,4,1
EI9706186ES,2025-03,3,5,2,3
EI9706186ES,2025-04,4,5,5,5
EI9706186ES,2025-05,5,2,5,3
EI9706186ES,2025-06,3,5,4,2
EI9706186ES,2025-07,4,4,3,3
EI9706186ES,2025-08,4,5,5,5
EI9706186ES,2025-09,2,4,2,4
EI9706186ES,2025-10,4,2,4,4
EI9706186ES,2025-11,4,4,4,4
EI9706186ES,2025-12,3,4,4,5
EI9706186ES,2026-01,4,4,2,5
EI2400021ES,2025-02,5,5,2,4
EI2400021ES,2025-03,5,5,5,5
EI2400021ES,2025-04,3,4,5,5
EI2400021ES,2025-05,5,3,5,3
EI2400021ES,2025-06,5,5,5,3
EI2400021ES,2025-07,4,3,5,5
EI2400021ES,2025-08,2,3,4,1
EI2400021ES,2025-09,5,5,4,5
EI2400021ES,2025-10,4,5,4,2
EI2400021ES,2025-11,2,2,5,2
EI2400021ES,2025-12,3,1,5,3
EI2400021ES,2026-01,2,5,5,5
EI2206667ES,2025-02,4,1,2,4
EI2206667ES,2025-03,4,4,5,2
EI2206667ES,2025-04,5,5,4,1
EI2206667ES,2025-05,4,3,5,4
EI2206667ES,2025-06,2,4,5,3
EI2206667ES,2025-07,5,3,5,1
EI2206667ES,2025-08,3,4,1,5
EI2206667ES,2025-09,5,4,4,5
EI2206667ES,2025-10,3,3,3,5
EI2206667ES,2025-11,5,4,4,4
EI2206667ES,2025-12,2,4,5,3
EI2206667ES,2026-01,4,3,5,4
EI1406631ES,2025-02,4,3,3,1
EI1406631ES,2025-03,5,3,4,5
EI1406631ES,2025-04,4,3,4,5
EI1406631ES,2025-05,2,5,5,3
EI1406631ES,2025-06,2,3,3,5
EI1406631ES,2025-07,4,5,4,1
EI1406631ES,2025-08,4,4,5,3
EI1406631ES,2025-09,5,4,2,5
EI1406631ES,2025-10,3,3,1,5
EI1406631ES,2025-11,5,4,3,5
EI1406631ES,2025-12,3,2,4,5
EI1406631ES,2026-01,5,2,2,5
EI1504461ES,2025-02,5,4,5,4
EI1504461ES,2025-03,3,5,5,4
EI1504461ES,2025-04,5,3,3,3
EI1504461ES,2025-05,4,3,4,2
EI1504461ES,2025-06,5,4,3,5
EI1504461ES,2025-07,3,5,3,5
EI1504461ES,2025-08,5,1,5,5
EI1504461ES,2025-09,5,4,3,3
EI1504461ES,2025-10,3,4,3,4
EI1504461ES,2025-11,1,5,5,4
EI1504461ES,2025-12,5,1,5,2
EI1504461ES,2026-01,5,5,3,2
EI1205538ES,2025-02,4,2,3,5
EI1205538ES,2025-03,1,5,4,4
EI1205538ES,2025-04,5,5,3,5
EI1205538ES,2025-05,3,4,3,4
EI1205538ES,2025-06,2,3,5,2
EI1205538ES,2025-07,3,4,4,5
EI1205538ES,2025-08,5,4,5,5
EI1205538ES,2025-09,4,4,5,1
EI1205538ES,2025-10,3,4,4,1
EI1205538ES,2025-11,4,5,5,4
EI1205538ES,2025-12,3,4,5,5
EI1205538ES,2026-01,5,5,4,3
EI9605996ES,2025-02,4,4,5,5
EI9605996ES,2025-03,4,5,3,3
EI9605996ES,2025-04,5,5,3,3
EI9605996ES,2025-05,5,4,4,5
EI9605996ES,2025-06,4,4,2,5
EI9605996ES,2025-07,4,2,5,3
EI9605996ES,2025-08,4,2,4,4
EI9605996ES,2025-09,5,5,3,5
EI9605996ES,2025-10,3,4,4,5
EI9605996ES,2025-11,4,4,2,2
EI9605996ES,2025-12,5,4,4,2
EI9605996ES,2026-01,3,4,4,5
EI9906098ES,2025-02,4,4,4,2
EI9906098ES,2025-03,2,3,3,2
EI9906098ES,2025-04,5,2,5,3
EI9906098ES,2025-05,5,3,5,5
EI9906098ES,2025-06,3,5,3,1
EI9906098ES,2025-07,4,5,2,5
EI9906098ES,2025-08,5,3,5,2
EI9906098ES,2025-09,3,5,4,3
EI9906098ES,2025-10,4,4,4,3
EI9906098ES,2025-11,5,5,5,3
EI9906098ES,2025-12,2,5,4,5
EI9906098ES,2026-01,4,1,3,4
EI9402684ES,2025-02,4,5,3,3
EI9402684ES,2025-03,5,5,5,4
EI9402684ES,2025-04,4,4,5,3
EI9402684ES,2025-05,4,4,3,1
EI9402684ES,2025-06,3,5,3,5
EI9402684ES,2025-07,5,4,4,3
EI9402684ES,2025-08,3,1,2,1
EI9402684ES,2025-09,2,4,3,4
EI9402684ES,2025-10,5,3,2,3
EI9402684ES,2025-11,5,3,4,3
EI9402684ES,2025-12,2,3,3,3
EI9402684ES,2026-01,4,4,2,4
EI1200936ES,2025-02,3,2,5,2
EI1200936ES,2025-03,3,2,5,2
EI1200936ES,2025-04,5,4,5,5
EI1200936ES,2025-05,5,4,3,3
EI1200936ES,2025-06,5,3,3,4
EI1200936ES,2025-07,4,4,2,5
EI1200936ES,2025-08,3,5,4,3
EI1200936ES,2025-09,1,3,4,5
EI1200936ES,2025-10,2,5,5,4
EI1200936ES,2025-11,3,4,1,4
EI1200936ES,2025-12,4,5,5,2
EI1200936ES,2026-01,4,5,3,3
EI1104286ES,2025-02,5,4,3,5
EI1104286ES,2025-03,2,3,5,5
EI1104286ES,2025-04,5,4,3,4
EI1104286ES,2025-05,2,3,2,5
EI1104286ES,2025-06,2,2,5,5
EI1104286ES,2025-07,4,4,2,4
EI1104286ES,2025-08,4,3,5,4
EI1104286ES,2025-09,5,3,2,5
EI1104286ES,2025-10,5,4,4,4
EI1104286ES,2025-11,3,5,3,5
EI1104286ES,2025-12,4,4,3,4
EI1104286ES,2026-01,5,3,4,4
EI0906965ES,2025-02,1,5,3,2
EI0906965ES,2025-03,4,4,3,3
EI0906965ES,2025-04,3,3,4,5
EI0906965ES,2025-05,4,3,5,5
EI0906965ES,2025-06,1,3,3,2
EI0906965ES,2025-07,4,4,4,1
EI0906965ES,2025-08,2,4,4,1
EI0906965ES,2025-09,4,4,3,2
EI0906965ES,2025-10,5,4,5,4
EI0906965ES,2025-11,5,3,5,5
EI0906965ES,2025-12,4,1,4,5
EI0906965ES,2026-01,5,1,3,3
EI2400791ES,2025-02,5,3,4,5
EI2400791ES,2025-03,3,2,2,3
EI2400791ES,2025-04,4,4,3,3
EI2400791ES,2025-05,5,4,4,3
EI2400791ES,2025-06,5,5,4,4
EI2400791ES,2025-07,4,4,4,4
EI2400791ES,2025-08,3,4,4,4
EI2400791ES,2025-09,4,3,1,4
EI2400791ES,2025-10,4,5,4,5
EI2400791ES,2025-11,3,5,4,4
EI2400791ES,2025-12,5,3,1,4
EI2400791ES,2026-01,3,5,5,5
EI0606787ES,2025-02,4,5,4,4
EI0606787ES,2025-03,5,5,4,5
EI0606787ES,2025-04,4,5,3,3
EI0606787ES,2025-05,4,4,4,4
EI0606787ES,2025-06,4,5,4,3
EI0606787ES,2025-07,4,1,4,5
EI0606787ES,2025-08,4,5,3,4
EI0606787ES,2025-09,3,4,5,4
EI0606787ES,2025-10,3,2,4,3
EI0606787ES,2025-11,4,5,5,5
EI0606787ES,2025-12,3,5,5,2
EI0606787ES,2026-01,4,2,2,4
EI0400903ES,2025-02,4,4,4,3
EI0400903ES,2025-03,4,5,5,2
EI0400903ES,2025-04,3,2,5,3
EI0400903ES,2025-05,3,4,4,1
EI0400903ES,2025-06,4,4,5,4
EI0400903ES,2025-07,5,4,4,4
EI0400903ES,2025-08,5,5,2,4
EI0400903ES,2025-09,4,4,4,4
EI0400903ES,2025-10,4,5,3,5
EI0400903ES,2025-11,5,5,4,4
EI0400903ES,2025-12,2,5,3,4
EI0400903ES,2026-01,4,5,3,1
EI9705205ES,2025-02,3,4,4,4
EI9705205ES,2025-03,5,2,2,3
EI9705205ES,2025-04,4,3,3,4
EI9705205ES,2025-05,1,4,5,5
EI9705205ES,2025-06,4,4,3,5
EI9705205ES,2025-07,5,4,3,4
EI9705205ES,2025-08,4,5,2,4
EI9705205ES,2025-09,3,3,5,5
EI9705205ES,2025-10,4,3,2,4
EI9705205ES,2025-11,3,4,4,3
EI9705205ES,2025-12,4,4,1,2
EI9705205ES,2026-01,5,5,4,5
EI9900450ES,2025-02,4,4,4,3
EI9900450ES,2025-03,4,4,1,4
EI9900450ES,2025-04,5,4,3,2
EI9900450ES,2025-05,5,4,2,5
EI9900450ES,2025-06,5,5,5,4
EI9900450ES,2025-07,5,5,4,4
EI9900450ES,2025-08,3,1,1,5
EI9900450ES,2025-09,5,3,5,3
EI9900450ES,2025-10,4,4,4,4
EI9900450ES,2025-11,4,4,4,5
EI9900450ES,2025-12,4,5,4,3
EI9900450ES,2026-01,4,4,5,5
EI0700749ES,2025-02,5,4,3,5
EI0700749ES,2025-03,3,5,5,4
EI0700749ES,2025-04,5,2,4,2
EI0700749ES,2025-05,3,4,4,4
EI0700749ES,2025-06,4,2,5,4
EI0700749ES,2025-07,5,3,4,5
EI0700749ES,2025-08,4,5,4,3
EI0700749ES,2025-09,4,2,1,5
EI0700749ES,2025-10,5,4,4,3
EI0700749ES,2025-11,4,2,4,5
EI0700749ES,2025-12,5,3,1,3
EI0700749ES,2026-01,3,3,4,5
EI9800323ES,2025-02,4,2,4,5
EI9800323ES,2025-03,3,5,5,4
EI9800323ES,2025-04,4,3,3,5
EI9800323ES,2025-05,4,2,4,2
EI9800323ES,2025-06,3,3,5,5
EI9800323ES,2025-07,5,5,5,3
EI9800323ES,2025-08,4,5,3,5
EI9800323ES,2025-09,2,5,4,1
EI9800323ES,2025-10,4,3,3,5
EI9800323ES,2025-11,5,5,3,3
EI9800323ES,2025-12,5,3,5,2
EI9800323ES,2026-01,5,3,4,3
EI9702728ES,2025-02,1,2,5,5
EI9702728ES,2025-03,5,1,4,2
EI9702728ES,2025-04,2,5,4,5
EI9702728ES,2025-05,5,4,4,4
EI9702728ES,2025-06,4,4,4,4
EI9702728ES,2025-07,4,5,5,4
EI9702728ES,2025-08,5,4,2,2
EI9702728ES,2025-09,4,5,1,5
EI9702728ES,2025-10,3,4,3,4
EI9702728ES,2025-11,5,5,4,2
EI9702728ES,2025-12,5,3,4,5
EI9702728ES,2026-01,2,3,4,2
EI9700010ES,2025-02,2,5,3,2
EI9700010ES,2025-03,3,4,3,3
EI9700010ES,2025-04,5,3,5,3
EI9700010ES,2025-05,5,2,3,4
EI9700010ES,2025-06,2,2,5,4
EI9700010ES,2025-07,3,4,1,4
EI9700010ES,2025-08,5,2,5,1
EI9700010ES,2025-09,3,5,2,1
EI9700010ES,2025-10,5,5,4,5
EI9700010ES,2025-11,4,4,3,4
EI9700010ES,2025-12,3,5,2,2
EI9700010ES,2026-01,3,5,3,5
EI1402315ES,2025-02,5,5,4,4
EI1402315ES,2025-03,2,5,4,5
EI1402315ES,2025-04,5,5,5,3
EI1402315ES,2025-05,2,2,3,4
EI1402315ES,2025-06,4,5,3,5
