numero_empleado,cbi_item_1,cbi_item_2,cbi_item_3,cbi_item_4,cbi_item_5,cbi_item_6,cbi_item_7,cbi_item_8,cbi_item_9,cbi_item_10,cbi_item_11,cbi_item_12,cbi_item_13,cbi_item_14,cbi_item_15,cbi_item_16,cbi_item_17,cbi_item_18,cbi_item_19,timestamp_respuesta
EI0705941ES,Siempre,Siempre,A veces,A menudo,A menudo,Raramente,Raramente,Nunca,Raramente,A veces,Raramente,A menudo,Raramente,A menudo,Siempre,Siempre,A menudo,A veces,A menudo,2026-12-30 04:08:16
EI0403818ES,A menudo,Nunca,A veces,A menudo,A veces,Siempre,A menudo,Siempre,Siempre,Siempre,Siempre,A menudo,Raramente,Raramente,Nunca,A menudo,A veces,A veces,A menudo,2026-08-24 06:42:42
EI9205921ES,A veces,A menudo,A veces,Raramente,Siempre,Nunca,A veces,Raramente,Raramente,A veces,A menudo,A veces,A menudo,Siempre,Siempre,A menudo,A menudo,A veces,A veces,2026-04-04 14:25:04
EI1603134ES,Raramente,A veces,A menudo,Raramente,Nunca,Siempre,A veces,A veces,A veces,A veces,A veces,Raramente,A menudo,A menudo,A veces,A veces,Raramente,A menudo,A veces,2026-06-09 02:23:48
EI1901889ES,Raramente,A veces,A veces,A menudo,Raramente,A menudo,Siempre,Raramente,Siempre,A veces,A veces,Siempre,A menudo,A veces,Raramente,A veces,A menudo,Raramente,A menudo,2026-05-13 17:53:21
EI2601329ES,Siempre,A veces,Nunca,A veces,Nunca,A veces,Nunca,A menudo,A veces,Siempre,A veces,Siempre,Nunca,Nunca,A veces,Nunca,A veces,A veces,A veces,2026-06-18 15:19:54
EI1803384ES,A veces,Siempre,Raramente,Raramente,A veces,Siempre,A veces,A veces,A veces,A menudo,A menudo,Raramente,Siempre,A veces,A veces,A veces,A veces,Siempre,Siempre,2026-10-20 00:27:50
EI0701455ES,A veces,A menudo,Siempre,Raramente,A menudo,Siempre,A menudo,A veces,Raramente,Nunca,A veces,Raramente,Raramente,A menudo,A menudo,A veces,A veces,Raramente,A menudo,2026-01-06 23:05:17
EI0105717ES,A menudo,Nunca,Siempre,Raramente,A menudo,Siempre,Nunca,A menudo,Nunca,A veces,A veces,A veces,Nunca,A menudo,Nunca,Siempre,A veces,Nunca,A menudo,2026-02-03 18:59:40
EI0305777ES,Siempre,Nunca,Nunca,A veces,A veces,A veces,Siempre,Siempre,A menudo,Raramente,A veces,A veces,Nunca,A menudo,A menudo,Nunca,A veces,Siempre,A menudo,2026-05-17 04:34:58
EI0402139ES,A menudo,Raramente,A veces,Nunca,A veces,Raramente,Siempre,Raramente,Raramente,A menudo,A veces,Siempre,A veces,A veces,Raramente,Nunca,A menudo,Raramente,A menudo,2026-11-09 08:06:39
EI0004443ES,Nunca,Siempre,A veces,A menudo,Nunca,A veces,A veces,A veces,A menudo,A veces,A menudo,Siempre,Raramente,A menudo,Nunca,Siempre,A veces,A veces,Siempre,2026-04-22 12:00:48
EI1102577ES,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,A menudo,A veces,A menudo,A menudo,Raramente,Nunca,A veces,A veces,A menudo,A veces,Siempre,Siempre,Nunca,2026-11-09 19:12:18
EI0302273ES,A veces,A veces,A menudo,Raramente,Raramente,A menudo,Raramente,A menudo,A menudo,A menudo,Raramente,A menudo,Raramente,Raramente,Raramente,A menudo,A veces,A veces,Raramente,2026-05-20 16:19:29
EI9102619ES,Raramente,A menudo,A veces,A veces,Nunca,Siempre,Siempre,A menudo,A veces,A veces,A menudo,A veces,A menudo,A menudo,Siempre,A veces,A veces,A veces,Siempre,2026-06-06 05:57:21
EI9906356ES,A menudo,Nunca,Nunca,Raramente,A menudo,Siempre,A menudo,Raramente,A menudo,A veces,A veces,A veces,Raramente,Raramente,Raramente,A veces,Raramente,A menudo,A menudo,2026-03-22 20:56:33
EI9802624ES,Nunca,A veces,A veces,Siempre,Raramente,Raramente,A menudo,Raramente,A veces,A menudo,A veces,Raramente,A veces,Raramente,A veces,A veces,Siempre,A menudo,A veces,2026-10-03 23:12:21
EI2100469ES,Nunca,Siempre,A menudo,Raramente,A veces,Siempre,Raramente,Raramente,Raramente,A menudo,A veces,A menudo,A veces,Raramente,Siempre,A veces,A veces,A veces,A menudo,2026-05-05 23:34:13
EI9300080ES,A menudo,Nunca,Siempre,A menudo,Raramente,Nunca,A menudo,Raramente,Raramente,A veces,Siempre,A veces,Raramente,Siempre,Raramente,A menudo,A menudo,A veces,Nunca,2026-06-15 22:26:40
EI1506360ES,A veces,Nunca,A menudo,A veces,A menudo,A menudo,A veces,Raramente,Raramente,A menudo,Raramente,A menudo,A menudo,Siempre,A veces,Siempre,A veces,Siempre,Raramente,2026-08-02 15:07:32
EI1004954ES,A menudo,Siempre,Raramente,Siempre,A menudo,A veces,Raramente,A menudo,A menudo,A menudo,Raramente,A menudo,Siempre,Nunca,A menudo,Raramente,A veces,A veces,Raramente,2026-12-22 17:31:24
EI1703464ES,A menudo,A veces,A menudo,A veces,Siempre,Nunca,Nunca,Siempre,A veces,Raramente,Siempre,A veces,A veces,Siempre,A veces,A menudo,Siempre,A menudo,Raramente,2026-09-02 03:00:02
EI0002064ES,Siempre,A menudo,Siempre,Raramente,Nunca,A menudo,Raramente,Raramente,Nunca,Raramente,Raramente,A veces,A menudo,A veces,A menudo,Raramente,A menudo,A menudo,A menudo,2026-06-30 09:04:22
EI1004878ES,A veces,A menudo,Nunca,A menudo,Raramente,Raramente,A veces,Siempre,Siempre,Raramente,Raramente,A veces,A menudo,A menudo,Raramente,Nunca,Siempre,A menudo,A veces,2026-11-01 00:43:25
EI2106370ES,A veces,A menudo,A menudo,A menudo,Siempre,A menudo,A veces,Nunca,Raramente,A veces,A veces,A veces,Nunca,Raramente,A veces,Siempre,Nunca,A veces,Siempre,2026-03-28 06:02:59
EI0703934ES,Siempre,A veces,Siempre,A veces,Nunca,A menudo,A veces,Raramente,A menudo,A menudo,A menudo,Siempre,A menudo,Siempre,A menudo,A veces,A menudo,Nunca,A veces,2026-08-09 05:57:13
EI2505508ES,A menudo,Nunca,A menudo,Raramente,A veces,A menudo,Raramente,A veces,A veces,Raramente,A menudo,A menudo,A menudo,Siempre,A menudo,Raramente,A veces,Raramente,Raramente,2026-06-04 16:55:44
EI9406464ES,Nunca,A veces,A menudo,A menudo,Raramente,Raramente,Raramente,A menudo,Raramente,A menudo,A veces,A menudo,A menudo,A veces,Raramente,A veces,Siempre,Raramente,Raramente,2026-05-01 14:39:40
EI1403173ES,A menudo,Siempre,A veces,A menudo,Siempre,A menudo,Nunca,A veces,Nunca,A veces,A veces,Raramente,A veces,A menudo,A veces,A menudo,A veces,A menudo,Raramente,2026-06-16 00:23:09
EI2301895ES,Siempre,A veces,Nunca,A menudo,A menudo,A menudo,Raramente,Raramente,A veces,A menudo,A veces,Siempre,Raramente,A veces,A menudo,A menudo,Raramente,A veces,A menudo,2026-01-22 07:23:00
EI1702207ES,A veces,A menudo,Raramente,Nunca,A veces,Nunca,Siempre,Raramente,Raramente,A veces,Raramente,A menudo,A menudo,A veces,A veces,A veces,A veces,A veces,Siempre,2026-03-15 22:01:53
EI2200995ES,Nunca,Raramente,A veces,A menudo,Siempre,A menudo,Raramente,Siempre,Siempre,Raramente,Nunca,Nunca,A veces,A veces,A veces,A menudo,A veces,A veces,A veces,2026-10-16 00:34:43
EI2501802ES,A menudo,A veces,A veces,Siempre,A veces,A veces,Raramente,Raramente,A veces,A veces,Raramente,A menudo,A menudo,Raramente,Siempre,Raramente,A veces,A menudo,A veces,2026-10-22 01:22:52
EI1306849ES,A veces,A menudo,A veces,Raramente,A veces,Nunca,Raramente,A veces,A veces,A veces,Nunca,A menudo,Raramente,A veces,A veces,Siempre,A veces,Raramente,A veces,2026-12-27 23:09:42
EI9401453ES,Raramente,A menudo,A menudo,A veces,A menudo,A menudo,Nunca,Siempre,A veces,Nunca,A veces,Raramente,A veces,A menudo,A menudo,Siempre,Siempre,A menudo,Siempre,2026-01-29 15:44:25
EI1501587ES,A menudo,Raramente,Siempre,Siempre,A menudo,A menudo,A veces,A menudo,A veces,Siempre,Siempre,Siempre,Raramente,Siempre,A veces,A veces,Raramente,A veces,Siempre,2026-06-03 16:30:12
EI0604014ES,Raramente,A menudo,Nunca,Nunca,Nunca,Raramente,A veces,A veces,Nunca,A menudo,Siempre,A veces,Raramente,Raramente,Siempre,A veces,A veces,A menudo,Raramente,2026-07-28 02:27:34
EI2300458ES,A menudo,Raramente,A menudo,A veces,A menudo,A menudo,Siempre,A menudo,Siempre,Nunca,A menudo,Raramente,Nunca,Raramente,A veces,Raramente,A menudo,A menudo,A veces,2026-11-27 11:21:03
EI1801452ES,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A veces,A veces,Nunca,Nunca,Raramente,Raramente,A menudo,A veces,A veces,A menudo,2026-06-04 05:18:10
EI9805965ES,A veces,A menudo,A veces,A menudo,A veces,A veces,A veces,Siempre,Nunca,A veces,A menudo,A menudo,A veces,A menudo,A veces,A menudo,Raramente,Nunca,Raramente,2026-08-20 18:19:20
EI1805369ES,A veces,A veces,A veces,Raramente,A veces,Raramente,Nunca,Nunca,A veces,A veces,A menudo,A menudo,A veces,A menudo,A veces,A veces,A veces,Raramente,A menudo,2026-09-08 09:04:51
EI0200438ES,Siempre,Nunca,Siempre,A menudo,Raramente,Siempre,Nunca,Siempre,A veces,A menudo,Raramente,A veces,Siempre,A veces,A veces,A menudo,A menudo,Nunca,A veces,2026-12-28 11:49:43
EI9305947ES,Raramente,Nunca,Siempre,A menudo,Raramente,A menudo,Raramente,A menudo,Siempre,Siempre,Nunca,A menudo,Siempre,A menudo,A menudo,A menudo,A veces,A veces,Siempre,2026-06-12 09:27:33
EI9805013ES,A menudo,A menudo,A menudo,Siempre,Siempre,A menudo,Siempre,A menudo,A menudo,A menudo,Siempre,A menudo,A veces,A menudo,Siempre,A veces,A veces,A menudo,Nunca,2026-12-04 01:54:40
EI2201972ES,A menudo,A menudo,A veces,Raramente,A menudo,A menudo,A veces,Raramente,Siempre,A menudo,Siempre,A veces,A veces,Raramente,Raramente,A veces,A veces,Siempre,Raramente,2026-05-26 06:24:33
EI0305027ES,Siempre,Siempre,A menudo,A veces,Raramente,A veces,A veces,Raramente,Siempre,A veces,A veces,Siempre,A menudo,A menudo,Raramente,Nunca,Raramente,Siempre,A menudo,2026-11-25 09:03:02
EI0202717ES,A veces,A veces,A veces,A veces,Nunca,A menudo,Siempre,Raramente,A veces,A menudo,A menudo,Raramente,A menudo,Siempre,A veces,A veces,A menudo,Raramente,Nunca,2026-03-05 14:35:01
EI0800470ES,A veces,A veces,A veces,A menudo,A veces,A veces,A menudo,A veces,Raramente,A veces,Raramente,A menudo,Raramente,A veces,A menudo,A menudo,A veces,A menudo,A menudo,2026-11-14 17:56:20
EI0700504ES,Siempre,Nunca,Raramente,A veces,Siempre,A veces,Raramente,A veces,Raramente,A menudo,A veces,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,A veces,A veces,2026-11-03 05:13:43
EI2201048ES,A veces,Nunca,A menudo,Raramente,A menudo,A menudo,Siempre,A veces,A menudo,A menudo,Siempre,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,2026-12-28 02:13:37
EI9603361ES,A menudo,A menudo,Siempre,A menudo,Siempre,A menudo,Siempre,A veces,A menudo,A menudo,A veces,A menudo,A veces,Siempre,Raramente,Siempre,A veces,Nunca,A veces,2026-08-10 16:07:28
EI0705940ES,A veces,A veces,A veces,Raramente,Raramente,A menudo,A veces,Siempre,A veces,A veces,A menudo,Raramente,Nunca,A veces,A veces,A veces,Siempre,Raramente,Nunca,2026-07-06 09:44:40
EI1103872ES,A menudo,Raramente,Raramente,A menudo,Siempre,Siempre,Nunca,A veces,Siempre,A menudo,Nunca,A menudo,A veces,A veces,Siempre,Nunca,Nunca,Nunca,A veces,2026-10-20 08:10:43
EI9403930ES,A veces,Raramente,Siempre,Raramente,A menudo,A veces,Raramente,Siempre,Raramente,A veces,A veces,A veces,A menudo,Siempre,Raramente,Raramente,Siempre,A menudo,Raramente,2026-11-15 07:09:09
EI0206101ES,A menudo,Siempre,A veces,Siempre,A veces,A veces,Nunca,Raramente,A veces,A menudo,Nunca,Raramente,A menudo,Siempre,A veces,A menudo,Raramente,A menudo,Nunca,2026-06-06 08:25:03
EI0004765ES,Nunca,A menudo,Siempre,A veces,A veces,A menudo,Raramente,A veces,Nunca,A menudo,Siempre,A veces,A menudo,A veces,A menudo,Raramente,Nunca,A veces,A veces,2026-12-17 20:55:09
EI0605414ES,Siempre,A veces,Siempre,Nunca,A veces,A veces,A veces,A veces,Siempre,Raramente,Siempre,Siempre,A menudo,Raramente,A veces,Nunca,A menudo,A veces,A menudo,2026-07-24 21:23:22
EI0803616ES,A menudo,A menudo,A veces,Nunca,A veces,Nunca,Nunca,A veces,Siempre,A menudo,A menudo,Raramente,Raramente,Nunca,Raramente,A veces,Raramente,A veces,A menudo,2026-01-10 10:05:30
EI0706157ES,Siempre,A menudo,A menudo,A menudo,Raramente,Siempre,A veces,Raramente,A menudo,Nunca,Raramente,A veces,A veces,Siempre,A menudo,A veces,A veces,Raramente,A menudo,2026-06-13 07:43:08
EI0300474ES,Nunca,Siempre,Raramente,A veces,A menudo,A veces,A menudo,A veces,A menudo,Nunca,A veces,A menudo,A veces,Raramente,Siempre,Siempre,A veces,Raramente,Nunca,2026-12-10 21:28:47
EI2606084ES,Raramente,A veces,A veces,Siempre,A veces,Raramente,A veces,A veces,A veces,A veces,Raramente,Nunca,A veces,A menudo,Raramente,Siempre,Siempre,A menudo,Raramente,2026-04-04 12:37:30
EI2602887ES,A menudo,A menudo,A veces,Raramente,A menudo,Siempre,Raramente,A menudo,Nunca,A veces,A menudo,Raramente,A veces,Siempre,A veces,A menudo,A veces,A veces,A veces,2026-03-31 18:41:30
EI0401555ES,A veces,Siempre,A veces,A veces,A menudo,Raramente,Nunca,Siempre,Siempre,Raramente,Siempre,Siempre,Nunca,A menudo,Raramente,A veces,A veces,A menudo,Siempre,2026-08-29 20:18:49
EI1404128ES,Raramente,A menudo,A veces,A menudo,A veces,Nunca,A menudo,A menudo,A menudo,Raramente,A menudo,A veces,Raramente,A veces,A menudo,A menudo,A veces,A veces,Raramente,2026-12-22 08:05:54
EI0901941ES,A veces,Raramente,Siempre,Siempre,A veces,Siempre,A veces,Siempre,A menudo,Raramente,A veces,A menudo,A menudo,A veces,A veces,A veces,A menudo,Nunca,Raramente,2026-06-21 16:37:37
EI1806187ES,A veces,Raramente,Raramente,Nunca,Raramente,Raramente,Raramente,Raramente,A veces,Siempre,Raramente,Siempre,A veces,Siempre,Siempre,A veces,A veces,Siempre,Raramente,2026-04-12 09:02:01
EI1705948ES,A menudo,A veces,Nunca,A veces,A veces,A menudo,Siempre,Raramente,A veces,Siempre,A veces,Siempre,A menudo,Nunca,Raramente,A veces,Raramente,Nunca,A menudo,2026-09-19 03:35:24
EI0505460ES,Siempre,A veces,A menudo,A menudo,Raramente,Siempre,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,Raramente,Siempre,A menudo,Siempre,Raramente,A menudo,A menudo,2026-04-24 08:57:59
EI2406682ES,Raramente,Nunca,Siempre,A menudo,A veces,A veces,A veces,Siempre,Raramente,A menudo,A veces,A menudo,A menudo,A menudo,Siempre,Nunca,A menudo,A menudo,Raramente,2026-01-11 17:31:38
EI2206498ES,Nunca,A menudo,Siempre,A menudo,A veces,Siempre,A menudo,A veces,A veces,A menudo,A menudo,Raramente,A veces,A veces,A veces,A veces,A veces,A veces,A veces,2026-04-30 10:05:37
EI1306151ES,A veces,A menudo,A veces,A veces,A veces,A veces,A veces,A veces,A veces,A veces,A veces,A veces,A menudo,Nunca,Raramente,Raramente,A veces,Raramente,A menudo,2026-06-24 09:02:58
EI1302901ES,A menudo,A menudo,A veces,Nunca,A menudo,Siempre,A veces,Raramente,Raramente,A veces,Siempre,Raramente,A menudo,Nunca,A menudo,Siempre,A veces,A menudo,A veces,2026-11-19 07:34:48
EI9901202ES,A menudo,A menudo,Raramente,Raramente,A menudo,Raramente,Raramente,A veces,A menudo,Raramente,Raramente,Raramente,Siempre,Siempre,A menudo,Siempre,A veces,Siempre,A veces,2026-01-26 06:34:56
EI2505715ES,Raramente,A menudo,Raramente,A veces,A veces,A veces,Nunca,Raramente,Siempre,A menudo,Raramente,A veces,Nunca,A menudo,A menudo,A veces,A veces,A veces,A veces,2026-04-28 15:24:16
EI1006270ES,Raramente,Nunca,A veces,Raramente,Siempre,A veces,A veces,Siempre,A menudo,Siempre,A veces,A veces,A menudo,A veces,Raramente,Siempre,A veces,A veces,A menudo,2026-06-08 03:41:39
EI0700536ES,Raramente,A veces,A veces,A veces,A veces,A menudo,Raramente,A menudo,Siempre,A veces,Siempre,Nunca,Raramente,A veces,Raramente,Raramente,A menudo,Raramente,Raramente,2026-04-02 05:33:12
EI9705690ES,Raramente,A veces,A veces,A menudo,A veces,A menudo,Raramente,Nunca,A menudo,A veces,A menudo,A menudo,Raramente,A veces,A menudo,A veces,A veces,Siempre,A veces,2026-05-31 17:19:04
EI1703734ES,A veces,Nunca,A veces,Nunca,Nunca,A menudo,A menudo,Siempre,A menudo,A veces,Siempre,A veces,A menudo,A menudo,A menudo,Siempre,Siempre,A veces,Raramente,2026-05-10 00:47:16
EI9505800ES,Siempre,Siempre,A veces,A menudo,Raramente,Raramente,A veces,A menudo,Siempre,A menudo,A veces,A veces,A veces,A menudo,Nunca,A veces,Raramente,A menudo,Raramente,2026-11-21 20:45:18
EI1602875ES,A menudo,A menudo,A veces,A menudo,A menudo,A menudo,A veces,A menudo,Raramente,Raramente,Siempre,A veces,Raramente,Siempre,A veces,Raramente,Raramente,A veces,Nunca,2026-10-03 13:37:41
EI1805179ES,Raramente,A veces,A veces,Nunca,A veces,A veces,Siempre,A veces,A veces,A veces,Raramente,Siempre,A veces,Raramente,A menudo,Raramente,Nunca,Nunca,Raramente,2026-04-08 16:41:54
EI9903143ES,A veces,A veces,A veces,Siempre,Siempre,A menudo,A menudo,A menudo,A menudo,A veces,Raramente,A menudo,A menudo,A menudo,Siempre,A veces,Raramente,Nunca,Siempre,2026-03-22 02:00:04
EI0003114ES,Siempre,Siempre,A veces,Raramente,A menudo,A veces,Nunca,Raramente,Raramente,Siempre,A menudo,A menudo,Nunca,Raramente,Siempre,A veces,Siempre,Nunca,A menudo,2026-05-04 08:22:46
EI0703807ES,Siempre,A veces,Raramente,Nunca,Raramente,A veces,A veces,Nunca,A veces,Raramente,A veces,Raramente,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,Raramente,2026-06-27 01:37:54
EI1705039ES,A veces,A veces,A veces,A veces,Siempre,A veces,A menudo,Raramente,A menudo,A menudo,A veces,A veces,A menudo,Raramente,Raramente,Raramente,Raramente,Raramente,Siempre,2026-06-15 02:38:38
EI9304054ES,Siempre,A veces,A veces,Siempre,A menudo,A veces,A menudo,A menudo,Nunca,Siempre,A menudo,A menudo,Siempre,Siempre,A menudo,Raramente,Raramente,Raramente,A veces,2026-07-24 01:45:17
EI2503044ES,A menudo,A veces,A veces,A menudo,Nunca,A veces,A menudo,Nunca,A menudo,Raramente,A menudo,A veces,Raramente,Raramente,Nunca,A veces,A menudo,A veces,A menudo,2026-03-06 09:02:56
EI9801336ES,A veces,A menudo,A veces,Siempre,Raramente,Raramente,A veces,Raramente,Raramente,A veces,Siempre,Raramente,Siempre,Raramente,A menudo,Raramente,Nunca,A veces,A menudo,2026-03-09 11:53:35
EI1106245ES,A veces,Siempre,A menudo,A veces,Raramente,Raramente,A menudo,A menudo,Nunca,Siempre,Raramente,Nunca,Raramente,A menudo,A menudo,A veces,A veces,Raramente,A veces,2026-02-19 01:01:54
EI1702765ES,A veces,A veces,Siempre,Raramente,Raramente,A veces,Siempre,Siempre,Raramente,Raramente,A menudo,Siempre,A menudo,Siempre,A menudo,A veces,A veces,A veces,Siempre,2026-09-07 03:16:06
EI1805562ES,A menudo,Siempre,A veces,A veces,Raramente,Raramente,A menudo,A veces,A veces,A veces,A veces,Raramente,A menudo,A menudo,A veces,Nunca,A veces,A veces,A veces,2026-07-07 12:58:46
EI0301965ES,Raramente,Nunca,A veces,A veces,Siempre,Raramente,A veces,Raramente,Nunca,Raramente,Raramente,Nunca,Raramente,Raramente,Nunca,A veces,A menudo,A veces,A veces,2026-06-16 19:27:14
EI2501560ES,A menudo,A veces,Nunca,A veces,A veces,A veces,Siempre,Siempre,A menudo,Raramente,A veces,A veces,Raramente,A menudo,Nunca,A menudo,A veces,Raramente,A veces,2026-09-13 01:58:16
EI2400186ES,A menudo,A menudo,A menudo,A veces,A veces,Siempre,Siempre,A veces,A menudo,Siempre,Nunca,Nunca,A veces,A menudo,A menudo,Nunca,Siempre,Raramente,Siempre,2026-10-28 09:42:46
EI1205532ES,Raramente,Raramente,A menudo,Raramente,A menudo,A veces,Siempre,Nunca,A veces,A veces,A veces,Nunca,A veces,Nunca,Raramente,Nunca,Raramente,A veces,A veces,2026-11-21 01:54:18
EI2605072ES,A veces,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,A menudo,Raramente,A menudo,A menudo,A veces,A veces,A veces,Raramente,Raramente,Siempre,A veces,Raramente,2026-05-20 05:31:47
EI0906714ES,Raramente,A menudo,Siempre,Raramente,A veces,A veces,A menudo,A menudo,A veces,A veces,Raramente,Raramente,A veces,Raramente,A menudo,Siempre,Raramente,Nunca,Raramente,2026-03-19 23:34:46
EI2405842ES,A veces,Raramente,Raramente,A veces,Siempre,A veces,A veces,Nunca,Nunca,Siempre,A menudo,A menudo,A veces,Raramente,A menudo,Raramente,Raramente,A veces,A veces,2026-12-18 10:53:30
EI0706420ES,A veces,Raramente,A menudo,A menudo,A menudo,A veces,A veces,Siempre,A menudo,A veces,Nunca,Nunca,Raramente,A menudo,Siempre,Siempre,A menudo,A veces,A menudo,2026-06-24 14:19:06
EI9603663ES,Siempre,A veces,A veces,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,Raramente,A veces,A veces,Raramente,Raramente,Siempre,Siempre,Siempre,Nunca,A veces,2026-06-06 02:35:33
EI0203576ES,A menudo,Siempre,A veces,A menudo,Raramente,A veces,Raramente,Raramente,Nunca,Nunca,Nunca,A veces,Raramente,A veces,A veces,A menudo,Raramente,Siempre,A veces,2026-02-10 21:37:01
EI1602078ES,A menudo,A veces,A veces,A veces,A veces,Siempre,A veces,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A veces,A menudo,Raramente,A veces,A veces,2026-11-14 05:41:22
EI2201502ES,A menudo,Raramente,Raramente,A menudo,A veces,A menudo,Siempre,Siempre,Nunca,A menudo,Siempre,Raramente,A menudo,A menudo,Siempre,A veces,A veces,Siempre,Raramente,2026-07-10 13:33:13
EI9500234ES,Nunca,Siempre,A veces,Nunca,A veces,A veces,A menudo,Siempre,A menudo,A menudo,A menudo,Raramente,Siempre,Nunca,Nunca,A menudo,Siempre,A veces,A menudo,2026-02-14 04:47:28
EI2305490ES,A menudo,A menudo,A menudo,A veces,A veces,A veces,Nunca,A menudo,Nunca,Siempre,Siempre,Siempre,Raramente,Raramente,A veces,A menudo,A veces,A menudo,A menudo,2026-06-14 08:28:03
EI0101499ES,Raramente,Raramente,Raramente,Nunca,Raramente,Raramente,Nunca,Raramente,Nunca,A veces,Raramente,A veces,Siempre,Siempre,Raramente,A veces,Nunca,A veces,Nunca,2026-09-19 01:17:45
EI0504757ES,A veces,Siempre,Raramente,Siempre,A veces,Siempre,A menudo,A veces,Siempre,Nunca,A menudo,Raramente,Siempre,A menudo,A veces,A veces,Siempre,Nunca,Nunca,2026-09-06 18:49:07
EI0504410ES,Raramente,Raramente,A menudo,A menudo,Nunca,A menudo,A menudo,Raramente,A veces,A menudo,A veces,A veces,Nunca,Raramente,A veces,Siempre,A veces,A veces,A menudo,2026-02-08 21:20:58
EI2503718ES,A veces,A veces,Siempre,Siempre,Nunca,A veces,A veces,A veces,A veces,A veces,A veces,Nunca,Siempre,Siempre,A menudo,A veces,Raramente,A veces,A menudo,2026-02-16 09:04:58
