numero_empleado,mes,feedback,reconocimiento,apoyo_supervisor,apoyo_equipo
IE0104999,2025-03,5,5,3,3
IE0104999,2025-04,3,5,5,4
IE0104999,2025-05,4,5,5,4
IE0104999,2025-06,3,4,4,4
IE0104999,2025-07,4,4,5,2
IE0104999,2025-08,5,5,1,5
IE0104999,2025-09,2,5,4,5
IE0104999,2025-10,4,4,5,3
IE0104999,2025-11,3,3,5,4
IE0104999,2025-12,1,4,5,4
IE0104999,2026-01,3,2,2,5
IE0104999,2026-02,4,4,4,4
IE9100138,2025-03,5,5,3,3
IE9100138,2025-04,5,5,3,3
IE9100138,2025-05,1,4,2,5
IE9100138,2025-06,4,4,4,4
IE9100138,2025-07,3,3,4,3
IE9100138,2025-08,3,4,5,5
IE9100138,2025-09,5,4,5,4
IE9100138,2025-10,5,4,4,1
IE9100138,2025-11,3,2,3,3
IE9100138,2025-12,4,4,3,4
IE9100138,2026-01,5,4,4,4
IE9100138,2026-02,3,2,4,4
IE0804334,2025-03,3,3,4,3
IE0804334,2025-04,5,5,4,3
IE0804334,2025-05,5,5,5,2
IE0804334,2025-06,4,4,5,4
IE0804334,2025-07,4,4,4,4
IE0804334,2025-08,4,2,2,5
IE0804334,2025-09,4,4,2,4
IE0804334,2025-10,5,3,4,5
IE0804334,2025-11,5,3,5,2
IE0804334,2025-12,2,5,2,3
IE0804334,2026-01,4,2,5,5
IE0804334,2026-02,4,4,5,4
IE1005012,2025-03,3,4,4,1
IE1005012,2025-04,4,3,5,5
IE1005012,2025-05,5,2,4,5
IE1005012,2025-06,2,4,3,5
IE1005012,2025-07,5,5,4,3
IE1005012,2025-08,2,5,4,5
IE1005012,2025-09,4,3,4,3
IE1005012,2025-10,5,5,4,4
IE1005012,2025-11,5,4,3,4
IE1005012,2025-12,3,4,2,5
IE1005012,2026-01,4,5,5,4
IE1005012,2026-02,3,4,2,5
IE0502874,2025-03,5,4,5,4
IE0502874,2025-04,4,3,3,5
IE0502874,2025-05,4,5,3,4
IE0502874,2025-06,5,4,4,5
IE0502874,2025-07,3,2,5,4
IE0502874,2025-08,4,5,4,3
IE0502874,2025-09,5,2,5,2
IE0502874,2025-10,4,3,2,4
IE0502874,2025-11,2,5,3,5
IE0502874,2025-12,4,3,5,4
IE0502874,2026-01,3,4,5,3
IE0502874,2026-02,1,5,4,5
IE1604478,2025-03,3,5,5,4
IE1604478,2025-04,5,3,3,4
IE1604478,2025-05,3,5,4,2
IE1604478,2025-06,4,2,4,5
IE1604478,2025-07,4,3,1,5
IE1604478,2025-08,5,4,5,3
IE1604478,2025-09,5,3,4,4
IE1604478,2025-10,3,4,5,5
IE1604478,2025-11,3,2,3,5
IE1604478,2025-12,3,4,3,5
IE1604478,2026-01,4,3,5,1
IE1604478,2026-02,5,4,3,5
IE0401572,2025-03,4,4,5,1
IE0401572,2025-04,5,1,5,5
IE0401572,2025-05,4,4,4,2
IE0401572,2025-06,2,3,4,4
IE0401572,2025-07,4,3,4,4
IE0401572,2025-08,5,5,5,2
IE0401572,2025-09,1,1,4,3
IE0401572,2025-10,4,5,5,1
IE0401572,2025-11,4,3,4,4
IE0401572,2025-12,4,5,5,5
IE0401572,2026-01,5,5,5,3
IE0401572,2026-02,4,4,2,4
IE1204787,2025-03,5,5,2,4
IE1204787,2025-04,2,3,5,2
IE1204787,2025-05,4,5,5,3
IE1204787,2025-06,3,2,3,4
IE1204787,2025-07,3,4,4,5
IE1204787,2025-08,4,4,4,5
IE1204787,2025-09,4,5,5,3
IE1204787,2025-10,4,4,4,3
IE1204787,2025-11,3,4,3,3
IE1204787,2025-12,5,3,4,2
IE1204787,2026-01,4,2,4,5
IE1204787,2026-02,4,5,4,3
IE0903509,2025-03,5,2,5,5
IE0903509,2025-04,4,5,5,4
IE0903509,2025-05,5,4,5,5
IE0903509,2025-06,2,1,4,5
IE0903509,2025-07,1,5,5,1
IE0903509,2025-08,4,1,2,2
IE0903509,2025-09,1,4,4,3
IE0903509,2025-10,4,4,4,4
IE0903509,2025-11,5,4,1,5
IE0903509,2025-12,5,2,3,5
IE0903509,2026-01,1,3,4,1
IE0903509,2026-02,2,2,3,5
IE0000518,2025-03,5,4,4,4
IE0000518,2025-04,4,4,3,5
IE0000518,2025-05,5,5,4,3
IE0000518,2025-06,4,4,5,4
IE0000518,2025-07,4,3,4,4
IE0000518,2025-08,1,5,3,3
IE0000518,2025-09,4,4,4,4
IE0000518,2025-10,4,3,4,3
IE0000518,2025-11,1,5,3,3
IE0000518,2025-12,4,4,4,4
IE0000518,2026-01,4,2,2,4
IE0000518,2026-02,4,5,2,4
IE1104972,2025-03,4,4,5,1
IE1104972,2025-04,4,4,2,2
IE1104972,2025-05,3,5,4,4
IE1104972,2025-06,1,5,3,5
IE1104972,2025-07,5,5,3,3
IE1104972,2025-08,5,4,5,5
IE1104972,2025-09,4,4,5,5
IE1104972,2025-10,4,2,3,5
IE1104972,2025-11,3,5,4,4
IE1104972,2025-12,4,5,3,1
IE1104972,2026-01,4,3,3,5
IE1104972,2026-02,1,5,3,4
IE9700739,2025-03,3,5,3,5
IE9700739,2025-04,5,4,4,5
IE9700739,2025-05,5,3,5,4
IE9700739,2025-06,5,5,5,4
IE9700739,2025-07,4,1,4,3
IE9700739,2025-08,2,5,5,4
IE9700739,2025-09,4,4,3,4
IE9700739,2025-10,2,4,3,4
IE9700739,2025-11,3,3,5,5
IE9700739,2025-12,3,4,4,4
IE9700739,2026-01,4,3,4,3
IE9700739,2026-02,4,4,3,3
IE2203419,2025-03,2,4,5,3
IE2203419,2025-04,1,4,2,5
IE2203419,2025-05,2,5,2,1
IE2203419,2025-06,5,5,3,4
IE2203419,2025-07,2,5,3,4
IE2203419,2025-08,3,4,1,5
IE2203419,2025-09,5,5,5,5
IE2203419,2025-10,4,4,5,2
IE2203419,2025-11,3,2,5,5
IE2203419,2025-12,1,5,5,3
IE2203419,2026-01,4,4,5,2
IE2203419,2026-02,4,4,3,5
IE0502313,2025-03,3,5,4,4
IE0502313,2025-04,3,4,5,4
IE0502313,2025-05,4,4,5,5
IE0502313,2025-06,4,4,5,5
IE0502313,2025-07,4,5,5,4
IE0502313,2025-08,2,4,5,4
IE0502313,2025-09,1,4,5,5
IE0502313,2025-10,4,4,4,4
IE0502313,2025-11,4,5,2,4
IE0502313,2025-12,4,4,5,4
IE0502313,2026-01,4,3,5,4
IE0502313,2026-02,3,5,4,1
IE9103002,2025-03,4,3,4,5
IE9103002,2025-04,5,4,4,3
IE9103002,2025-05,3,5,3,5
IE9103002,2025-06,4,4,5,5
IE9103002,2025-07,4,5,3,4
IE9103002,2025-08,3,3,4,5
IE9103002,2025-09,1,5,5,3
IE9103002,2025-10,2,5,3,4
IE9103002,2025-11,5,3,3,3
IE9103002,2025-12,4,2,4,4
IE9103002,2026-01,4,5,4,5
IE9103002,2026-02,4,3,3,5
IE1102898,2025-03,4,4,4,2
IE1102898,2025-04,5,4,4,4
IE1102898,2025-05,5,4,4,4
IE1102898,2025-06,3,4,5,5
IE1102898,2025-07,5,4,3,5
IE1102898,2025-08,2,4,2,5
IE1102898,2025-09,4,5,5,3
IE1102898,2025-10,4,4,4,5
IE1102898,2025-11,3,3,3,4
IE1102898,2025-12,4,1,3,5
IE1102898,2026-01,5,3,3,4
IE1102898,2026-02,4,2,5,5
IE9602983,2025-03,3,4,3,4
IE9602983,2025-04,5,3,2,4
IE9602983,2025-05,4,3,4,5
IE9602983,2025-06,5,4,3,4
IE9602983,2025-07,1,3,5,2
IE9602983,2025-08,5,3,2,5
IE9602983,2025-09,5,4,5,5
IE9602983,2025-10,3,3,3,4
IE9602983,2025-11,4,5,3,3
IE9602983,2025-12,3,2,5,3
IE9602983,2026-01,2,3,4,3
IE9602983,2026-02,5,4,5,3
IE0301437,2025-03,4,3,3,4
IE0301437,2025-04,4,5,3,4
IE0301437,2025-05,5,3,2,2
IE0301437,2025-06,4,5,4,5
IE0301437,2025-07,4,4,3,4
IE0301437,2025-08,1,2,5,5
IE0301437,2025-09,4,4,5,3
IE0301437,2025-10,3,1,4,4
IE0301437,2025-11,4,3,5,5
IE0301437,2025-12,4,2,2,2
IE0301437,2026-01,3,5,5,2
IE0301437,2026-02,4,1,5,5
IE9702070,2025-03,4,2,4,4
IE9702070,2025-04,3,4,5,2
IE9702070,2025-05,2,5,4,4
IE9702070,2025-06,4,4,5,4
IE9702070,2025-07,5,3,4,4
IE9702070,2025-08,2,5,4,5
IE9702070,2025-09,4,5,3,4
IE9702070,2025-10,3,5,4,5
IE9702070,2025-11,3,5,4,3
IE9702070,2025-12,4,4,5,5
IE9702070,2026-01,3,3,3,4
IE9702070,2026-02,4,4,5,4
IE0902090,2025-03,2,3,5,5
IE0902090,2025-04,1,4,2,3
IE0902090,2025-05,3,4,4,1
IE0902090,2025-06,3,3,4,5
IE0902090,2025-07,5,3,4,3
IE0902090,2025-08,3,5,5,4
IE0902090,2025-09,5,3,5,4
IE0902090,2025-10,3,5,3,5
IE0902090,2025-11,4,5,5,5
IE0902090,2025-12,4,1,5,4
IE0902090,2026-01,2,3,4,1
IE0902090,2026-02,4,4,3,4
IE9405105,2025-03,5,4,4,4
IE9405105,2025-04,4,5,1,3
IE9405105,2025-05,4,3,3,4
IE9405105,2025-06,5,4,5,5
IE9405105,2025-07,4,4,3,5
IE9405105,2025-08,5,3,4,5
IE9405105,2025-09,3,3,3,4
IE9405105,2025-10,4,4,3,2
IE9405105,2025-11,3,4,4,4
IE9405105,2025-12,4,4,4,4
IE9405105,2026-01,4,4,2,4
IE9405105,2026-02,5,5,4,3
IE9902849,2025-03,4,4,4,5
IE9902849,2025-04,3,4,3,5
IE9902849,2025-05,4,2,3,5
IE9902849,2025-06,5,4,4,5
IE9902849,2025-07,4,4,3,3
IE9902849,2025-08,3,5,2,4
IE9902849,2025-09,5,4,5,5
IE9902849,2025-10,4,5,3,1
IE9902849,2025-11,5,4,5,3
IE9902849,2025-12,5,4,4,5
IE9902849,2026-01,3,4,4,4
IE9902849,2026-02,5,4,3,3
IE2102591,2025-03,4,4,5,5
IE2102591,2025-04,4,3,5,4
IE2102591,2025-05,4,5,4,3
IE2102591,2025-06,5,3,2,4
IE2102591,2025-07,5,5,4,3
IE2102591,2025-08,5,5,5,5
IE2102591,2025-09,2,2,4,5
IE2102591,2025-10,5,4,5,3
IE2102591,2025-11,3,3,4,4
IE2102591,2025-12,5,3,4,3
IE2102591,2026-01,2,3,5,3
IE2102591,2026-02,4,4,4,4
IE0802507,2025-03,5,3,4,4
IE0802507,2025-04,1,3,3,5
IE0802507,2025-05,1,3,4,4
IE0802507,2025-06,5,2,2,3
IE0802507,2025-07,4,4,4,2
IE0802507,2025-08,4,4,3,3
IE0802507,2025-09,4,1,4,4
IE0802507,2025-10,1,1,4,3
IE0802507,2025-11,2,5,2,3
IE0802507,2025-12,5,4,3,5
IE0802507,2026-01,4,5,5,1
IE0802507,2026-02,4,3,4,4
IE9302283,2025-03,5,4,2,4
IE9302283,2025-04,5,4,5,3
IE9302283,2025-05,2,3,2,2
IE9302283,2025-06,3,3,4,5
IE9302283,2025-07,4,2,4,5
IE9302283,2025-08,4,5,4,4
IE9302283,2025-09,4,4,3,5
IE9302283,2025-10,2,3,4,3
IE9302283,2025-11,3,2,5,4
IE9302283,2025-12,4,5,4,5
IE9302283,2026-01,5,5,5,4
IE9302283,2026-02,5,5,5,4
IE9403202,2025-03,2,4,5,5
IE9403202,2025-04,4,4,4,3
IE9403202,2025-05,4,3,4,4
IE9403202,2025-06,1,5,5,4
IE9403202,2025-07,2,3,4,4
IE9403202,2025-08,4,3,3,2
IE9403202,2025-09,5,4,4,4
IE9403202,2025-10,4,4,4,4
IE9403202,2025-11,5,3,4,3
IE9403202,2025-12,2,4,5,1
IE9403202,2026-01,5,3,4,4
IE9403202,2026-02,4,3,3,5
IE0803741,2025-03,5,3,1,3
IE0803741,2025-04,4,5,5,5
IE0803741,2025-05,5,4,2,3
IE0803741,2025-06,5,1,2,5
IE0803741,2025-07,5,4,3,5
IE0803741,2025-08,4,4,4,5
IE0803741,2025-09,3,4,5,5
IE0803741,2025-10,3,1,4,3
IE0803741,2025-11,3,2,4,4
IE0803741,2025-12,4,4,5,5
IE0803741,2026-01,5,1,3,5
IE0803741,2026-02,4,3,5,5
IE9003037,2025-03,3,5,3,5
IE9003037,2025-04,5,3,1,4
IE9003037,2025-05,5,5,4,5
IE9003037,2025-06,2,4,5,5
IE9003037,2025-07,4,5,1,5
IE9003037,2025-08,3,3,2,5
IE9003037,2025-09,2,5,3,4
IE9003037,2025-10,5,4,4,2
IE9003037,2025-11,4,4,5,3
IE9003037,2025-12,3,5,4,1
IE9003037,2026-01,2,4,4,4
IE9003037,2026-02,4,2,3,5
IE0104056,2025-03,3,4,3,1
IE0104056,2025-04,5,4,4,1
IE0104056,2025-05,4,5,5,5
IE0104056,2025-06,4,4,4,4
IE0104056,2025-07,5,2,5,4
IE0104056,2025-08,4,2,5,4
IE0104056,2025-09,4,5,4,4
IE0104056,2025-10,5,5,4,4
IE0104056,2025-11,3,4,4,5
IE0104056,2025-12,1,3,4,4
IE0104056,2026-01,3,3,4,5
IE0104056,2026-02,4,1,4,4
IE2201770,2025-03,2,3,2,2
IE2201770,2025-04,4,5,5,4
IE2201770,2025-05,5,4,5,5
IE2201770,2025-06,5,4,5,4
IE2201770,2025-07,1,4,3,2
IE2201770,2025-08,4,5,2,5
IE2201770,2025-09,3,4,5,4
IE2201770,2025-10,4,4,4,1
IE2201770,2025-11,3,2,3,5
IE2201770,2025-12,4,3,1,4
IE2201770,2026-01,5,1,5,4
IE2201770,2026-02,1,3,5,2
IE1202924,2025-03,4,4,4,3
IE1202924,2025-04,5,3,4,5
IE1202924,2025-05,1,4,5,5
IE1202924,2025-06,4,5,5,3
IE1202924,2025-07,4,4,4,4
IE1202924,2025-08,4,5,4,2
IE1202924,2025-09,5,5,5,5
IE1202924,2025-10,5,4,2,3
IE1202924,2025-11,4,2,5,5
IE1202924,2025-12,4,3,2,4
IE1202924,2026-01,2,2,4,5
IE1202924,2026-02,4,3,5,5
IE0403006,2025-03,4,3,2,1
IE0403006,2025-04,5,5,2,5
IE0403006,2025-05,5,5,2,1
IE0403006,2025-06,4,3,4,4
IE0403006,2025-07,4,5,1,4
IE0403006,2025-08,5,5,4,4
IE0403006,2025-09,5,4,3,4
IE0403006,2025-10,5,5,5,4
IE0403006,2025-11,3,4,4,2
IE0403006,2025-12,3,5,5,2
IE0403006,2026-01,5,4,4,1
IE0403006,2026-02,5,4,4,5
IE1202963,2025-03,5,5,5,4
IE1202963,2025-04,5,2,5,4
IE1202963,2025-05,3,3,3,4
IE1202963,2025-06,4,5,4,5
IE1202963,2025-07,4,3,5,4
IE1202963,2025-08,4,4,4,4
IE1202963,2025-09,5,4,2,4
IE1202963,2025-10,2,4,4,1
IE1202963,2025-11,5,3,4,4
IE1202963,2025-12,5,5,4,2
IE1202963,2026-01,4,5,5,5
IE1202963,2026-02,5,5,4,4
IE1105418,2025-03,5,3,3,4
IE1105418,2025-04,5,4,4,4
IE1105418,2025-05,2,4,5,4
IE1105418,2025-06,4,4,3,4
IE1105418,2025-07,4,3,5,3
IE1105418,2025-08,5,5,4,2
IE1105418,2025-09,5,2,3,4
IE1105418,2025-10,4,5,5,5
IE1105418,2025-11,4,4,3,5
IE1105418,2025-12,5,2,5,4
IE1105418,2026-01,3,4,3,3
IE1105418,2026-02,4,3,4,3
IE1002512,2025-03,3,5,2,4
IE1002512,2025-04,3,4,4,4
IE1002512,2025-05,4,5,4,3
IE1002512,2025-06,5,3,4,4
IE1002512,2025-07,3,4,2,5
IE1002512,2025-08,4,4,3,5
IE1002512,2025-09,5,4,4,4
IE1002512,2025-10,3,4,3,1
IE1002512,2025-11,5,2,5,4
IE1002512,2025-12,5,5,2,5
IE1002512,2026-01,5,4,3,5
IE1002512,2026-02,2,3,2,5
IE1405374,2025-03,5,4,5,5
IE1405374,2025-04,1,2,5,5
IE1405374,2025-05,5,1,1,2
IE1405374,2025-06,3,3,4,3
IE1405374,2025-07,5,2,3,3
IE1405374,2025-08,4,5,4,5
IE1405374,2025-09,3,3,4,3
IE1405374,2025-10,3,4,4,5
IE1405374,2025-11,4,5,4,2
IE1405374,2025-12,4,5,3,3
IE1405374,2026-01,5,5,4,2
IE1405374,2026-02,5,3,5,2
IE1802254,2025-03,5,4,2,2
IE1802254,2025-04,3,2,4,3
IE1802254,2025-05,4,4,2,4
IE1802254,2025-06,4,4,3,4
IE1802254,2025-07,4,3,4,3
IE1802254,2025-08,4,1,4,5
IE1802254,2025-09,2,3,2,3
IE1802254,2025-10,5,4,4,4
IE1802254,2025-11,4,5,4,4
IE1802254,2025-12,1,5,3,5
IE1802254,2026-01,3,2,1,5
IE1802254,2026-02,4,2,5,5
IE0000477,2025-03,4,3,4,3
IE0000477,2025-04,2,2,4,2
IE0000477,2025-05,3,5,3,5
IE0000477,2025-06,4,5,2,4
IE0000477,2025-07,3,4,5,4
IE0000477,2025-08,4,2,5,4
IE0000477,2025-09,3,2,4,5
IE0000477,2025-10,5,4,4,4
IE0000477,2025-11,2,4,2,3
IE0000477,2025-12,1,5,4,5
IE0000477,2026-01,5,2,5,5
IE0000477,2026-02,2,4,3,5
IE2603281,2025-03,5,2,5,5
IE2603281,2025-04,5,3,2,5
IE2603281,2025-05,3,2,2,5
IE2603281,2025-06,4,5,3,5
IE2603281,2025-07,4,4,2,3
IE2603281,2025-08,5,3,4,3
IE2603281,2025-09,5,4,4,3
IE2603281,2025-10,2,5,5,5
IE2603281,2025-11,4,2,5,2
IE2603281,2025-12,3,3,3,2
IE2603281,2026-01,4,2,3,4
IE2603281,2026-02,5,2,5,1
IE2201449,2025-03,4,2,4,2
IE2201449,2025-04,5,5,3,5
IE2201449,2025-05,5,2,4,2
IE2201449,2025-06,5,5,5,4
IE2201449,2025-07,4,5,4,5
IE2201449,2025-08,2,3,2,4
IE2201449,2025-09,5,2,5,4
IE2201449,2025-10,3,4,1,5
IE2201449,2025-11,4,5,5,4
IE2201449,2025-12,2,5,5,5
IE2201449,2026-01,3,5,4,4
IE2201449,2026-02,5,2,4,5
IE0505284,2025-03,5,5,3,4
IE0505284,2025-04,4,1,4,1
IE0505284,2025-05,4,5,2,5
IE0505284,2025-06,4,5,4,2
IE0505284,2025-07,3,4,4,5
IE0505284,2025-08,5,4,5,4
IE0505284,2025-09,4,5,3,5
IE0505284,2025-10,5,5,4,3
IE0505284,2025-11,2,4,5,1
IE0505284,2025-12,1,5,5,5
IE0505284,2026-01,2,5,5,5
IE0505284,2026-02,2,5,1,3
IE1104004,2025-03,5,2,4,3
IE1104004,2025-04,4,2,4,5
IE1104004,2025-05,5,4,5,3
IE1104004,2025-06,3,4,4,5
IE1104004,2025-07,3,4,3,5
IE1104004,2025-08,3,4,5,5
IE1104004,2025-09,5,4,2,2
IE1104004,2025-10,4,1,4,4
IE1104004,2025-11,4,3,5,3
IE1104004,2025-12,4,3,4,4
IE1104004,2026-01,4,3,5,3
IE1104004,2026-02,4,4,4,3
IE1505482,2025-03,5,3,5,5
IE1505482,2025-04,2,4,4,5
IE1505482,2025-05,4,5,4,5
IE1505482,2025-06,3,4,2,4
IE1505482,2025-07,5,1,4,4
IE1505482,2025-08,4,5,5,5
IE1505482,2025-09,4,2,5,5
IE1505482,2025-10,4,4,4,3
IE1505482,2025-11,5,1,5,5
IE1505482,2025-12,4,3,4,2
IE1505482,2026-01,4,5,4,4
IE1505482,2026-02,3,2,4,3
IE1201728,2025-03,2,4,5,1
IE1201728,2025-04,1,3,5,2
IE1201728,2025-05,2,5,4,3
IE1201728,2025-06,5,1,3,5
IE1201728,2025-07,5,4,5,4
IE1201728,2025-08,3,3,1,2
IE1201728,2025-09,4,5,3,1
IE1201728,2025-10,5,2,4,3
IE1201728,2025-11,4,5,3,5
IE1201728,2025-12,4,5,4,3
IE1201728,2026-01,5,3,2,3
IE1201728,2026-02,4,5,4,3
IE0704746,2025-03,3,4,4,4
IE0704746,2025-04,5,4,3,2
IE0704746,2025-05,5,5,5,2
IE0704746,2025-06,4,3,3,4
IE0704746,2025-07,5,3,1,5
IE0704746,2025-08,4,2,4,4
IE0704746,2025-09,4,4,5,5
IE0704746,2025-10,4,4,4,5
IE0704746,2025-11,4,4,3,2
IE0704746,2025-12,3,4,5,4
IE0704746,2026-01,3,4,3,5
IE0704746,2026-02,4,1,3,3
IE9702709,2025-03,5,4,1,5
IE9702709,2025-04,2,3,4,3
IE9702709,2025-05,3,3,2,2
IE9702709,2025-06,3,3,5,5
IE9702709,2025-07,2,5,3,1
IE9702709,2025-08,4,4,1,4
IE9702709,2025-09,3,3,4,4
IE9702709,2025-10,3,3,5,5
IE9702709,2025-11,5,3,5,5
IE9702709,2025-12,5,4,3,4
IE9702709,2026-01,2,2,5,5
IE9702709,2026-02,2,3,4,4
IE1404987,2025-03,2,2,3,5
IE1404987,2025-04,3,2,4,2
IE1404987,2025-05,5,5,5,3
IE1404987,2025-06,4,4,3,5
IE1404987,2025-07,1,4,3,2
IE1404987,2025-08,2,3,5,4
IE1404987,2025-09,5,5,5,2
IE1404987,2025-10,4,1,5,4
IE1404987,2025-11,3,5,4,5
IE1404987,2025-12,4,2,3,4
IE1404987,2026-01,5,2,4,2
IE1404987,2026-02,5,1,4,4
IE0903284,2025-03,3,1,5,5
IE0903284,2025-04,4,4,3,5
IE0903284,2025-05,3,5,4,5
IE0903284,2025-06,3,3,5,5
IE0903284,2025-07,3,5,4,5
IE0903284,2025-08,2,3,5,2
IE0903284,2025-09,5,5,3,5
IE0903284,2025-10,1,5,5,5
IE0903284,2025-11,4,5,3,2
IE0903284,2025-12,5,3,4,4
IE0903284,2026-01,5,3,4,4
IE0903284,2026-02,5,5,4,5
IE2404550,2025-03,5,4,3,4
IE2404550,2025-04,2,5,5,5
IE2404550,2025-05,5,4,5,3
IE2404550,2025-06,3,5,3,2
IE2404550,2025-07,4,5,5,4
IE2404550,2025-08,3,4,1,4
IE2404550,2025-09,4,4,4,5
IE2404550,2025-10,5,5,3,5
IE2404550,2025-11,4,5,4,1
IE2404550,2025-12,5,4,5,5
IE2404550,2026-01,4,4,3,4
IE2404550,2026-02,2,2,5,5
IE0202765,2025-03,2,3,4,5
IE0202765,2025-04,4,4,4,4
IE0202765,2025-05,4,5,5,5
IE0202765,2025-06,4,3,4,5
IE0202765,2025-07,1,4,5,4
IE0202765,2025-08,5,3,5,4
IE0202765,2025-09,5,4,5,5
IE0202765,2025-10,3,5,5,3
IE0202765,2025-11,5,1,3,5
IE0202765,2025-12,2,4,2,1
IE0202765,2026-01,4,2,5,5
IE0202765,2026-02,4,1,5,5
IE1003568,2025-03,4,4,2,2
IE1003568,2025-04,4,5,5,3
IE1003568,2025-05,4,5,3,5
IE1003568,2025-06,3,4,3,5
IE1003568,2025-07,5,2,4,4
IE1003568,2025-08,2,2,4,5
IE1003568,2025-09,2,3,4,5
IE1003568,2025-10,5,5,3,4
IE1003568,2025-11,3,3,2,5
IE1003568,2025-12,4,5,5,4
IE1003568,2026-01,4,3,3,4
IE1003568,2026-02,3,4,2,4
IE1201608,2025-03,5,3,1,4
IE1201608,2025-04,4,5,3,5
IE1201608,2025-05,5,5,4,4
IE1201608,2025-06,1,5,1,4
IE1201608,2025-07,3,4,5,5
IE1201608,2025-08,4,2,3,4
IE1201608,2025-09,4,5,4,4
IE1201608,2025-10,5,5,3,3
IE1201608,2025-11,3,5,4,3
IE1201608,2025-12,5,5,3,4
IE1201608,2026-01,1,4,3,3
IE1201608,2026-02,3,3,5,4
IE1404117,2025-03,4,1,2,2
IE1404117,2025-04,5,3,4,5
IE1404117,2025-05,5,5,2,5
IE1404117,2025-06,2,3,1,4
IE1404117,2025-07,4,4,5,4
IE1404117,2025-08,5,2,4,1
IE1404117,2025-09,4,5,5,1
IE1404117,2025-10,5,4,3,5
IE1404117,2025-11,5,3,3,5
IE1404117,2025-12,5,5,3,3
IE1404117,2026-01,5,4,1,3
IE1404117,2026-02,3,4,4,3
IE9704041,2025-03,4,2,3,5
IE9704041,2025-04,5,5,5,3
IE9704041,2025-05,4,4,5,3
IE9704041,2025-06,4,5,5,4
IE9704041,2025-07,4,4,5,4
IE9704041,2025-08,4,4,4,4
IE9704041,2025-09,4,5,4,4
IE9704041,2025-10,3,5,3,5
IE9704041,2025-11,1,3,2,2
IE9704041,2025-12,4,2,5,4
IE9704041,2026-01,5,4,4,1
IE9704041,2026-02,1,3,4,3
IE1605250,2025-03,4,2,4,2
IE1605250,2025-04,2,5,5,5
IE1605250,2025-05,5,3,3,5
IE1605250,2025-06,2,4,3,1
IE1605250,2025-07,2,4,3,2
IE1605250,2025-08,5,3,3,5
IE1605250,2025-09,3,4,4,4
IE1605250,2025-10,2,4,3,5
IE1605250,2025-11,5,3,5,5
IE1605250,2025-12,4,3,4,5
IE1605250,2026-01,4,1,5,3
IE1605250,2026-02,4,2,5,4
IE1202809,2025-03,4,1,4,4
IE1202809,2025-04,3,3,5,5
IE1202809,2025-05,4,4,5,4
IE1202809,2025-06,4,1,3,3
IE1202809,2025-07,4,1,4,4
IE1202809,2025-08,5,3,5,3
IE1202809,2025-09,5,4,2,4
IE1202809,2025-10,4,4,4,3
IE1202809,2025-11,5,5,4,4
IE1202809,2025-12,3,1,2,5
IE1202809,2026-01,4,4,2,1
IE1202809,2026-02,5,4,3,5
IE1904376,2025-03,5,1,5,4
IE1904376,2025-04,4,4,4,4
IE1904376,2025-05,3,4,2,3
IE1904376,2025-06,5,5,5,1
IE1904376,2025-07,3,4,5,3
IE1904376,2025-08,5,4,5,1
IE1904376,2025-09,5,4,4,1
IE1904376,2025-10,5,3,3,3
IE1904376,2025-11,4,5,5,3
IE1904376,2025-12,5,5,4,4
IE1904376,2026-01,5,5,3,3
IE1904376,2026-02,4,4,3,4
IE0001749,2025-03,3,4,4,2
IE0001749,2025-04,5,4,5,4
IE0001749,2025-05,4,4,1,4
IE0001749,2025-06,5,3,4,2
IE0001749,2025-07,4,3,5,4
IE0001749,2025-08,1,4,5,4
IE0001749,2025-09,2,4,3,5
IE0001749,2025-10,5,4,4,2
IE0001749,2025-11,2,1,4,3
IE0001749,2025-12,3,5,5,4
IE0001749,2026-01,2,5,4,4
IE0001749,2026-02,2,3,5,4
IE0703945,2025-03,4,4,2,4
IE0703945,2025-04,5,4,2,4
IE0703945,2025-05,5,5,5,5
IE0703945,2025-06,5,4,4,5
IE0703945,2025-07,5,5,2,5
IE0703945,2025-08,3,3,3,4
IE0703945,2025-09,3,3,5,1
IE0703945,2025-10,5,4,5,2
IE0703945,2025-11,4,3,3,5
IE0703945,2025-12,2,4,4,5
IE0703945,2026-01,2,5,3,3
IE0703945,2026-02,4,2,5,4
IE0403375,2025-03,4,5,3,4
IE0403375,2025-04,4,4,2,5
IE0403375,2025-05,5,4,5,2
IE0403375,2025-06,4,3,4,4
IE0403375,2025-07,5,4,3,5
IE0403375,2025-08,5,4,4,3
IE0403375,2025-09,2,3,4,4
IE0403375,2025-10,4,4,4,4
IE0403375,2025-11,4,4,1,4
IE0403375,2025-12,5,5,4,2
IE0403375,2026-01,4,2,4,1
IE0403375,2026-02,4,4,3,5
IE9303664,2025-03,5,2,2,4
IE9303664,2025-04,4,4,5,2
IE9303664,2025-05,4,4,4,3
IE9303664,2025-06,4,4,3,3
IE9303664,2025-07,4,5,4,3
IE9303664,2025-08,4,4,5,2
IE9303664,2025-09,4,3,3,5
IE9303664,2025-10,4,4,3,3
IE9303664,2025-11,4,5,1,4
IE9303664,2025-12,3,2,4,4
IE9303664,2026-01,4,5,4,2
IE9303664,2026-02,3,2,3,4
IE2100098,2025-03,4,5,5,5
IE2100098,2025-04,4,4,4,4
