numero_empleado,mes,horas_trabajadas,ausencias_justificadas,ausencias_no_justificadas,rating_desempeno
IE9200053,2025-05,165,0,0,Exceeds
IE9200053,2025-06,179,0,0,Exceeds
IE9200053,2025-07,173,0,0,Exceeds
IE9200053,2025-08,174,1,1,Meets
IE9200053,2025-09,162,1,1,Meets
IE9200053,2025-10,145,2,0,Needs Improvement
IE9200053,2025-11,164,1,0,Exceeds
IE9200053,2025-12,165,0,1,Meets
IE9200053,2026-01,172,1,0,Exceeds
IE9200053,2026-02,159,0,0,Exceeds
IE1000054,2025-03,182,2,0,Meets
IE1000054,2025-04,175,0,0,Exceeds
IE1000054,2025-05,178,2,0,Meets
IE1000054,2025-06,197,0,0,Exceeds
IE1000054,2025-07,155,0,1,Meets
IE1000054,2025-08,147,0,0,Exceeds
IE1000054,2025-09,169,1,0,Exceeds
IE1000054,2025-10,166,0,0,Exceeds
IE1000054,2025-11,167,2,0,Meets
IE1000054,2025-12,149,1,0,Exceeds
IE1000054,2026-01,177,0,0,Exceeds
IE1000054,2026-02,148,0,1,Meets
IE0900055,2025-03,187,2,0,Exceeds
IE0900055,2025-04,164,0,1,Exceeds
IE0900055,2025-05,161,0,1,Meets
IE0900055,2025-06,173,0,0,Meets
IE0900055,2025-07,164,0,0,Meets
IE0900055,2025-08,161,1,0,Meets
IE0900055,2025-09,175,1,0,Meets
IE0900055,2025-10,147,2,2,Needs Improvement
IE0900055,2025-11,173,0,1,Meets
IE0900055,2025-12,160,3,0,Needs Improvement
IE0900055,2026-01,159,0,0,Exceeds
IE0900055,2026-02,165,1,0,Exceeds
IE0400056,2025-03,152,0,0,Meets
IE0400056,2025-04,177,1,0,Meets
IE0400056,2025-05,181,1,0,Meets
IE0400056,2025-06,163,2,1,Meets
IE0400056,2025-07,178,0,0,Meets
IE0400056,2025-08,161,0,0,Exceeds
IE0400056,2025-09,162,3,0,Needs Improvement
IE0400056,2025-10,174,2,0,Meets
IE0400056,2025-11,161,0,0,Meets
IE0400056,2025-12,170,0,1,Meets
IE0400056,2026-01,175,0,0,Meets
IE0400056,2026-02,168,2,0,Needs Improvement
IE9500057,2025-03,185,0,0,Exceeds
IE9500057,2025-04,145,1,0,Meets
IE9500057,2025-05,163,1,0,Meets
IE9500057,2025-06,162,0,0,Meets
IE9500057,2025-07,164,2,0,Needs Improvement
IE9500057,2025-08,168,1,0,Exceeds
IE9500057,2025-09,195,0,0,Meets
IE9500057,2025-10,185,0,0,Meets
IE9500057,2025-11,143,1,0,Meets
IE9500057,2025-12,173,0,0,Exceeds
IE9500057,2026-01,185,2,0,Exceeds
IE9500057,2026-02,179,0,0,Exceeds
IE2100058,2025-03,169,1,0,Exceeds
IE2100058,2025-04,166,1,0,Exceeds
IE2100058,2025-05,172,1,2,Meets
IE2100058,2025-06,156,0,0,Meets
IE2100058,2025-07,149,1,0,Needs Improvement
IE2100058,2025-08,158,1,0,Meets
IE2100058,2025-09,187,2,0,Needs Improvement
IE2100058,2025-10,162,1,1,Meets
IE2100058,2025-11,177,0,0,Meets
IE2100058,2025-12,156,1,0,Meets
IE2100058,2026-01,158,1,1,Meets
IE2100058,2026-02,181,0,1,Meets
IE0800059,2025-03,168,0,0,Meets
IE0800059,2025-04,144,2,0,Meets
IE0800059,2025-05,146,2,0,Exceeds
IE0800059,2025-06,181,0,0,Exceeds
IE0800059,2025-07,186,0,0,Exceeds
IE0800059,2025-08,155,0,1,Exceeds
IE0800059,2025-09,151,0,1,Meets
IE0800059,2025-10,157,1,1,Meets
IE0800059,2025-11,167,0,0,Meets
IE0800059,2025-12,159,0,0,Meets
IE0800059,2026-01,165,0,0,Exceeds
IE0800059,2026-02,157,1,0,Meets
IE9000060,2025-03,178,0,0,Meets
IE9000060,2025-04,164,1,0,Meets
IE9000060,2025-05,165,2,0,Meets
IE9000060,2025-06,189,0,0,Meets
IE9000060,2025-07,157,1,0,Meets
IE9000060,2025-08,170,0,0,Exceeds
IE9000060,2025-09,190,0,0,Outstanding
IE9000060,2025-10,167,1,0,Meets
IE9000060,2025-11,176,1,0,Meets
IE9000060,2025-12,182,0,0,Exceeds
IE9000060,2026-01,175,0,0,Exceeds
IE9000060,2026-02,184,2,0,Needs Improvement
IE1700061,2025-03,174,2,0,Meets
IE1700061,2025-04,167,0,1,Meets
IE1700061,2025-05,157,0,3,Exceeds
IE1700061,2025-06,159,0,0,Exceeds
IE1700061,2025-07,159,1,0,Meets
IE1700061,2025-08,188,2,0,Exceeds
IE1700061,2025-09,148,3,1,Meets
IE1700061,2025-10,151,1,1,Meets
IE1700061,2025-11,167,1,0,Meets
IE1700061,2025-12,163,2,0,Needs Improvement
IE1700061,2026-01,181,0,0,Exceeds
IE1700061,2026-02,155,1,0,Outstanding
IE0300062,2025-03,175,0,0,Meets
IE0300062,2025-04,164,0,0,Exceeds
IE0300062,2025-05,164,0,0,Exceeds
IE0300062,2025-06,176,0,0,Meets
IE0300062,2025-07,173,1,0,Meets
IE0300062,2025-08,163,0,2,Meets
IE0300062,2025-09,178,0,0,Exceeds
IE0300062,2025-10,178,1,2,Needs Improvement
IE0300062,2025-11,167,4,1,Needs Improvement
IE0300062,2025-12,163,1,1,Meets
IE0300062,2026-01,149,5,0,Needs Improvement
IE0300062,2026-02,185,1,0,Exceeds
IE0900063,2025-03,144,0,0,Exceeds
IE0900063,2025-04,154,0,0,Meets
IE0900063,2025-05,191,3,0,Meets
IE0900063,2025-06,154,1,0,Meets
IE0900063,2025-07,171,0,0,Meets
IE0900063,2025-08,194,1,1,Meets
IE0900063,2025-09,180,1,0,Needs Improvement
IE0900063,2025-10,133,0,0,Meets
IE0900063,2025-11,163,0,0,Meets
IE0900063,2025-12,189,2,1,Meets
IE0900063,2026-01,185,0,0,Meets
IE0900063,2026-02,174,3,2,Needs Improvement
IE1600064,2025-03,158,1,0,Meets
IE1600064,2025-04,132,2,0,Exceeds
IE1600064,2025-05,165,1,0,Needs Improvement
IE1600064,2025-06,185,1,0,Meets
IE1600064,2025-07,171,0,0,Exceeds
IE1600064,2025-08,162,0,0,Exceeds
IE1600064,2025-09,178,0,0,Exceeds
IE1600064,2025-10,148,2,0,Needs Improvement
IE1600064,2025-11,144,1,1,Meets
IE1600064,2025-12,155,0,0,Meets
IE1600064,2026-01,163,1,1,Meets
IE1600064,2026-02,173,0,0,Exceeds
IE1600065,2025-03,164,0,0,Meets
IE1600065,2025-04,136,0,0,Exceeds
IE1600065,2025-05,165,1,1,Meets
IE1600065,2025-06,173,0,0,Meets
IE1600065,2025-07,174,1,0,Meets
IE1600065,2025-08,160,3,1,Needs Improvement
IE1600065,2025-09,159,0,0,Exceeds
IE1600065,2025-10,150,0,0,Meets
IE1600065,2025-11,182,1,0,Needs Improvement
IE1600065,2025-12,138,0,0,Exceeds
IE1600065,2026-01,165,1,1,Meets
IE1600065,2026-02,171,0,2,Needs Improvement
IE9200066,2025-03,181,0,0,Needs Improvement
IE9200066,2025-04,156,0,0,Meets
IE9200066,2025-05,167,0,0,Meets
IE9200066,2025-06,173,1,0,Meets
IE9200066,2025-07,164,0,1,Meets
IE9200066,2025-08,162,1,1,Meets
IE9200066,2025-09,176,2,0,Meets
IE9200066,2025-10,159,0,0,Meets
IE9200066,2025-11,187,1,0,Exceeds
IE9200066,2025-12,177,1,1,Needs Improvement
IE9200066,2026-01,160,1,0,Meets
IE9200066,2026-02,184,0,1,Meets
IE9300067,2025-03,175,1,0,Meets
IE9300067,2025-04,171,1,0,Exceeds
IE9300067,2025-05,164,0,1,Meets
IE9300067,2025-06,149,1,0,Meets
IE9300067,2025-07,150,1,0,Exceeds
IE9300067,2025-08,178,2,0,Needs Improvement
IE9300067,2025-09,174,0,1,Meets
IE9300067,2025-10,171,0,0,Exceeds
IE9300067,2025-11,179,0,0,Exceeds
IE9300067,2025-12,160,4,0,Needs Improvement
IE9300067,2026-01,174,1,0,Meets
IE9300067,2026-02,183,2,0,Meets
IE0400068,2025-03,168,0,0,Exceeds
IE0400068,2025-04,164,1,0,Exceeds
IE0400068,2025-05,157,1,0,Meets
IE0400068,2025-06,175,1,0,Meets
IE0400068,2025-07,179,1,0,Meets
IE0400068,2025-08,174,2,0,Meets
IE0400068,2025-09,146,1,2,Meets
IE0400068,2025-10,157,1,1,Needs Improvement
IE0400068,2025-11,181,1,0,Exceeds
IE0400068,2025-12,179,1,2,Meets
IE0400068,2026-01,159,1,1,Meets
IE0400068,2026-02,155,1,1,Meets
IE1100069,2025-03,156,1,2,Needs Improvement
IE1100069,2025-04,166,1,0,Meets
IE1100069,2025-05,162,0,0,Meets
IE1100069,2025-06,139,1,0,Meets
IE1100069,2025-07,172,0,1,Exceeds
IE1100069,2025-08,151,0,0,Exceeds
IE1100069,2025-09,177,2,0,Meets
IE1100069,2025-10,171,0,0,Meets
IE1100069,2025-11,174,1,1,Meets
IE1100069,2025-12,173,0,0,Meets
IE1100069,2026-01,170,0,0,Exceeds
IE1100069,2026-02,167,1,0,Exceeds
IE9300070,2025-03,188,0,0,Meets
IE9300070,2025-04,178,1,0,Meets
IE9300070,2025-05,167,2,0,Needs Improvement
IE9300070,2025-06,166,0,0,Exceeds
IE9300070,2025-07,159,0,1,Meets
IE9300070,2025-08,171,2,0,Meets
IE9300070,2025-09,161,0,0,Exceeds
IE9300070,2025-10,174,0,0,Meets
IE9300070,2025-11,162,3,0,Needs Improvement
IE9300070,2025-12,175,0,0,Needs Improvement
IE9300070,2026-01,168,1,1,Needs Improvement
IE9300070,2026-02,168,0,0,Meets
IE2400071,2025-03,177,1,0,Exceeds
IE2400071,2025-04,183,1,0,Exceeds
IE2400071,2025-05,166,0,0,Outstanding
IE2400071,2025-06,187,1,0,Meets
IE2400071,2025-07,167,0,0,Meets
IE2400071,2025-08,173,0,1,Meets
IE2400071,2025-09,168,3,0,Meets
IE2400071,2025-10,194,0,1,Needs Improvement
IE2400071,2025-11,177,2,0,Needs Improvement
IE2400071,2025-12,152,3,0,Needs Improvement
IE2400071,2026-01,170,0,0,Exceeds
IE2400071,2026-02,158,2,0,Exceeds
IE1800072,2025-03,168,0,0,Exceeds
IE1800072,2025-04,151,1,0,Meets
IE1800072,2025-05,165,0,0,Meets
IE1800072,2025-06,150,1,0,Exceeds
IE1800072,2025-07,172,0,0,Meets
IE1800072,2025-08,159,1,5,Needs Improvement
IE1800072,2025-09,146,1,0,Meets
IE1800072,2025-10,179,1,0,Meets
IE1800072,2025-11,162,2,0,Needs Improvement
IE1800072,2025-12,174,1,2,Meets
IE1800072,2026-01,177,0,0,Meets
IE1800072,2026-02,159,1,0,Meets
IE1700073,2025-03,171,4,0,Needs Improvement
IE1700073,2025-04,188,0,0,Meets
IE1700073,2025-05,184,0,0,Meets
IE1700073,2025-06,168,0,1,Meets
IE1700073,2025-07,194,0,1,Meets
IE1700073,2025-08,158,0,0,Exceeds
IE1700073,2025-09,189,2,0,Meets
IE1700073,2025-10,180,0,1,Needs Improvement
IE1700073,2025-11,168,0,0,Meets
IE1700073,2025-12,164,2,0,Meets
IE1700073,2026-01,168,0,0,Meets
IE1700073,2026-02,175,2,0,Meets
IE1900074,2025-03,146,1,0,Meets
IE1900074,2025-04,140,0,0,Meets
IE1900074,2025-05,161,2,0,Meets
IE1900074,2025-06,160,2,1,Needs Improvement
IE1900074,2025-07,149,0,0,Exceeds
IE1900074,2025-08,165,0,0,Exceeds
IE1900074,2025-09,174,0,0,Exceeds
IE1900074,2025-10,181,0,0,Meets
IE1900074,2025-11,181,0,0,Meets
IE1900074,2025-12,155,1,0,Exceeds
IE1900074,2026-01,184,0,1,Meets
IE1900074,2026-02,160,1,0,Exceeds
IE2300075,2025-03,167,0,3,Meets
IE2300075,2025-04,176,2,1,Meets
IE2300075,2025-05,171,0,0,Needs Improvement
IE2300075,2025-06,182,1,1,Meets
IE2300075,2025-07,168,1,1,Meets
IE2300075,2025-08,152,0,0,Exceeds
IE2300075,2025-09,180,0,0,Meets
IE2300075,2025-10,165,0,0,Exceeds
IE2300075,2025-11,169,1,0,Meets
IE2300075,2025-12,154,0,0,Exceeds
IE2300075,2026-01,183,1,0,Meets
IE2300075,2026-02,176,2,0,Exceeds
IE9300076,2025-03,167,1,1,Needs Improvement
IE9300076,2025-04,171,1,0,Exceeds
IE9300076,2025-05,161,1,0,Meets
IE9300076,2025-06,189,0,2,Meets
IE9300076,2025-07,155,0,3,Meets
IE9300076,2025-08,146,1,2,Meets
IE9300076,2025-09,191,0,0,Meets
IE9300076,2025-10,173,0,0,Exceeds
IE9300076,2025-11,150,2,0,Meets
IE9300076,2025-12,180,2,0,Needs Improvement
IE9300076,2026-01,156,0,2,Meets
IE9300076,2026-02,147,1,0,Meets
IE2500077,2025-03,169,0,1,Meets
IE2500077,2025-04,172,0,0,Meets
IE2500077,2025-05,160,0,0,Exceeds
IE2500077,2025-06,161,2,0,Meets
IE2500077,2025-07,165,1,0,Meets
IE2500077,2025-08,163,1,0,Meets
IE2500077,2025-09,159,0,0,Meets
IE2500077,2025-10,165,0,0,Needs Improvement
IE2500077,2025-11,169,0,0,Exceeds
IE2500077,2025-12,165,3,0,Needs Improvement
IE2500077,2026-01,163,0,0,Meets
IE2500077,2026-02,185,1,0,Meets
IE2100078,2025-03,159,1,0,Meets
IE2100078,2025-04,160,1,0,Needs Improvement
IE2100078,2025-05,167,1,2,Needs Improvement
IE2100078,2025-06,172,0,0,Exceeds
IE2100078,2025-07,191,1,0,Exceeds
IE2100078,2025-08,177,1,3,Needs Improvement
IE2100078,2025-09,157,0,0,Meets
IE2100078,2025-10,161,3,0,Meets
IE2100078,2025-11,162,0,0,Outstanding
IE2100078,2025-12,175,1,0,Exceeds
IE2100078,2026-01,175,0,2,Meets
IE2100078,2026-02,148,1,0,Meets
IE9000079,2025-03,193,0,1,Meets
IE9000079,2025-04,170,1,0,Meets
IE9000079,2025-05,152,1,0,Meets
IE9000079,2025-06,158,0,2,Meets
IE9000079,2025-07,195,0,0,Meets
IE9000079,2025-08,151,0,1,Exceeds
IE9000079,2025-09,164,0,0,Meets
IE9000079,2025-10,170,0,0,Exceeds
IE9000079,2025-11,160,3,0,Meets
IE9000079,2025-12,150,1,1,Meets
IE9000079,2026-01,160,1,0,Meets
IE9000079,2026-02,161,2,0,Needs Improvement
IE0100080,2025-03,176,3,1,Needs Improvement
IE0100080,2025-04,176,0,0,Exceeds
IE0100080,2025-05,171,0,0,Exceeds
IE0100080,2025-06,160,0,0,Meets
IE0100080,2025-07,157,2,1,Needs Improvement
IE0100080,2025-08,157,2,0,Needs Improvement
IE0100080,2025-09,195,0,2,Needs Improvement
IE0100080,2025-10,172,0,0,Meets
IE0100080,2025-11,173,1,0,Meets
IE0100080,2025-12,170,0,0,Exceeds
IE0100080,2026-01,160,1,0,Meets
IE0100080,2026-02,163,0,1,Needs Improvement
IE9500081,2025-03,168,1,0,Exceeds
IE9500081,2025-04,159,1,0,Exceeds
IE9500081,2025-05,172,0,0,Needs Improvement
IE9500081,2025-06,165,0,0,Needs Improvement
IE9500081,2025-07,163,1,2,Needs Improvement
IE9500081,2025-08,159,0,1,Needs Improvement
IE9500081,2025-09,168,1,0,Meets
IE9500081,2025-10,182,2,0,Meets
IE9500081,2025-11,156,0,0,Exceeds
IE9500081,2025-12,190,0,0,Meets
IE9500081,2026-01,174,0,1,Needs Improvement
IE9500081,2026-02,154,0,0,Exceeds
IE1000082,2025-03,177,1,0,Needs Improvement
IE1000082,2025-04,179,1,1,Exceeds
IE1000082,2025-05,171,2,1,Meets
IE1000082,2025-06,145,0,0,Meets
IE1000082,2025-07,172,0,0,Meets
IE1000082,2025-08,177,1,0,Exceeds
IE1000082,2025-09,167,0,0,Exceeds
IE1000082,2025-10,171,1,1,Meets
IE1000082,2025-11,157,0,0,Meets
IE1000082,2025-12,148,1,1,Meets
IE1000082,2026-01,165,0,0,Exceeds
IE1000082,2026-02,172,2,0,Meets
IE0600083,2025-03,169,1,1,Meets
IE0600083,2025-04,168,0,0,Meets
IE0600083,2025-05,169,0,0,Meets
IE0600083,2025-06,161,0,0,Exceeds
IE0600083,2025-07,153,1,0,Meets
IE0600083,2025-08,171,1,0,Meets
IE0600083,2025-09,184,0,0,Exceeds
IE0600083,2025-10,156,0,0,Meets
IE0600083,2025-11,171,1,0,Meets
IE0600083,2025-12,168,0,0,Exceeds
IE0600083,2026-01,180,2,2,Needs Improvement
IE0600083,2026-02,147,1,0,Exceeds
IE9300084,2025-03,164,1,0,Meets
IE9300084,2025-04,179,2,1,Exceeds
IE9300084,2025-05,159,2,0,Meets
IE9300084,2025-06,156,2,0,Meets
IE9300084,2025-07,157,2,0,Exceeds
IE9300084,2025-08,175,0,0,Exceeds
IE9300084,2025-09,168,1,0,Meets
IE9300084,2025-10,163,1,0,Meets
IE9300084,2025-11,175,1,0,Meets
IE9300084,2025-12,165,0,0,Exceeds
IE9300084,2026-01,161,1,0,Needs Improvement
IE9300084,2026-02,160,0,0,Meets
IE0900085,2025-03,159,1,1,Needs Improvement
IE0900085,2025-04,163,0,0,Meets
IE0900085,2025-05,170,0,1,Meets
IE0900085,2025-06,165,1,0,Meets
IE0900085,2025-07,153,3,1,Needs Improvement
IE0900085,2025-08,157,1,0,Exceeds
IE0900085,2025-09,159,2,0,Meets
IE0900085,2025-10,166,0,0,Meets
IE0900085,2025-11,180,0,1,Needs Improvement
IE0900085,2025-12,171,2,0,Meets
IE0900085,2026-01,162,1,1,Meets
IE0900085,2026-02,167,0,1,Meets
IE2500086,2025-03,148,2,1,Needs Improvement
IE2500086,2025-04,178,0,0,Meets
IE2500086,2025-05,191,0,1,Exceeds
IE2500086,2025-06,140,1,0,Meets
IE2500086,2025-07,163,3,0,Needs Improvement
IE2500086,2025-08,152,3,0,Meets
IE2500086,2025-09,173,0,1,Meets
IE2500086,2025-10,168,1,0,Meets
IE2500086,2025-11,157,0,0,Meets
IE2500086,2025-12,183,0,0,Meets
IE2500086,2026-01,151,1,0,Needs Improvement
IE2500086,2026-02,173,0,0,Exceeds
IE9200087,2025-03,177,1,0,Outstanding
IE9200087,2025-04,162,1,1,Meets
IE9200087,2025-05,155,0,0,Meets
IE9200087,2025-06,158,0,0,Exceeds
IE9200087,2025-07,178,3,1,Meets
IE9200087,2025-08,168,1,1,Meets
IE9200087,2025-09,158,0,0,Meets
IE9200087,2025-10,167,0,0,Meets
IE9200087,2025-11,149,0,1,Exceeds
IE9200087,2025-12,158,2,0,Meets
IE9200087,2026-01,170,0,1,Meets
IE9200087,2026-02,177,0,1,Exceeds
IE0000088,2025-03,163,1,1,Meets
IE0000088,2025-04,173,1,0,Meets
IE0000088,2025-05,173,1,0,Meets
IE0000088,2025-06,179,1,0,Exceeds
IE0000088,2025-07,166,1,0,Meets
IE0000088,2025-08,166,3,0,Needs Improvement
IE0000088,2025-09,169,2,0,Meets
IE0000088,2025-10,162,1,0,Meets
IE0000088,2025-11,175,0,0,Exceeds
IE0000088,2025-12,169,2,0,Meets
IE0000088,2026-01,166,1,0,Meets
IE0000088,2026-02,175,1,0,Needs Improvement
IE9400089,2025-03,177,2,0,Needs Improvement
IE9400089,2025-04,165,0,0,Exceeds
IE9400089,2025-05,183,0,0,Exceeds
IE9400089,2025-06,189,1,1,Meets
IE9400089,2025-07,165,0,0,Meets
IE9400089,2025-08,157,0,0,Exceeds
IE9400089,2025-09,164,1,1,Needs Improvement
IE9400089,2025-10,176,1,0,Meets
IE9400089,2025-11,169,0,0,Exceeds
IE9400089,2025-12,175,1,0,Meets
IE9400089,2026-01,187,0,1,Meets
IE9400089,2026-02,171,1,0,Meets
IE0100090,2025-03,168,1,1,Needs Improvement
IE0100090,2025-04,173,0,1,Meets
IE0100090,2025-05,180,2,1,Exceeds
IE0100090,2025-06,157,0,2,Meets
IE0100090,2025-07,150,1,0,Exceeds
IE0100090,2025-08,170,1,0,Meets
IE0100090,2025-09,175,2,0,Meets
IE0100090,2025-10,153,1,0,Meets
IE0100090,2025-11,171,0,1,Meets
IE0100090,2025-12,172,1,0,Meets
IE0100090,2026-01,171,2,1,Needs Improvement
IE0100090,2026-02,165,2,0,Meets
IE0500091,2025-03,167,0,0,Meets
IE0500091,2025-04,172,0,0,Meets
IE0500091,2025-05,181,1,1,Meets
IE0500091,2025-06,173,2,0,Meets
IE0500091,2025-07,176,1,0,Meets
IE0500091,2025-08,171,0,0,Exceeds
IE0500091,2025-09,180,1,1,Meets
IE0500091,2025-10,177,0,0,Exceeds
IE0500091,2025-11,172,1,0,Needs Improvement
IE0500091,2025-12,161,0,0,Exceeds
IE0500091,2026-01,171,1,0,Meets
IE0500091,2026-02,167,0,0,Exceeds
IE9800092,2025-03,153,0,0,Meets
IE9800092,2025-04,147,1,0,Needs Improvement
IE9800092,2025-05,159,2,0,Meets
IE9800092,2025-06,175,1,1,Meets
IE9800092,2025-07,181,2,0,Needs Improvement
IE9800092,2025-08,149,1,0,Exceeds
IE9800092,2025-09,174,1,0,Needs Improvement
IE9800092,2025-10,159,0,1,Meets
IE9800092,2025-11,178,2,0,Meets
IE9800092,2025-12,132,0,0,Meets
IE9800092,2026-01,176,1,0,Exceeds
IE9800092,2026-02,144,2,0,Meets
IE9700093,2025-03,158,1,0,Meets
IE9700093,2025-04,178,1,0,Meets
IE9700093,2025-05,162,1,0,Meets
IE9700093,2025-06,162,2,0,Meets
IE9700093,2025-07,167,0,0,Meets
IE9700093,2025-08,189,0,0,Meets
IE9700093,2025-09,169,1,1,Meets
IE9700093,2025-10,173,1,0,Meets
IE9700093,2025-11,155,0,0,Meets
IE9700093,2025-12,183,0,0,Exceeds
IE9700093,2026-01,167,1,2,Needs Improvement
IE9700093,2026-02,161,1,0,Meets
IE0100094,2025-03,164,0,0,Exceeds
IE0100094,2025-04,152,0,1,Meets
IE0100094,2025-05,161,1,0,Exceeds
IE0100094,2025-06,174,2,0,Meets
IE0100094,2025-07,171,2,0,Meets
IE0100094,2025-08,161,0,1,Meets
IE0100094,2025-09,159,1,0,Meets
IE0100094,2025-10,185,0,1,Exceeds
IE0100094,2025-11,174,1,0,Exceeds
IE0100094,2025-12,191,3,0,Needs Improvement
IE0100094,2026-01,151,0,0,Meets
IE0100094,2026-02,158,1,0,Meets
IE9600095,2025-03,175,0,0,Meets
IE9600095,2025-04,147,1,0,Meets
IE9600095,2025-05,185,0,0,Exceeds
IE9600095,2025-06,157,1,0,Meets
IE9600095,2025-07,163,1,0,Meets
IE9600095,2025-08,141,0,1,Exceeds
IE9600095,2025-09,165,2,0,Meets
IE9600095,2025-10,158,0,0,Exceeds
IE9600095,2025-11,181,0,0,Exceeds
IE9600095,2025-12,165,1,0,Meets
IE9600095,2026-01,175,0,0,Exceeds
IE9600095,2026-02,146,0,1,Meets
IE0800096,2025-03,172,0,0,Outstanding
IE0800096,2025-04,161,1,0,Meets
IE0800096,2025-05,164,2,0,Meets
IE0800096,2025-06,147,0,0,Meets
IE0800096,2025-07,175,0,0,Exceeds
IE0800096,2025-08,178,0,0,Exceeds
IE0800096,2025-09,165,1,1,Meets
IE0800096,2025-10,174,0,1,Meets
IE0800096,2025-11,162,2,0,Meets
IE0800096,2025-12,196,0,0,Needs Improvement
IE0800096,2026-01,160,0,1,Meets
IE0800096,2026-02,155,1,1,Meets
IE1900097,2025-03,179,0,0,Meets
IE1900097,2025-04,156,0,0,Meets
IE1900097,2025-05,186,0,0,Exceeds
IE1900097,2025-06,179,2,0,Meets
IE1900097,2025-07,139,1,1,Meets
IE1900097,2025-08,163,0,1,Meets
IE1900097,2025-09,161,0,0,Exceeds
IE1900097,2025-10,163,0,1,Meets
IE1900097,2025-11,176,1,2,Meets
IE1900097,2025-12,166,2,0,Meets
IE1900097,2026-01,165,0,0,Exceeds
IE1900097,2026-02,195,0,0,Exceeds
IE2100098,2025-03,154,0,0,Needs Improvement
IE2100098,2025-04,178,1,0,Meets
IE2100098,2025-05,169,2,0,Meets
IE2100098,2025-06,149,0,0,Meets
IE2100098,2025-07,173,2,0,Meets
IE2100098,2025-08,151,0,1,Meets
IE2100098,2025-09,161,1,0,Meets
IE2100098,2025-10,174,1,0,Needs Improvement
IE2100098,2025-11,151,1,0,Needs Improvement
IE2100098,2025-12,169,4,1,Needs Improvement
IE2100098,2026-01,150,1,0,Meets
IE2100098,2026-02,162,1,2,Needs Improvement
IE1900099,2025-03,154,2,0,Exceeds
IE1900099,2025-04,174,2,0,Meets
IE1900099,2025-05,159,0,0,Meets
IE1900099,2025-06,156,0,0,Meets
IE1900099,2025-07,175,0,0,Meets
IE1900099,2025-08,152,0,0,Meets
IE1900099,2025-09,147,1,0,Meets
IE1900099,2025-10,177,2,0,Meets
IE1900099,2025-11,160,0,0,Meets
IE1900099,2025-12,152,0,0,Exceeds
IE1900099,2026-01,157,1,1,Meets
IE1900099,2026-02,176,1,0,Exceeds
IE2600100,2025-03,169,0,1,Meets
IE2600100,2025-04,195,2,0,Meets
IE2600100,2025-05,172,1,1,Exceeds
IE2600100,2025-06,150,0,0,Needs Improvement
IE2600100,2025-07,178,0,1,Meets
IE2600100,2025-08,164,1,1,Needs Improvement
IE2600100,2025-09,153,0,0,Needs Improvement
IE2600100,2025-10,186,0,0,Exceeds
IE2600100,2025-11,189,1,0,Needs Improvement
IE2600100,2025-12,173,0,1,Meets
IE2600100,2026-01,155,1,1,Meets
IE2600100,2026-02,171,0,0,Exceeds
IE1000101,2025-03,162,1,1,Needs Improvement
IE1000101,2025-04,153,2,0,Meets
IE1000101,2025-05,192,2,0,Meets
IE1000101,2025-06,170,1,0,Meets
IE1000101,2025-07,190,1,0,Meets
IE1000101,2025-08,176,1,0,Meets
IE1000101,2025-09,169,0,0,Exceeds
IE1000101,2025-10,169,2,0,Meets
IE1000101,2025-11,168,2,0,Meets
IE1000101,2025-12,155,4,0,Needs Improvement
IE1000101,2026-01,206,0,2,Meets
IE1000101,2026-02,163,0,0,Meets
IE2100102,2025-03,159,0,0,Meets
IE2100102,2025-04,162,0,2,Meets
IE2100102,2025-05,184,2,0,Meets
IE2100102,2025-06,172,2,0,Meets
IE2100102,2025-07,190,1,1,Meets
IE2100102,2025-08,173,0,0,Meets
IE2100102,2025-09,167,2,0,Exceeds
IE2100102,2025-10,177,0,0,Meets
IE2100102,2025-11,170,0,0,Exceeds
IE2100102,2025-12,154,1,0,Exceeds
IE2100102,2026-01,171,3,0,Exceeds
IE2100102,2026-02,175,1,0,Exceeds
IE0200103,2025-03,170,1,0,Meets
IE0200103,2025-04,156,2,0,Meets
IE0200103,2025-05,178,0,0,Exceeds
IE0200103,2025-06,154,0,0,Meets
IE0200103,2025-07,191,0,0,Exceeds
IE0200103,2025-08,169,0,0,Exceeds
IE0200103,2025-09,160,0,0,Exceeds
IE0200103,2025-10,162,1,0,Needs Improvement
IE0200103,2025-11,186,1,1,Exceeds
IE0200103,2025-12,159,1,0,Needs Improvement
IE0200103,2026-01,180,0,0,Meets
IE0200103,2026-02,169,0,0,Exceeds
IE9300104,2025-03,169,1,0,Exceeds
IE9300104,2025-04,156,0,0,Outstanding
IE9300104,2025-05,167,2,0,Needs Improvement
IE9300104,2025-06,172,1,0,Needs Improvement
IE9300104,2025-07,170,0,0,Meets
IE9300104,2025-08,178,2,0,Meets
IE9300104,2025-09,177,0,0,Meets
IE9300104,2025-10,176,2,0,Meets
IE9300104,2025-11,176,0,0,Meets
IE9300104,2025-12,177,2,0,Meets
IE9300104,2026-01,176,1,0,Exceeds
IE9300104,2026-02,187,3,0,Needs Improvement
IE9200105,2025-03,172,2,1,Meets
IE9200105,2025-04,166,0,0,Exceeds
IE9200105,2025-05,181,0,0,Meets
IE9200105,2025-06,164,0,0,Meets
IE9200105,2025-07,164,1,0,Meets
IE9200105,2025-08,167,2,0,Meets
IE9200105,2025-09,180,1,0,Needs Improvement
