numero_empleado,titulo,modalidad_trabajo,salario_eur,fecha_de_entrada
IE9700509,HR Business Partner,Hibrido,55235,1997
IE2500510,HR Business Partner,Oficina,61476,2025
IE0400511,Especialista RRHH,Hibrido,36790,2004
IE0600512,HR Business Partner,Remoto,56652,2006
IE2000513,Especialista RRHH,Remoto,33168,2020
IE9000514,Especialista RRHH,Hibrido,34041,1990
IE2600515,Especialista RRHH,Hibrido,33763,2026
IE2200516,HR Business Partner,Remoto,50991,2022
IE2600517,Especialista RRHH,Oficina,44468,2026
IE0000518,Especialista RRHH,Hibrido,37264,2000
IE0400519,HR Business Partner,Oficina,45092,2004
IE1400520,HR Business Partner,Hibrido,45979,2014
IE9900521,Especialista RRHH,Hibrido,41504,1999
IE2200522,Especialista RRHH,Remoto,34845,2022
IE0000523,Especialista RRHH,Hibrido,38728,2000
IE0500524,Especialista RRHH,Oficina,31812,2005
IE9900525,Especialista RRHH,Oficina,39532,1999
IE1000526,HR Business Partner,Oficina,40415,2010
IE9000527,HR Business Partner,Oficina,50766,1990
IE9200528,HR Business Partner,Remoto,40387,1992
IE1300529,HR Business Partner,Hibrido,51167,2013
IE9200530,Especialista RRHH,Remoto,42646,1992
IE0700531,HR Business Partner,Remoto,50905,2007
IE9700532,HR Business Partner,Remoto,60785,1997
IE1500533,Especialista RRHH,Hibrido,40778,2015
IE9700534,Especialista RRHH,Remoto,38946,1997
IE9500535,HR Business Partner,Oficina,47195,1995
IE1000536,Especialista RRHH,Remoto,37903,2010
IE9100537,HR Business Partner,Oficina,53267,1991
IE0900538,Especialista RRHH,Hibrido,37809,2009
IE1100539,Especialista RRHH,Remoto,40889,2011
IE2300540,Especialista RRHH,Hibrido,42435,2023
IE2200541,Especialista RRHH,Oficina,41501,2022
IE1800542,HR Business Partner,Remoto,64914,2018
IE0600543,Especialista RRHH,Remoto,36623,2006
IE9200544,HR Business Partner,Oficina,59399,1992
IE1400545,Especialista RRHH,Hibrido,43401,2014
IE0000546,Especialista RRHH,Oficina,38171,2000
IE1000547,HR Business Partner,Hibrido,52033,2010
IE0800548,HR Business Partner,Oficina,42710,2008
IE0500549,HR Business Partner,Hibrido,45546,2005
IE9900550,Especialista RRHH,Hibrido,42980,1999
IE2500551,Especialista RRHH,Remoto,31762,2025
IE1600552,Especialista RRHH,Hibrido,32932,2016
IE0100553,Especialista RRHH,Remoto,40629,2001
IE0200554,HR Business Partner,Hibrido,40302,2002
IE9300555,HR Business Partner,Oficina,56671,1993
IE1800556,HR Business Partner,Remoto,48431,2018
IE0100557,Especialista RRHH,Remoto,44223,2001
IE1300558,HR Business Partner,Hibrido,48299,2013
IE1000559,HR Business Partner,Remoto,61679,2010
IE9200560,HR Business Partner,Oficina,43002,1992
IE2000561,HR Business Partner,Hibrido,49287,2020
IE1000562,HR Business Partner,Hibrido,42570,2010
IE0500563,Especialista RRHH,Oficina,37019,2005
IE1200564,Especialista RRHH,Hibrido,36865,2012
IE1700565,Especialista RRHH,Oficina,41074,2017
IE1900566,Especialista RRHH,Remoto,34078,2019
IE1400567,Especialista RRHH,Hibrido,37869,2014
IE1500568,HR Business Partner,Hibrido,58600,2015
IE2000569,HR Business Partner,Remoto,62568,2020
IE9300570,HR Business Partner,Oficina,61568,1993
IE0000571,Especialista RRHH,Remoto,38814,2000
IE0100572,HR Business Partner,Oficina,50926,2001
IE2000573,HR Business Partner,Oficina,44038,2020
IE0200574,Especialista RRHH,Remoto,34144,2002
IE2000575,Especialista RRHH,Oficina,39996,2020
IE0800576,HR Business Partner,Oficina,42678,2008
IE9000577,Especialista RRHH,Oficina,37254,1990
IE0700578,HR Business Partner,Hibrido,63087,2007
IE9300579,Especialista RRHH,Oficina,39428,1993
IE1400580,HR Business Partner,Hibrido,57915,2014
IE0000581,Especialista RRHH,Oficina,37318,2000
IE0000582,HR Business Partner,Oficina,59274,2000
IE1300583,Especialista RRHH,Oficina,39974,2013
IE1900584,HR Business Partner,Hibrido,64806,2019
IE9500585,HR Business Partner,Hibrido,45089,1995
IE1500586,HR Business Partner,Hibrido,60299,2015
IE0000587,HR Business Partner,Oficina,47939,2000
IE9900588,HR Business Partner,Remoto,55165,1999
IE1500589,HR Business Partner,Hibrido,48462,2015
IE0000590,HR Business Partner,Hibrido,44982,2000
IE1100591,Especialista RRHH,Oficina,30069,2011
IE1500592,HR Business Partner,Hibrido,42621,2015
IE0000593,Especialista RRHH,Hibrido,39620,2000
IE0600594,HR Business Partner,Oficina,54912,2006
IE9800595,HR Business Partner,Remoto,61716,1998
IE0900596,HR Business Partner,Oficina,53962,2009
IE0100597,HR Business Partner,Hibrido,52179,2001
IE0800598,Especialista RRHH,Hibrido,41086,2008
IE1200599,Especialista RRHH,Oficina,32683,2012
IE2000600,HR Business Partner,Remoto,41683,2020
IE2600601,Especialista RRHH,Oficina,34312,2026
IE0300602,Especialista RRHH,Oficina,43967,2003
IE2300603,HR Business Partner,Oficina,63883,2023
IE9000604,HR Business Partner,Hibrido,52340,1990
IE1800605,Especialista RRHH,Remoto,41724,2018
IE1300606,HR Business Partner,Hibrido,54526,2013
IE1900607,Especialista RRHH,Remoto,39432,2019
IE1800608,Especialista RRHH,Hibrido,36882,2018
IE9500609,Especialista RRHH,Hibrido,33953,1995
IE9900610,HR Business Partner,Oficina,61926,1999
IE9300611,HR Business Partner,Remoto,61126,1993
IE1100612,Especialista RRHH,Remoto,36036,2011
IE9800613,Especialista RRHH,Oficina,36025,1998
IE9700614,HR Business Partner,Remoto,46697,1997
IE1400615,Especialista RRHH,Hibrido,40656,2014
IE0400616,HR Business Partner,Hibrido,56764,2004
IE0100617,HR Business Partner,Oficina,54665,2001
IE2200618,Especialista RRHH,Remoto,41836,2022
IE0600619,HR Business Partner,Remoto,52627,2006
IE0600620,HR Business Partner,Oficina,49628,2006
IE2300621,Especialista RRHH,Hibrido,33140,2023
IE2200622,Especialista RRHH,Hibrido,35110,2022
IE1300623,Especialista RRHH,Oficina,39451,2013
IE9200624,Especialista RRHH,Oficina,43319,1992
IE1400625,HR Business Partner,Remoto,45302,2014
IE9600626,Especialista RRHH,Hibrido,33507,1996
IE0300627,Especialista RRHH,Remoto,39023,2003
IE1600628,HR Business Partner,Remoto,60755,2016
IE1700629,Especialista RRHH,Remoto,36552,2017
IE2100630,HR Business Partner,Hibrido,50338,2021
IE0800631,Especialista RRHH,Hibrido,43599,2008
IE9800632,HR Business Partner,Oficina,54939,1998
IE0100633,Especialista RRHH,Oficina,30034,2001
IE1200634,HR Business Partner,Remoto,58960,2012
IE1400635,HR Business Partner,Hibrido,47671,2014
IE0000636,Especialista RRHH,Remoto,41262,2000
IE0400637,Especialista RRHH,Oficina,37258,2004
IE0400638,Especialista RRHH,Hibrido,35714,2004
IE9300639,HR Business Partner,Hibrido,40029,1993
IE0500640,Especialista RRHH,Hibrido,39012,2005
IE0700641,Especialista RRHH,Oficina,38200,2007
IE1100642,Especialista RRHH,Remoto,30591,2011
IE2200643,Especialista RRHH,Oficina,40532,2022
IE1100644,HR Business Partner,Hibrido,55841,2011
IE2300645,HR Business Partner,Remoto,59935,2023
IE2000646,Especialista RRHH,Oficina,40564,2020
IE9600647,HR Business Partner,Hibrido,48688,1996
IE9400648,HR Business Partner,Oficina,43930,1994
IE2500649,HR Business Partner,Hibrido,58865,2025
IE0600650,Especialista RRHH,Hibrido,31425,2006
IE2400651,Especialista RRHH,Remoto,33342,2024
IE1600652,HR Business Partner,Hibrido,48190,2016
IE9600653,HR Business Partner,Oficina,45119,1996
IE2400654,Especialista RRHH,Hibrido,38585,2024
IE9400655,Especialista RRHH,Remoto,41702,1994
IE0700656,HR Business Partner,Remoto,55536,2007
IE9100657,HR Business Partner,Remoto,63982,1991
IE0500658,Especialista RRHH,Oficina,38997,2005
IE2500659,Especialista RRHH,Remoto,44912,2025
IE2100660,Especialista RRHH,Hibrido,42464,2021
IE9400661,Especialista RRHH,Oficina,41954,1994
IE1400662,HR Business Partner,Hibrido,44134,2014
IE2200663,Especialista RRHH,Oficina,38325,2022
IE2400664,HR Business Partner,Hibrido,54872,2024
IE9100665,Especialista RRHH,Hibrido,43878,1991
IE2100666,HR Business Partner,Remoto,49163,2021
IE1700667,Especialista RRHH,Remoto,43620,2017
IE2200668,HR Business Partner,Oficina,63548,2022
IE9400669,HR Business Partner,Remoto,41697,1994
IE1600670,Especialista RRHH,Oficina,33758,2016
IE0900671,Especialista RRHH,Oficina,30755,2009
IE9800672,HR Business Partner,Remoto,63127,1998
IE0400673,HR Business Partner,Remoto,64550,2004
IE9200674,Especialista RRHH,Remoto,37767,1992
IE9200675,Especialista RRHH,Remoto,38245,1992
IE1300676,Especialista RRHH,Hibrido,34301,2013
IE0400677,HR Business Partner,Oficina,52736,2004
IE9200678,HR Business Partner,Oficina,63034,1992
IE0700679,HR Business Partner,Oficina,53643,2007
IE0200680,HR Business Partner,Oficina,49894,2002
IE1600681,Especialista RRHH,Remoto,37585,2016
IE9600682,HR Business Partner,Oficina,40058,1996
IE0600683,Especialista RRHH,Hibrido,32303,2006
IE0800684,HR Business Partner,Hibrido,42722,2008
IE2200685,HR Business Partner,Remoto,58990,2022
IE0500686,Especialista RRHH,Hibrido,35736,2005
IE1900687,HR Business Partner,Oficina,50475,2019
IE1200688,Especialista RRHH,Hibrido,36770,2012
IE1500689,Especialista RRHH,Remoto,37302,2015
IE2100690,Especialista RRHH,Remoto,40993,2021
IE2400691,Especialista RRHH,Remoto,34374,2024
IE2400692,HR Business Partner,Remoto,49871,2024
IE1700693,HR Business Partner,Remoto,49472,2017
IE9300694,Especialista RRHH,Hibrido,38837,1993
IE9300695,HR Business Partner,Hibrido,47695,1993
IE2400696,Especialista RRHH,Hibrido,31573,2024
IE0100697,HR Business Partner,Hibrido,44134,2001
IE1500698,Especialista RRHH,Hibrido,33897,2015
IE1600699,Especialista RRHH,Oficina,34585,2016
IE0400700,Especialista RRHH,Oficina,41108,2004
IE1500701,Especialista RRHH,Oficina,36906,2015
IE2300702,HR Business Partner,Hibrido,50511,2023
IE2000703,Especialista RRHH,Oficina,33208,2020
IE0200704,HR Business Partner,Oficina,61702,2002
IE9900705,HR Business Partner,Oficina,43479,1999
IE9100706,HR Business Partner,Remoto,61700,1991
IE1500707,Especialista RRHH,Oficina,41568,2015
IE9500708,Especialista RRHH,Remoto,44413,1995
IE0000709,HR Business Partner,Remoto,63890,2000
IE0400710,Especialista RRHH,Remoto,43993,2004
IE0700711,Especialista RRHH,Remoto,30245,2007
IE9200712,HR Business Partner,Remoto,64797,1992
IE9400713,Especialista RRHH,Oficina,44800,1994
IE2300714,Especialista RRHH,Oficina,40216,2023
IE9400715,Especialista RRHH,Remoto,39287,1994
IE0200716,Especialista RRHH,Remoto,37973,2002
IE0600717,Especialista RRHH,Oficina,34245,2006
IE0300718,Especialista RRHH,Oficina,41658,2003
IE0100719,Especialista RRHH,Remoto,39860,2001
IE2200720,Especialista RRHH,Hibrido,35664,2022
IE1300721,Especialista RRHH,Remoto,30709,2013
IE1200722,Especialista RRHH,Oficina,39464,2012
IE9400723,Especialista RRHH,Oficina,40006,1994
IE0600724,Especialista RRHH,Oficina,30724,2006
IE2100725,HR Business Partner,Remoto,63568,2021
IE2500726,HR Business Partner,Hibrido,50024,2025
IE0700727,HR Business Partner,Oficina,47807,2007
IE0800728,Especialista RRHH,Oficina,37465,2008
IE0100729,HR Business Partner,Hibrido,63140,2001
IE2400730,HR Business Partner,Remoto,53330,2024
IE1400731,HR Business Partner,Hibrido,64789,2014
IE1800732,Especialista RRHH,Remoto,36180,2018
IE0500733,Especialista RRHH,Remoto,43008,2005
IE2000734,Especialista RRHH,Remoto,43027,2020
IE0400735,HR Business Partner,Remoto,45752,2004
IE9500736,Especialista RRHH,Remoto,40443,1995
IE2200737,Especialista RRHH,Oficina,35094,2022
IE2600738,Especialista RRHH,Remoto,37653,2026
IE9700739,HR Business Partner,Remoto,46908,1997
IE9700740,Especialista RRHH,Remoto,39036,1997
IE0700741,Especialista RRHH,Remoto,38578,2007
IE9800742,HR Business Partner,Hibrido,40598,1998
IE1600743,Especialista RRHH,Remoto,39656,2016
IE1200744,HR Business Partner,Oficina,58303,2012
IE9100745,Especialista RRHH,Remoto,43402,1991
IE1400746,HR Business Partner,Hibrido,53846,2014
IE1300747,Especialista RRHH,Remoto,36090,2013
IE1700748,HR Business Partner,Remoto,45767,2017
IE0200749,HR Business Partner,Oficina,52614,2002
IE9900750,HR Business Partner,Oficina,45385,1999
IE0800751,Especialista RRHH,Hibrido,44213,2008
IE9200752,HR Business Partner,Oficina,47131,1992
IE0000753,Especialista RRHH,Oficina,31370,2000
IE1300754,HR Business Partner,Hibrido,59717,2013
IE0800755,Especialista RRHH,Oficina,31407,2008
IE1700756,HR Business Partner,Oficina,55836,2017
IE1800757,Especialista RRHH,Hibrido,36839,2018
IE0500758,Especialista RRHH,Oficina,39073,2005
IE2100759,Especialista RRHH,Hibrido,41251,2021
IE1900760,HR Business Partner,Hibrido,48912,2019
IE1400761,Especialista RRHH,Hibrido,31463,2014
IE9800762,Especialista RRHH,Oficina,30486,1998
IE0600763,HR Business Partner,Remoto,54667,2006
IE9300764,HR Business Partner,Oficina,51854,1993
IE2000765,Especialista RRHH,Oficina,33778,2020
IE0700766,HR Business Partner,Hibrido,63189,2007
IE2100767,Especialista RRHH,Remoto,32864,2021
IE9500768,Especialista RRHH,Hibrido,32598,1995
IE1900769,Especialista RRHH,Remoto,41864,2019
IE0300770,Especialista RRHH,Hibrido,42002,2003
IE0700771,IT Manager,Hibrido,85428,2007
IE0300772,Data Engineer,Oficina,50493,2003
IE0200773,Business Analyst,Oficina,47980,2002
IE1500774,Data Engineer,Hibrido,52065,2015
IE0300775,IT Manager,Hibrido,88937,2003
IE2600776,Data Engineer,Oficina,68258,2026
IE2300777,Business Analyst,Remoto,63732,2023
IE0900778,IT Manager,Hibrido,73558,2009
IE1400779,Business Analyst,Oficina,51176,2014
IE2300780,Soporte IT,Hibrido,39759,2023
IE2400781,IT Manager,Hibrido,91398,2024
IE0600782,Soporte IT,Remoto,28457,2006
IE2300783,Data Engineer,Hibrido,53746,2023
IE1900784,IT Manager,Hibrido,87238,2019
IE9200785,Data Engineer,Oficina,60735,1992
IE1500786,Business Analyst,Oficina,56343,2015
IE9300787,Data Engineer,Oficina,46485,1993
IE0200788,Soporte IT,Oficina,39828,2002
IE9100789,Business Analyst,Oficina,55163,1991
IE1000790,Business Analyst,Remoto,62162,2010
IE9500791,Business Analyst,Remoto,56996,1995
IE1300792,Data Engineer,Remoto,51643,2013
IE0500793,Business Analyst,Remoto,55831,2005
IE9400794,Business Analyst,Oficina,47270,1994
IE1800795,Business Analyst,Hibrido,40266,2018
IE1500796,Business Analyst,Remoto,49561,2015
IE0800797,Soporte IT,Remoto,33719,2008
IE2000798,IT Manager,Oficina,72696,2020
IE0800799,Soporte IT,Hibrido,30861,2008
IE2400800,Soporte IT,Remoto,29071,2024
IE2400801,IT Manager,Oficina,79160,2024
IE9800802,Soporte IT,Hibrido,31740,1998
IE0400803,Soporte IT,Remoto,37817,2004
IE9300804,Data Engineer,Hibrido,49914,1993
IE2100805,Business Analyst,Hibrido,57196,2021
IE2500806,Data Engineer,Oficina,45281,2025
IE0700807,Soporte IT,Remoto,34337,2007
IE0200808,IT Manager,Oficina,82994,2002
IE0400809,IT Manager,Oficina,99698,2004
IE1400810,Soporte IT,Hibrido,38336,2014
IE0700811,Data Engineer,Remoto,49565,2007
IE9000812,Soporte IT,Oficina,35571,1990
IE1300813,IT Manager,Oficina,71398,2013
IE0600814,Business Analyst,Oficina,63149,2006
IE9900815,Soporte IT,Hibrido,36320,1999
IE0800816,IT Manager,Hibrido,97274,2008
IE1500817,Business Analyst,Remoto,64890,2015
IE2100818,Soporte IT,Oficina,32738,2021
IE2500819,Data Engineer,Remoto,63460,2025
IE0800820,Soporte IT,Remoto,37201,2008
IE2100821,IT Manager,Oficina,72212,2021
IE1300822,Soporte IT,Hibrido,29610,2013
IE0300823,Business Analyst,Oficina,47181,2003
IE9000824,Data Engineer,Oficina,61838,1990
IE0500825,Data Engineer,Hibrido,65885,2005
IE1000826,Business Analyst,Oficina,62408,2010
IE9800827,Business Analyst,Remoto,63234,1998
IE9400828,IT Manager,Oficina,87177,1994
IE9700829,IT Manager,Oficina,76778,1997
IE1300830,Data Engineer,Oficina,47981,2013
IE1500831,Soporte IT,Hibrido,29944,2015
IE1900832,Soporte IT,Hibrido,38116,2019
IE1200833,Business Analyst,Oficina,43636,2012
IE0600834,IT Manager,Oficina,96847,2006
IE9200835,IT Manager,Oficina,99325,1992
IE9600836,Data Engineer,Hibrido,66332,1996
IE9800837,Business Analyst,Remoto,60417,1998
IE0600838,IT Manager,Hibrido,98480,2006
IE2300839,Business Analyst,Remoto,50517,2023
IE0900840,Soporte IT,Remoto,33961,2009
IE2000841,Business Analyst,Hibrido,54253,2020
IE1000842,Business Analyst,Oficina,59083,2010
IE9400843,Soporte IT,Remoto,31640,1994
IE0600844,Data Engineer,Hibrido,57284,2006
IE9900845,Data Engineer,Remoto,48990,1999
IE2600846,Data Engineer,Hibrido,61162,2026
IE0500847,Soporte IT,Remoto,28784,2005
IE9800848,Soporte IT,Oficina,31839,1998
IE9700849,IT Manager,Hibrido,99052,1997
IE2000850,Data Engineer,Hibrido,61534,2020
IE0900851,Data Engineer,Hibrido,51777,2009
IE1600852,Data Engineer,Remoto,65939,2016
IE0500853,Data Engineer,Hibrido,53010,2005
IE0800854,Data Engineer,Oficina,49321,2008
IE1200855,IT Manager,Oficina,92119,2012
IE9700856,IT Manager,Oficina,82485,1997
IE2300857,Soporte IT,Hibrido,34549,2023
IE9200858,Business Analyst,Oficina,61918,1992
IE0800859,IT Manager,Hibrido,77741,2008
IE2300860,Data Engineer,Oficina,64251,2023
IE9100861,Business Analyst,Oficina,50910,1991
IE0300862,IT Manager,Oficina,91625,2003
IE1800863,IT Manager,Oficina,81898,2018
IE1400864,IT Manager,Oficina,81957,2014
IE1300865,Data Engineer,Oficina,69728,2013
IE9800866,Soporte IT,Hibrido,37262,1998
IE2300867,Data Engineer,Oficina,67929,2023
IE9100868,Soporte IT,Hibrido,28578,1991
IE1400869,Data Engineer,Oficina,55387,2014
IE9700870,Soporte IT,Remoto,30854,1997
IE9200871,IT Manager,Oficina,84091,1992
IE9500872,Business Analyst,Hibrido,61455,1995
IE9400873,Data Engineer,Hibrido,62440,1994
IE0300874,Soporte IT,Oficina,31287,2003
IE9300875,Business Analyst,Oficina,48313,1993
IE2400876,Soporte IT,Hibrido,34234,2024
IE1600877,Business Analyst,Hibrido,44874,2016
IE9900878,Soporte IT,Oficina,31333,1999
IE9900879,IT Manager,Hibrido,97511,1999
IE2100880,Data Engineer,Remoto,61136,2021
IE1600881,Soporte IT,Oficina,37512,2016
IE2500882,Data Engineer,Remoto,68330,2025
IE1600883,IT Manager,Oficina,95528,2016
IE1800884,Business Analyst,Remoto,41798,2018
IE9100885,IT Manager,Oficina,91773,1991
IE0800886,IT Manager,Oficina,89885,2008
IE1600887,Business Analyst,Oficina,43485,2016
IE1400888,Data Engineer,Hibrido,59260,2014
IE0800889,Business Analyst,Oficina,57438,2008
IE1800890,IT Manager,Hibrido,79404,2018
IE2200891,Business Analyst,Hibrido,56532,2022
IE2000892,Business Analyst,Remoto,57124,2020
IE1800893,Soporte IT,Hibrido,34484,2018
IE9000894,Data Engineer,Hibrido,67582,1990
IE2000895,Data Engineer,Oficina,54933,2020
IE9900896,Business Analyst,Oficina,59454,1999
IE1200897,IT Manager,Hibrido,97565,2012
IE1100898,Data Engineer,Hibrido,54925,2011
IE2500899,Soporte IT,Remoto,37925,2025
IE1400900,Soporte IT,Remoto,34831,2014
IE0000901,Soporte IT,Hibrido,37414,2000
IE1000902,Soporte IT,Hibrido,30739,2010
IE9300903,Business Analyst,Hibrido,57540,1993
IE1200904,Soporte IT,Oficina,31256,2012
IE9400905,IT Manager,Hibrido,90908,1994
IE0700906,Data Engineer,Remoto,62802,2007
IE1900907,IT Manager,Hibrido,73854,2019
IE0500908,Data Engineer,Remoto,53917,2005
IE9300909,Business Analyst,Remoto,59240,1993
IE0700910,IT Manager,Oficina,88940,2007
IE2600911,Soporte IT,Hibrido,30767,2026
IE0300912,IT Manager,Hibrido,86182,2003
IE2000913,Soporte IT,Oficina,31858,2020
IE9000914,Soporte IT,Oficina,37401,1990
IE2100915,Data Engineer,Oficina,49165,2021
IE9300916,Data Engineer,Remoto,49909,1993
IE9500917,Soporte IT,Hibrido,34596,1995
IE1600918,Data Engineer,Oficina,63943,2016
IE1700919,Data Engineer,Hibrido,54596,2017
IE0800920,Business Analyst,Oficina,55065,2008
IE0500921,Data Engineer,Oficina,61710,2005
IE0700922,Business Analyst,Hibrido,62815,2007
IE1100923,Data Engineer,Oficina,67779,2011
IE2500924,IT Manager,Oficina,89524,2025
IE9600925,IT Manager,Oficina,88518,1996
IE1200926,Data Engineer,Hibrido,64578,2012
IE0000927,Soporte IT,Hibrido,38391,2000
IE0900928,IT Manager,Oficina,73764,2009
IE9500929,Business Analyst,Remoto,49725,1995
IE0100930,Business Analyst,Remoto,52220,2001
IE1500931,Data Engineer,Remoto,54090,2015
IE9100932,Business Analyst,Oficina,51583,1991
IE1500933,Business Analyst,Hibrido,43086,2015
IE1000934,Business Analyst,Hibrido,58022,2010
IE9900935,Soporte IT,Remoto,38922,1999
IE9000936,Soporte IT,Remoto,34053,1990
IE2000937,IT Manager,Hibrido,82146,2020
IE0800938,Soporte IT,Remoto,37004,2008
IE2600939,Soporte IT,Hibrido,30922,2026
IE1300940,Data Engineer,Oficina,60534,2013
IE0100941,IT Manager,Hibrido,97621,2001
IE1000942,Soporte IT,Remoto,32770,2010
IE1500943,IT Manager,Hibrido,73846,2015
IE1200944,Soporte IT,Hibrido,34853,2012
IE2300945,Business Analyst,Remoto,55255,2023
IE1300946,IT Manager,Hibrido,84526,2013
IE1000947,Soporte IT,Remoto,39000,2010
IE1800948,IT Manager,Hibrido,96682,2018
IE1400949,Business Analyst,Remoto,52531,2014
IE2500950,Business Analyst,Remoto,49738,2025
IE1900951,Soporte IT,Oficina,30230,2019
IE1300952,Business Analyst,Hibrido,51423,2013
IE0400953,Soporte IT,Hibrido,37796,2004
IE9300954,Data Engineer,Oficina,58574,1993
IE0500955,IT Manager,Oficina,78395,2005
IE2400956,Soporte IT,Hibrido,33655,2024
IE2100957,IT Manager,Hibrido,98266,2021
IE0000958,Data Engineer,Hibrido,66172,2000
IE0700959,Data Engineer,Remoto,47299,2007
IE0300960,Business Analyst,Oficina,64126,2003
IE0700961,Soporte IT,Hibrido,35434,2007
IE0500962,Data Engineer,Remoto,50159,2005
IE9700963,Soporte IT,Hibrido,37769,1997
IE0300964,Soporte IT,Oficina,34796,2003
IE2500965,Soporte IT,Oficina,37351,2025
IE0300966,Soporte IT,Hibrido,31824,2003
IE9600967,Business Analyst,Hibrido,62354,1996
IE1100968,Data Engineer,Remoto,48093,2011
IE9200969,Data Engineer,Remoto,51653,1992
IE0100970,Soporte IT,Remoto,30022,2001
IE2500971,Business Analyst,Remoto,43140,2025
IE9200972,Data Engineer,Hibrido,52830,1992
