numero_empleado,CBI_Q1,CBI_Q2,CBI_Q3,CBI_Q4,CBI_Q5,CBI_Q6,CBI_Q7,CBI_Q8,CBI_Q9,CBI_Q10,CBI_Q11,CBI_Q12,CBI_Q13,CBI_Q14,CBI_Q15,CBI_Q16,CBI_Q17,CBI_Q18,CBI_Q19
IE2304945,Raramente,A veces,Raramente,Siempre,Raramente,A menudo,A veces,Siempre,Nunca,A menudo,A veces,A veces,A veces,Nunca,A menudo,A menudo,A veces,A menudo,A menudo
IE1800795,Raramente,A menudo,A veces,Raramente,Raramente,A veces,A menudo,A veces,A menudo,Siempre,A menudo,Siempre,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,A veces
IE9803892,A veces,Nunca,A menudo,A veces,Raramente,A menudo,Nunca,A menudo,Nunca,A veces,A menudo,A veces,A veces,A veces,A veces,Raramente,A menudo,A veces,Raramente
IE1405279,Raramente,A veces,Siempre,Raramente,A menudo,A menudo,A veces,A menudo,A menudo,Nunca,Siempre,Siempre,Raramente,Raramente,Siempre,A menudo,A veces,A menudo,A menudo
IE1205367,A veces,A veces,A veces,A veces,Nunca,A menudo,Siempre,A veces,A veces,A veces,Nunca,Siempre,A veces,A veces,Siempre,A menudo,A veces,A menudo,A veces
IE0101570,A veces,A menudo,A veces,A menudo,Nunca,A veces,A menudo,A menudo,Nunca,A menudo,Raramente,Raramente,Nunca,Nunca,Raramente,Nunca,Siempre,A menudo,A veces
IE2003911,A menudo,Nunca,A menudo,Siempre,A veces,A veces,Raramente,A veces,Nunca,Raramente,Siempre,A menudo,Siempre,A veces,Nunca,A menudo,A veces,Raramente,A veces
IE9401502,Siempre,Siempre,A veces,A menudo,Siempre,Raramente,Nunca,A veces,Raramente,A menudo,A menudo,A menudo,Siempre,A menudo,Raramente,A veces,A veces,A veces,Raramente
IE1804792,Raramente,A veces,A menudo,A veces,A veces,Siempre,A veces,Raramente,Raramente,Nunca,A veces,A veces,A veces,A veces,A menudo,Raramente,A menudo,Raramente,Siempre
IE1703537,A veces,Raramente,A veces,Raramente,Nunca,A veces,A menudo,A menudo,Siempre,A veces,A menudo,Raramente,Raramente,Raramente,A veces,Raramente,Nunca,A veces,Nunca
IE1903843,A veces,A menudo,A menudo,A veces,A menudo,A menudo,Siempre,Siempre,A menudo,Siempre,Raramente,Nunca,Nunca,A menudo,Raramente,Siempre,Siempre,Nunca,Nunca
IE9300133,A menudo,Raramente,Nunca,Raramente,Siempre,A menudo,A veces,A menudo,A menudo,Raramente,A menudo,A menudo,Nunca,A veces,A veces,A menudo,Siempre,Siempre,Siempre
IE9202464,A veces,Raramente,Raramente,A menudo,Nunca,A menudo,A menudo,A veces,A menudo,A menudo,A menudo,Raramente,Nunca,Nunca,Raramente,A veces,A menudo,A veces,Raramente
IE1701499,Siempre,A veces,Raramente,A veces,Raramente,Siempre,Raramente,Siempre,Nunca,Raramente,A menudo,Siempre,A menudo,Raramente,A menudo,Nunca,A menudo,A veces,A menudo
IE1601439,A veces,Siempre,A veces,Raramente,Siempre,A menudo,A veces,A veces,Raramente,A menudo,Raramente,A veces,Siempre,A veces,Nunca,Siempre,A menudo,Siempre,A veces
IE2500169,A veces,Raramente,A menudo,A veces,A veces,Nunca,Raramente,A veces,Nunca,Raramente,Raramente,A veces,A menudo,A veces,A veces,A menudo,Raramente,Siempre,A menudo
IE1401232,Siempre,A menudo,A menudo,A menudo,Siempre,A veces,A veces,Raramente,A menudo,Raramente,A veces,A veces,Raramente,A veces,Raramente,A veces,A veces,A menudo,Siempre
IE1600743,A menudo,Raramente,Nunca,Raramente,Siempre,A menudo,Raramente,A menudo,Raramente,A menudo,A menudo,A veces,Raramente,Siempre,Siempre,A menudo,Nunca,A veces,A veces
IE0502874,A veces,A veces,A veces,Raramente,A veces,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,Raramente,Raramente,A menudo,A veces,A menudo,A menudo,Siempre
IE1203502,Raramente,Siempre,Raramente,A veces,Nunca,Nunca,A menudo,Raramente,Nunca,Raramente,Nunca,Raramente,A veces,Nunca,A menudo,A menudo,Nunca,Nunca,A veces
IE0400402,A veces,Siempre,A veces,Raramente,A menudo,A menudo,A menudo,Raramente,Nunca,Raramente,Raramente,A veces,A menudo,Siempre,Siempre,Raramente,A veces,A veces,A menudo
IE1801213,A veces,A veces,A veces,A menudo,A veces,A veces,A menudo,Nunca,A menudo,Siempre,Raramente,A veces,Raramente,Siempre,A menudo,Raramente,Siempre,A veces,Nunca
IE1702606,A veces,A menudo,A veces,A veces,A menudo,Nunca,Siempre,A veces,A veces,Nunca,Raramente,A menudo,A veces,Siempre,Nunca,Raramente,Nunca,Siempre,A veces
IE2301860,A menudo,Raramente,A menudo,Nunca,A veces,A veces,A menudo,Raramente,A veces,A veces,Siempre,Siempre,A menudo,A veces,A veces,Raramente,A menudo,Siempre,Raramente
IE2100880,A menudo,Raramente,A veces,A menudo,A veces,A menudo,A menudo,Siempre,A menudo,A veces,A menudo,A veces,A veces,A menudo,A menudo,Raramente,Siempre,A menudo,A veces
IE9704535,A veces,Raramente,Raramente,A veces,A menudo,Raramente,A menudo,A veces,Siempre,Raramente,Siempre,Nunca,Nunca,Raramente,A veces,A veces,A menudo,A veces,Siempre
IE1603255,A menudo,A veces,Nunca,A menudo,A menudo,A veces,A veces,Nunca,A veces,Nunca,Siempre,A menudo,A veces,A veces,Siempre,A menudo,A veces,A menudo,A menudo
IE2500168,A menudo,A veces,Siempre,Nunca,Raramente,A menudo,Raramente,Nunca,A veces,A menudo,A veces,Raramente,Raramente,Raramente,Nunca,A veces,A menudo,Siempre,A veces
IE2302319,Siempre,Nunca,Nunca,Raramente,A veces,Siempre,Raramente,A menudo,A veces,A menudo,Raramente,A veces,Raramente,Siempre,Nunca,A veces,Raramente,A veces,A veces
IE2405390,A menudo,Siempre,A veces,A menudo,Raramente,A menudo,A veces,Nunca,Siempre,Siempre,Raramente,A veces,A menudo,Raramente,Raramente,A veces,A veces,A veces,Raramente
IE0705478,A veces,Raramente,Siempre,Siempre,A veces,Nunca,A menudo,A veces,A veces,A veces,A veces,A veces,Raramente,A veces,A menudo,A veces,Raramente,Raramente,Raramente
IE9600978,A veces,A menudo,Siempre,A veces,A menudo,A menudo,A menudo,Siempre,Nunca,Nunca,Siempre,A veces,A veces,Nunca,Nunca,A veces,Raramente,A veces,A veces
IE2401635,Raramente,Raramente,A menudo,A menudo,Nunca,A veces,Siempre,A veces,Siempre,Siempre,A menudo,Raramente,A veces,Siempre,A menudo,Raramente,Siempre,Nunca,A veces
IE9201408,Siempre,A menudo,A menudo,A veces,Raramente,Raramente,A veces,A veces,A veces,Siempre,Siempre,Siempre,A veces,Raramente,Raramente,A menudo,A veces,Siempre,A menudo
IE9901335,Siempre,A menudo,Siempre,Siempre,A veces,A veces,A veces,A menudo,Siempre,Nunca,Nunca,Nunca,A menudo,A veces,A menudo,Siempre,A veces,Nunca,Raramente
IE2004673,A menudo,Siempre,A menudo,A menudo,A veces,Raramente,Siempre,A menudo,Raramente,A menudo,A veces,Nunca,A menudo,A veces,Raramente,Raramente,A veces,A veces,Raramente
IE9301594,Raramente,Siempre,A menudo,A menudo,Siempre,A veces,A menudo,A menudo,A veces,Siempre,Siempre,A menudo,A veces,Raramente,Raramente,A menudo,Nunca,A veces,Raramente
IE2100334,Nunca,Nunca,A menudo,A menudo,Raramente,A veces,A veces,A menudo,A veces,Nunca,A menudo,A menudo,Raramente,A menudo,A veces,A veces,A menudo,A veces,A veces
IE1805133,A veces,A menudo,A menudo,A veces,Siempre,Raramente,A menudo,Siempre,A menudo,A veces,A menudo,A menudo,A veces,Raramente,A menudo,A veces,Siempre,Siempre,A veces
IE0501422,Raramente,A veces,A menudo,A veces,Raramente,A menudo,Raramente,Nunca,A menudo,Raramente,Raramente,Nunca,A veces,A menudo,Nunca,A menudo,Siempre,Nunca,Raramente
IE0000347,Siempre,Nunca,Raramente,Raramente,A menudo,Siempre,A menudo,A veces,A menudo,Nunca,Nunca,A veces,A veces,Nunca,A menudo,A veces,A menudo,Siempre,Siempre
IE9501781,A veces,A veces,Nunca,Siempre,Siempre,Raramente,Raramente,Siempre,A menudo,A veces,Siempre,A veces,A veces,A menudo,A menudo,A menudo,Siempre,Nunca,A menudo
IE1002134,A veces,A veces,Siempre,A menudo,Raramente,Nunca,A veces,Nunca,A menudo,A menudo,A veces,A veces,Siempre,Nunca,A menudo,Siempre,A menudo,A menudo,A veces
IE2005306,A menudo,A veces,A menudo,Nunca,Raramente,A menudo,Raramente,Siempre,Nunca,Siempre,A veces,A menudo,Siempre,A menudo,Siempre,Nunca,A menudo,A veces,Nunca
IE2305099,A menudo,Nunca,A menudo,A veces,A menudo,Nunca,Raramente,A veces,A veces,A veces,A menudo,A menudo,A veces,A menudo,A menudo,A menudo,Raramente,Raramente,A menudo
IE0804334,A menudo,Siempre,Raramente,Raramente,A veces,A veces,A veces,A veces,A veces,A menudo,A veces,Raramente,Raramente,Siempre,Raramente,A veces,Siempre,A veces,Raramente
IE0003090,A veces,A veces,Raramente,A veces,Raramente,Nunca,Raramente,A veces,A menudo,A menudo,A menudo,A menudo,A veces,A menudo,A veces,Raramente,Raramente,A menudo,A menudo
IE9605251,Raramente,A veces,A veces,Siempre,A veces,A veces,Nunca,A menudo,A veces,Raramente,A veces,Raramente,A veces,A menudo,A menudo,A menudo,Raramente,A menudo,Raramente
IE9902844,Nunca,A veces,Raramente,Raramente,Raramente,A veces,A veces,Nunca,A menudo,Siempre,Raramente,Nunca,A menudo,A veces,A menudo,A veces,Raramente,Raramente,Raramente
IE2303198,Nunca,Nunca,A menudo,Raramente,Raramente,Siempre,Siempre,Siempre,Siempre,Siempre,Nunca,Nunca,Raramente,A veces,A menudo,A veces,A veces,A veces,Siempre
IE9600394,A veces,Raramente,A menudo,A menudo,Raramente,Raramente,A menudo,A veces,A menudo,Raramente,A menudo,Raramente,A veces,Raramente,A menudo,Raramente,A menudo,Raramente,Siempre
IE0502007,A veces,A veces,A veces,A veces,A veces,Siempre,Siempre,A menudo,Siempre,A menudo,A veces,A menudo,Siempre,A veces,Siempre,Raramente,A veces,A veces,A menudo
IE1803786,A veces,Nunca,Raramente,A veces,Raramente,Raramente,A menudo,A veces,Siempre,A menudo,Raramente,Raramente,A menudo,A veces,A veces,A veces,A veces,A veces,A veces
IE0700316,Raramente,A menudo,Raramente,A veces,A veces,A menudo,Siempre,A menudo,A menudo,A veces,A menudo,Siempre,Raramente,A veces,A menudo,A veces,A veces,A veces,Raramente
IE0402958,A veces,A veces,A menudo,Siempre,A veces,Siempre,A menudo,A veces,Nunca,Siempre,A veces,Raramente,A veces,A veces,A veces,A veces,A veces,A veces,A menudo
IE0700531,A veces,A veces,A veces,Nunca,A menudo,A veces,A menudo,A menudo,A veces,Nunca,A veces,A menudo,A menudo,Raramente,A menudo,Raramente,A veces,A menudo,Siempre
IE9203138,A veces,Nunca,A menudo,A veces,A menudo,Nunca,Raramente,Raramente,Nunca,A veces,A veces,A veces,A menudo,Raramente,Nunca,A menudo,A veces,A menudo,A menudo
IE2304875,A veces,A veces,A menudo,Siempre,A veces,Siempre,Raramente,Raramente,Raramente,A veces,A veces,Nunca,A veces,Raramente,A menudo,A menudo,A veces,A menudo,A menudo
IE1904236,Nunca,A veces,Raramente,Raramente,A menudo,A veces,A veces,A veces,A menudo,Siempre,Siempre,A veces,Raramente,Nunca,Raramente,A veces,A menudo,A menudo,Raramente
IE9204685,A menudo,A veces,A menudo,A veces,A menudo,Siempre,A menudo,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,Nunca,Raramente,Raramente,Raramente,Siempre,Nunca
IE1504759,Siempre,Raramente,A veces,A veces,A menudo,A menudo,A veces,Raramente,A veces,A menudo,A menudo,Raramente,A veces,A menudo,Siempre,A veces,A menudo,Nunca,Raramente
IE9703196,A veces,A menudo,A veces,A veces,A menudo,A veces,A veces,A menudo,Siempre,Raramente,Nunca,A veces,A menudo,Raramente,A menudo,A menudo,A menudo,Siempre,A menudo
IE2602466,A menudo,A menudo,A menudo,A veces,A menudo,Siempre,Raramente,Siempre,Siempre,Raramente,Nunca,Siempre,Siempre,A veces,A menudo,A veces,A veces,Siempre,A veces
IE2001761,Nunca,A menudo,Siempre,Nunca,A veces,Siempre,Siempre,Siempre,Raramente,A veces,Raramente,A menudo,A menudo,Nunca,A menudo,Raramente,Raramente,Raramente,Raramente
IE0000024,A veces,Nunca,Raramente,Nunca,A veces,A veces,Siempre,Nunca,Siempre,A menudo,A menudo,A veces,Raramente,A veces,Nunca,A menudo,A menudo,Siempre,Raramente
IE1401559,A veces,Raramente,Nunca,A veces,Siempre,A veces,A menudo,A menudo,A veces,A menudo,A menudo,Raramente,Nunca,Raramente,Siempre,A veces,Raramente,A veces,A veces
IE1401195,Siempre,A veces,A menudo,Nunca,Nunca,Siempre,Nunca,A menudo,A menudo,A menudo,A menudo,Raramente,Siempre,A veces,Nunca,A veces,A menudo,A menudo,Raramente
IE9903884,A menudo,A menudo,Siempre,Siempre,A menudo,A veces,Raramente,A veces,Raramente,A veces,A menudo,Nunca,A menudo,Raramente,Siempre,A veces,Nunca,A veces,Siempre
IE0801047,Raramente,Raramente,A menudo,Nunca,A menudo,A menudo,A menudo,A veces,A veces,A veces,A veces,Nunca,Siempre,Raramente,Raramente,Raramente,Nunca,A menudo,A veces
IE0101021,A veces,Raramente,A menudo,Raramente,Raramente,A menudo,Raramente,Raramente,Raramente,A menudo,A veces,A menudo,Nunca,A menudo,Raramente,Siempre,A veces,Siempre,A menudo
IE1404229,A veces,Raramente,Raramente,A veces,A menudo,Nunca,A menudo,A menudo,A veces,Nunca,A menudo,A veces,A menudo,Nunca,Siempre,A menudo,A veces,Siempre,A menudo
IE1204696,A veces,Siempre,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,Siempre,A veces,Siempre,Nunca,Raramente,A veces,Raramente,Siempre,Nunca,Raramente,A veces
IE0403126,A menudo,A menudo,Siempre,A menudo,A veces,Raramente,Siempre,A menudo,Siempre,Raramente,Raramente,Raramente,Siempre,A menudo,Nunca,Nunca,Siempre,Nunca,A menudo
IE0503938,A veces,Raramente,Nunca,Siempre,A menudo,Siempre,A veces,Siempre,Raramente,A menudo,Nunca,Nunca,A veces,A menudo,Siempre,Nunca,A veces,Nunca,Siempre
IE0401352,A veces,A menudo,Raramente,Raramente,A veces,A veces,Siempre,A menudo,A veces,A veces,A veces,A veces,A veces,Nunca,Raramente,Raramente,A menudo,A menudo,A veces
IE0504833,A veces,A veces,A veces,Raramente,A menudo,Siempre,A menudo,A menudo,Siempre,A veces,A menudo,A veces,A veces,Nunca,Siempre,A menudo,A menudo,Raramente,A menudo
IE1503034,Nunca,Nunca,Siempre,A menudo,Raramente,Raramente,Siempre,A menudo,Raramente,Siempre,A veces,A veces,Siempre,A menudo,Raramente,Raramente,Siempre,A menudo,A menudo
IE0200419,A veces,A veces,Raramente,A menudo,Raramente,A menudo,A veces,A menudo,Raramente,A menudo,A veces,Raramente,Siempre,A veces,Raramente,A veces,Raramente,Raramente,A veces
IE9500585,A menudo,Siempre,A menudo,A menudo,Nunca,A veces,A menudo,Raramente,A veces,A veces,A menudo,A veces,Raramente,Raramente,Siempre,A veces,Raramente,A veces,A veces
IE9102224,A veces,A veces,A menudo,A veces,A menudo,Raramente,A veces,Raramente,Siempre,Nunca,A veces,A menudo,Raramente,Siempre,A veces,Siempre,Raramente,A veces,A veces
IE2301331,Nunca,Nunca,A menudo,Siempre,Raramente,Siempre,A menudo,A veces,Nunca,A veces,A veces,A veces,Raramente,A veces,Siempre,A veces,A veces,Siempre,Siempre
IE2603254,A veces,A veces,A menudo,Siempre,Raramente,A veces,Raramente,Siempre,A veces,A menudo,A veces,A menudo,A veces,Raramente,A menudo,A veces,A veces,A veces,A veces
IE1903510,A veces,A menudo,Raramente,A menudo,A veces,A menudo,Nunca,Raramente,Raramente,Raramente,A menudo,A menudo,A menudo,A veces,A menudo,A menudo,A veces,Raramente,A veces
IE1002524,A menudo,A menudo,A menudo,Raramente,A veces,A menudo,A menudo,A veces,Siempre,A menudo,Raramente,Raramente,Siempre,A veces,Siempre,A menudo,Raramente,Raramente,Nunca
IE1800556,A menudo,A veces,A menudo,Raramente,A veces,Raramente,A veces,Raramente,A veces,Nunca,Nunca,Raramente,Nunca,A veces,Siempre,Raramente,A veces,A menudo,Siempre
IE2305072,Raramente,A veces,A veces,Nunca,Raramente,A menudo,Raramente,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,Siempre,Siempre,Siempre,Raramente,A veces,A veces
IE0101558,Raramente,A veces,A menudo,A menudo,A menudo,A menudo,A veces,Raramente,Nunca,Siempre,Nunca,Siempre,A menudo,A menudo,A veces,A veces,Nunca,Raramente,A veces
IE9704891,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,Raramente,Siempre,Raramente,A veces,A menudo,A menudo,Raramente,A menudo,A veces,A menudo,Raramente,A veces,Siempre
IE0002955,A menudo,A menudo,A menudo,Siempre,Raramente,A menudo,Raramente,A veces,A veces,Siempre,A menudo,A menudo,Siempre,A veces,A veces,Siempre,Siempre,A menudo,A veces
IE0700440,Raramente,Raramente,A veces,A menudo,A veces,Siempre,A veces,A veces,A veces,Raramente,Siempre,Raramente,A veces,A menudo,Siempre,Siempre,Siempre,Siempre,A veces
IE0001903,A veces,A veces,A veces,A menudo,Siempre,Nunca,Raramente,Siempre,Siempre,A menudo,Raramente,Raramente,Raramente,A menudo,Raramente,Siempre,A veces,A veces,A veces
IE9000297,A menudo,A veces,Raramente,A veces,A veces,Raramente,Raramente,A menudo,Nunca,A veces,Raramente,A menudo,Nunca,Raramente,Raramente,A menudo,A menudo,Siempre,A menudo
IE1603902,Raramente,Siempre,A menudo,A veces,Raramente,A veces,A menudo,A veces,A veces,A veces,A menudo,Siempre,Raramente,Raramente,Nunca,A menudo,A veces,A veces,A veces
IE0501023,A veces,A menudo,A menudo,A veces,A menudo,Nunca,Raramente,Nunca,Raramente,Raramente,A menudo,A veces,A veces,Nunca,A veces,Raramente,Siempre,A veces,A veces
IE1100539,Nunca,A menudo,A menudo,A menudo,Raramente,Raramente,Nunca,A veces,A menudo,A veces,A veces,Siempre,Siempre,A menudo,Siempre,Raramente,A menudo,A menudo,A menudo
IE1801774,Raramente,Raramente,A veces,A veces,Raramente,Siempre,Raramente,Raramente,A menudo,Siempre,Raramente,A menudo,A veces,A menudo,Raramente,A menudo,A menudo,Raramente,A veces
IE9601050,Siempre,Raramente,Siempre,A veces,A veces,A veces,Raramente,A menudo,A veces,Raramente,Siempre,A menudo,Nunca,A veces,A veces,Siempre,Raramente,A veces,A veces
IE9000812,Nunca,A menudo,Siempre,Raramente,Nunca,Siempre,A veces,Siempre,Siempre,A menudo,Siempre,Raramente,Raramente,A veces,Raramente,Siempre,Nunca,A menudo,Raramente
IE1203286,A veces,A veces,A menudo,A veces,A menudo,A menudo,Nunca,Raramente,A menudo,A menudo,A menudo,Siempre,A veces,Raramente,A menudo,A menudo,A menudo,Raramente,A veces
IE0702458,Raramente,A veces,A menudo,Siempre,A menudo,Raramente,A veces,Raramente,Nunca,Raramente,Raramente,A menudo,A menudo,A menudo,Nunca,A menudo,A veces,A menudo,A menudo
IE2202518,Siempre,A menudo,Raramente,Siempre,Siempre,A veces,A menudo,Siempre,Raramente,A menudo,A veces,Nunca,Raramente,Raramente,A menudo,Siempre,Raramente,A menudo,A menudo
IE9703654,A menudo,Raramente,A veces,A menudo,A menudo,Raramente,Raramente,Raramente,Raramente,A menudo,A veces,Raramente,Siempre,Nunca,A veces,A veces,Siempre,Raramente,A menudo
IE0105128,A veces,A menudo,A veces,Siempre,Raramente,Siempre,Siempre,Raramente,A veces,Raramente,Raramente,Siempre,A veces,Siempre,Siempre,Raramente,A veces,A menudo,A menudo
IE2604036,A veces,A veces,A menudo,Siempre,Raramente,Raramente,A menudo,A menudo,Raramente,Nunca,Raramente,Raramente,Siempre,A veces,Raramente,A veces,Siempre,Nunca,A menudo
IE9604557,A veces,Nunca,Nunca,A menudo,Raramente,A menudo,A veces,A menudo,Siempre,A veces,Nunca,A veces,Raramente,Siempre,A veces,A veces,Siempre,A veces,A menudo
IE1203283,Nunca,Raramente,A veces,Raramente,A menudo,A veces,A menudo,Siempre,Raramente,A veces,Nunca,A veces,A veces,Siempre,A veces,Siempre,Nunca,Nunca,Siempre
IE2503626,A veces,A menudo,A veces,A veces,A veces,Siempre,A veces,Siempre,A veces,A menudo,A menudo,A veces,Nunca,Nunca,A veces,A veces,Raramente,Raramente,Siempre
IE0104803,Siempre,A veces,Siempre,A menudo,A menudo,A veces,A veces,Raramente,A veces,Raramente,Nunca,A veces,A veces,Siempre,A menudo,A menudo,A menudo,A menudo,Raramente
IE0100454,Raramente,Siempre,A menudo,A menudo,A veces,A veces,A menudo,Nunca,Siempre,A veces,Raramente,A veces,A veces,Siempre,A menudo,A veces,Raramente,Raramente,Siempre
IE0200788,A menudo,A menudo,A menudo,Raramente,A menudo,A menudo,Siempre,Nunca,Siempre,A veces,A menudo,A veces,A veces,A veces,A veces,Raramente,Siempre,Nunca,Siempre
IE9500081,Nunca,Raramente,A menudo,A menudo,A menudo,Raramente,A veces,A veces,A menudo,A menudo,Raramente,Siempre,Siempre,Siempre,Raramente,A veces,Siempre,Siempre,Nunca
IE0102883,A veces,Raramente,Raramente,A menudo,A menudo,Raramente,Siempre,A menudo,A menudo,A veces,A veces,A veces,Siempre,Raramente,Raramente,Siempre,Raramente,Siempre,Siempre
IE0702754,A menudo,A veces,A menudo,A veces,A menudo,Nunca,A veces,A menudo,A veces,A menudo,Siempre,A menudo,A veces,A veces,Nunca,A veces,A menudo,Raramente,A menudo
IE1801033,A veces,A veces,Siempre,A veces,A veces,A menudo,A veces,Raramente,A veces,A menudo,A veces,Raramente,A menudo,A veces,A veces,Siempre,Raramente,A veces,Nunca
IE2002628,A veces,A menudo,Raramente,A veces,A veces,Siempre,A veces,Siempre,A veces,Nunca,A veces,Siempre,Nunca,Raramente,A veces,Nunca,Nunca,Raramente,A menudo
IE0702322,A veces,Siempre,A menudo,Siempre,Raramente,A veces,A veces,A veces,A veces,A veces,A menudo,A veces,A veces,Nunca,Raramente,Siempre,Raramente,A veces,Raramente
IE9905497,A veces,Raramente,Raramente,Raramente,A veces,A veces,Nunca,Raramente,A menudo,Nunca,Raramente,A veces,A menudo,Raramente,Raramente,A menudo,A menudo,A veces,A veces
IE0704263,Siempre,Siempre,A menudo,Nunca,A veces,Siempre,Siempre,Nunca,Raramente,A menudo,Raramente,Raramente,Raramente,A veces,Raramente,Siempre,Raramente,Raramente,A menudo
IE9602094,A veces,A menudo,A veces,A veces,A menudo,A menudo,A menudo,A menudo,A menudo,A veces,Siempre,A veces,Siempre,A veces,A veces,A menudo,Nunca,A veces,Siempre
IE1403384,A menudo,A menudo,Siempre,A menudo,Siempre,A menudo,A veces,A veces,Raramente,Siempre,Raramente,Siempre,A veces,Siempre,A menudo,Raramente,A veces,Raramente,A menudo
